currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
bitcoin 	How will the tech behind bitcoin change your life? @ alextapscott & I sit down with @ TIME to discuss http://ti.me/1VMBdhM  via @ TIMEIdeas	dtapscott	8	9	1462552088	728622384425635840	https://twitter.com/dtapscott/status/728622384425635840			@ @ @	0.21	0.0	0
bitcoin 	BBC's mea culpa on the their shoddy Craig Wright/Bitcoin coverage.http://www.bbc.co.uk/news/technology-36213588 …	maxkeiser	10	14	1462520581	728490236620222464	https://twitter.com/maxkeiser/status/728490236620222464				-0.10	0.0	0
bitcoin 	Bitcoin cat fight this week points to how small-minded crypto community is. They are fighting over crumbs. THINK BIGGER.	maxkeiser	30	18	1462517318	728476550572572673	https://twitter.com/maxkeiser/status/728476550572572673				0.11	-0.2477	0
	For a crypto developer, $1 bn. is a lot of $$$. To a Goldman banker, it's a rounding error. Crypto community needs to think big, or go home.	maxkeiser	67	51	1462517107	728475662948835328	https://twitter.com/maxkeiser/status/728475662948835328				0.29	-0.1005	0
bitcoin 	@ melshapiro thanks - here it is http://www.coindesk.com/2016%E2%80%8A-brought-bitcoin-awakening/ …	VinnyLingham	0	0	1462554335	728631808791715842	https://twitter.com/VinnyLingham/status/728631808791715842			@	0.50	0.4404	0
	. @ cryptocointalk Headline is completely wrong. # DAO is 38% of ETH *in contracts*, not 38% of total ETH. Major difference	aantonop	19	8	1462566295	728681975909863425	https://twitter.com/aantonop/status/728681975909863425		#	@	0.05	-0.1314	0
bitcoin 	Bitcoin Q&A: Will Bitcoin survive global government intervention & regulation?: http://youtu.be/_QS-wCxnqr0?a  via @ YouTube	aantonop	40	25	1462565084	728676894657359872	https://twitter.com/aantonop/status/728676894657359872			@	0.21	0.0	0
bitcoin 	Don't Like Advertising? One 'Brave' Startup Has The Answer: Bitcoin via @ forbeshttp://www.forbes.com/sites/jonathanchester/2016/05/05/dont-like-advertising-one-brave-startup-has-the-answer-and-that-answer-is-bitcoin/#3dd022342a5c …	ErikVoorhees	16	24	1462548913	728609066684047360	https://twitter.com/ErikVoorhees/status/728609066684047360		#3dd022342a5c	@	0.15	-0.1378	0
bitcoin 	Blockstream President Adam Back Shares His Roadmap for Scaling Bitcoinhttp://coinjournal.net/blockstream-president-adam-back-shares-roadmap-scaling-bitcoin/ …	ErikVoorhees	31	30	1462489861	728361388196777984	https://twitter.com/ErikVoorhees/status/728361388196777984				0.10	0.296	0
bitcoin 	Bitcoin: looks like CNY 3,000 resistance is soon to be challenged again.pic.twitter.com/znFlMQHkSN	TuurDemeester	26	19	1462568307	728690414090211328	https://twitter.com/TuurDemeester/status/728690414090211328				0.33	0.2732	0
bitcoin 	Wladimir Van Der Laan's comments on the Bitcoin Core software project and on Andresen's commit access removal: http://ow.ly/4nvv9b	TuurDemeester	13	7	1462556031	728638924856434688	https://twitter.com/TuurDemeester/status/728638924856434688				0.17	0.296	0
bitcoin 	Customers receive a 10% discount for paying with # Bitcoin at the @ BronxDeliFH. @TheRespond @ altcoinbonanza @ Airbitz	haydentiff	6	1	1462507073	728433578212630528	https://twitter.com/haydentiff/status/728433578212630528		#	@ @TheRespond @ @	0.42	0.0	0
bitcoin 	Why not ask how many PEOPLE in Bitcoin are technical? You certainly aren't (and to an embarrassing degree). @ vakeraj @ derosetech	haydentiff	6	3	1462501770	728411336502325249	https://twitter.com/haydentiff/status/728411336502325249			@ @	0.05	-0.0172	0
bitcoin 	No, it's more like an novelist using spellcheck. @ vakeraj @ derosetech @ BitcoinBelle	haydentiff	1	2	1462499902	728403500175118337	https://twitter.com/haydentiff/status/728403500175118337			@ @ @	0.36	0.0756	0
bitcoin 	I'll save the easy tasks for you, @ derosetech. My sights are set higher. @ vakeraj @ marshallk @ PerianneDC @ BitcoinBelle @ conniegallippi	haydentiff	6	0	1462499082	728400061596639232	https://twitter.com/haydentiff/status/728400061596639232			@ @ @ @ @ @	0.38	0.2423	0
bitcoin 	"print ""Hello, World!"" @ vakeraj @ marshallk @ PerianneDC @ BitcoinBelle @ conniegallippi @ derosetech"	haydentiff	7	0	1462497811	728394730715885572	https://twitter.com/haydentiff/status/728394730715885572			@ @ @ @ @ @	0.33	0.0	0
bitcoin 	The # Bitcoin Drama Continues:Wright Disappears- Andresen says he was Bamboozled http://ow.ly/4ntNFK pic.twitter.com/b6AqVMxVBG	DollarVigilante	9	1	1462504164	728421378643341312	https://twitter.com/DollarVigilante/status/728421378643341312		#		-0.17	-0.5994	0
bitcoin 	# TDV # Quotes # Bitcoin http://buff.ly/1TFC7sO pic.twitter.com/wm3nD8cQkI	DollarVigilante	1	0	1462494821	728382191231700993	https://twitter.com/DollarVigilante/status/728382191231700993		# # #		0.43	0.0	0
ethereum 	# Ethereum: A Valuable FinTech Sandbox # fintech # blockchain @ ethereumprojecthttp://www.coindesk.com/ethereum-fintech-sandbox/ …	sbmeunier	9	6	1462556107	728639241178222592	https://twitter.com/sbmeunier/status/728639241178222592		# # #	@	0.42	0.4767	0
bitcoin 	Not Just Bitcoin: Why The # Blockchain Is A Seductive Technology To Many Industries # fintechhttp://www.npr.org/sections/alltechconsidered/2016/05/04/476597296/not-just-bitcoin-why-blockchain-is-a-seductive-technology-to-many-industries …	sbmeunier	5	4	1462539915	728571326957539329	https://twitter.com/sbmeunier/status/728571326957539329		# #		0.50	0.0	0
bitcoin 	what a guy! thanks to @ lightcoin @ BitseedOrg for this custom @ DCGco bitcoin node - powering up!pic.twitter.com/3JgvZsGMhn	Melt_Dem	9	2	1462550072	728613928964599808	https://twitter.com/Melt_Dem/status/728613928964599808			@ @ @	0.37	0.2463	0
bitcoin 	learn more about Bitcoin Core, the software that powers the backbone of the # bitcoin # blockchain - @ bitcoincoreorghttps://youtu.be/qZb86kf1HG4	Melt_Dem	3	1	1462548629	728607878731419649	https://twitter.com/Melt_Dem/status/728607878731419649		# #	@	0.30	0.0	0
bitcoin 	"""development tasks are extremely complex and require focus over a long time"" - @ orionwl on # bitcoin development https://laanwj.github.io/2016/05/06/hostility-scams-and-moving-forward.html …"	Melt_Dem	2	0	1462541749	728579022494502912	https://twitter.com/Melt_Dem/status/728579022494502912		#	@	0.20	0.0	0
bitcoin 	Bitcoin has a governance problem, no matter who created it:http://www.4-traders.com/news/Bitcoin-has-a-governance-problem-no-matter-who-created-it--22312786/ …	el33th4xor	21	13	1462557813	728646396111360000	https://twitter.com/el33th4xor/status/728646396111360000				0.50	-0.4215	0
bitcoin 	@Hayekproven Spoof and reality got intermixed a long time ago. Here: https://bitcoinmagazine.com/articles/satoshi-saga-continues-tulip-trust-trustee-expected-to-appear-by-september-says-joseph-vaughnperling-1462467803 …	el33th4xor	1	0	1462543578	728586692249161728	https://twitter.com/el33th4xor/status/728586692249161728			@Hayekproven	0.17	0.0	0
bitcoin 	@ BitcoinBelle Who is Craig, besides a claimant to the Satoshi title? He actually gave up his own identity a long time ago.	el33th4xor	0	0	1462543424	728586046368325632	https://twitter.com/el33th4xor/status/728586046368325632			@	0.13	0.0	0
bitcoin 	"@ BitcoinBelle Yawl? ""A two-masted fore-and-aft-rigged sailing vessel with a mizzenmast stepped abaft the rudder. Also called dandy."""	el33th4xor	2	0	1462538378	728564882447142912	https://twitter.com/el33th4xor/status/728564882447142912			@	0.06	0.0	0
bitcoin 	@ Ferdinando1970 @ tdryja @ jcp Next week is bitcoin week in Milano! cc @ aantonop	starkness	8	5	1462500170	728404626907664385	https://twitter.com/starkness/status/728404626907664385			@ @ @ @	0.19	0.0	0
ethereum 	"""Vitalik Buterin Pitches Hyperledger Project on Ethereum Integration"" # fintech # blockchain"	obussmann	2	6	1462518184	728480182793871360	https://twitter.com/obussmann/status/728480182793871360		# #		0.08	0.0	0
bitcoin 	New on Tomorrow's Transactions; what a bitcoin miners mining for? http://buff.ly/1Wcjosm	dgwbirch	0	0	1462549027	728609547154231296	https://twitter.com/dgwbirch/status/728609547154231296				0.18	0.0	0
bitcoin 	Guess before Google. Who said “The mining of bitcoin is a security service that alone creates no wealth” http://buff.ly/1STRCer	dgwbirch	1	2	1462542126	728580599791951872	https://twitter.com/dgwbirch/status/728580599791951872				0.05	0.0386	0
