currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
ethereum 	You should also deploy ethereumj soon once it's up to speed on Byzantium.	VitalikButerin	6	2	1505568402	909045883882184705	https://twitter.com/VitalikButerin/status/909045883882184705				0.08	0.0	0
ethereum 	https://github.com/ethereum/casper  https://github.com/ethereum/sharding …https://github.com/ethereum/research …	VitalikButerin	27	9	1505568103	909044629839896577	https://twitter.com/VitalikButerin/status/909044629839896577				0.00	0.0	0
bitcoin 	$ JPM/Jamie Dimon broadcasting their recent # Bitcoin buys fits; like a suicide bomber's pre-attack video. # FinancialTerroristJamiepic.twitter.com/7HnLaDkJ6a	maxkeiser	118	65	1505585578	909117926585847810	https://twitter.com/maxkeiser/status/909117926585847810		# #		0.39	-0.2294	0
bitcoin 	Jamie's proud of his crimes and the billions in fines he's paid for misconduct. # Bitcoin hopefully will euthanize him and $ JPM.	maxkeiser	118	32	1505583448	909108989820063746	https://twitter.com/maxkeiser/status/909108989820063746		#		0.22	0.4393	0
bitcoin 	. @ KeiserReport's got inside info of $ JPM insiders trading # Bitcoin inside JPM with the bank's own money.	maxkeiser	135	110	1505582253	909103977362546689	https://twitter.com/maxkeiser/status/909103977362546689		#	@	0.05	0.0	0
bitcoin 	SOURCE: The 'client' buying # Bitcoin via $ JPM Stockholm is 270 Park Ave.	maxkeiser	72	35	1505581882	909102422508916737	https://twitter.com/maxkeiser/status/909102422508916737		#		0.43	0.0	0
bitcoin 	Max Keiser: Why JPMorgan is in a bubble and not bitcoin — RT Businesshttps://www.rt.com/business/403290-bitcoin-bubble-jpmorgan-dimon-keiser/ …	maxkeiser	178	108	1505573317	909066498693566465	https://twitter.com/maxkeiser/status/909066498693566465				0.21	0.0	0
bitcoin 	If China was trying to show strength with # Bitcoin ban, they did the opposite.	maxkeiser	208	71	1505573267	909066287082549248	https://twitter.com/maxkeiser/status/909066287082549248		#		-0.20	-0.1027	0
bitcoin 	SOURCE: Client buying # Bitcoin in Stockholm was 270 Park Ave.	maxkeiser	5	2	1505573135	909065733572845569	https://twitter.com/maxkeiser/status/909065733572845569		#		0.09	0.0	0
bitcoin 	# CrashJPMorganBuyBitcoin	maxkeiser	81	31	1505571781	909060056146169857	https://twitter.com/maxkeiser/status/909060056146169857		#		0.50	0.0	0
