currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	sent	vader_sent
ethereum 	As predicted, banks are toast in face of crypto annihilation. https:// ethereumworldnews.com/cryptocurrency -no-competition-bank-america/ …	maxkeiser	494	267	1519419009	967139537804759040	https://twitter.com/maxkeiser/status/967139537804759040				0.14	0.0
	Which of these state sponsored cryptos has the best chance of working?	maxkeiser	213	331	1519398603	967053951907622912	https://twitter.com/maxkeiser/status/967053951907622912				1.08	0.7351
	Can a North Korean crypto coin be far behind? https:// twitter.com/rt_com/status/ 967053298804158464 …	maxkeiser	28	16	1519398494	967053493826674688	https://twitter.com/maxkeiser/status/967053493826674688				0.23	0.0
bitcoin 	Bank of America admits it can’t compete with #Bitcoin . Going long crypto and short banks will make some folks huge bundles of moola. https://www. ft.com/content/99fdd3 e4-1821-11e8-9e9c-25c814761640 …	maxkeiser	507	239	1519397427	967049019854852101	https://twitter.com/maxkeiser/status/967049019854852101		#Bitcoin		0.21	0.2047
	Countries creating crypto are countries that have been victimized most by $ USD hegemony. Their coins are crude and not well thought out, but the trend is clear; $ USD days of global dominance are fading. #ThanksSatoshi	maxkeiser	582	247	1519395215	967039739516866561	https://twitter.com/maxkeiser/status/967039739516866561		#ThanksSatoshi		0.05	0.0922
bitcoin 	Market value of alt coins follows Bitcoin, only more so. Bezop price has dropped in half. There is no better time to buy! Bezop will rise, even more so, as BTC marches forward! Bezop blockchain ecommerce cannot lose in the long term. http:// Hitbtc.com	officialmcafee	809	210	1519419961	967143532120199175	https://twitter.com/officialmcafee/status/967143532120199175				0.16	0.1495
	http:// mcafeecryptoteam.com	officialmcafee	20	1	1519405275	967081935293108224	https://twitter.com/officialmcafee/status/967081935293108224				0.00	0.0
	At over 12k members, the No BS Crypto Discord group is an amazing community, but things move quickly. For more lasting crypto discussion, check out the No BS Crypto private Facebook mastermind group: http:// bit.ly/2BHzdTC . Some cool things are happening there.	officialmcafee	387	75	1519403750	967075537557643264	https://twitter.com/officialmcafee/status/967075537557643264				0.33	0.0031
	From #ICOs to #blockchain technology and #cryptocurrency crowdfunding, here are a few ways #fintech disruptions will help struggling startup founders access capital in the future https://www. entrepreneur.com/article/308801	BrettKing	12	14	1519352576	966860900115402753	https://twitter.com/BrettKing/status/966860900115402753		#ICOs #blockchain #cryptocurrency #fintech		0.11	-0.3612
bitcoin 	46% of Last Year’s ICOs Have Failed Already https:// news.bitcoin.com/46-last-years- icos-failed-already/ … via @BTCTN	aantonop	1011	557	1519424953	967164470068834309	https://twitter.com/aantonop/status/967164470068834309			@BTCTN	0.21	-0.5106
