currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	sent	vader_sent
bitcoin 	I tried with multiple appearances on @RealAlexJones starting I 2012 to get Alex to buy #Bitcoin when it $50 - and all the way up to the beginning of last year when it was $900. Never got any interest. Suddenly, when it got to $20,000. Everybody got interested!!!	maxkeiser	713	129	1518538032	963444452692983808	https://twitter.com/maxkeiser/status/963444452692983808		#Bitcoin	@RealAlexJones	-0.06	0.1934
bitcoin 	Max Keiser AGAIN Begs @RealAlexJones to buy #Bitcoin in 2013 (after he did in 2012) Did he buy any? | Max Breaks Down Bitcoin | https:// youtu.be/8GJ1A3hnirU via @YouTube	maxkeiser	43	14	1518537636	963442792340041728	https://twitter.com/maxkeiser/status/963442792340041728		#Bitcoin	@RealAlexJones @YouTube	0.07	0.0
bitcoin 	Max Keiser Begs @RealAlexJones to buy #Bitcoin in 2012. Did he buy any? Alex Jones Show 9-17-12 https:// youtu.be/ua1-15LbK9Y via @YouTube	maxkeiser	28	8	1518537509	963442259713843203	https://twitter.com/maxkeiser/status/963442259713843203		#Bitcoin	@RealAlexJones @YouTube	-0.10	0.0
bitcoin 	Should Max&Stacy hold a #Bitcoin meetup in Austin? @stacyherbert @HeisenbergCap	maxkeiser	19	6	1518534738	963430637444194304	https://twitter.com/maxkeiser/status/963430637444194304		#Bitcoin	@stacyherbert @HeisenbergCap	-0.20	0.0
bitcoin 	Forbes Fintech 50 for 2018 Many retail banking fintech firms missing, but a great list nonetheless http:// bit.ly/2swKvay #Banking #fintech #AI #bitcoin #Blockchain #innovation #payments #Lending @DeepLearn007 @ipfconline1 @WFSULLIVAN3 @BrettKing @Visible_Banking @cgledhill pic.twitter.com/SmKfPH1YqN	JimMarous	20	31	1518542957	963465109271142402	https://twitter.com/JimMarous/status/963465109271142402		#Banking #fintech #AI #bitcoin #Blockchain #innovation #payments #Lending	@DeepLearn007 @ipfconline1 @WFSULLIVAN3 @BrettKing @Visible_Banking @cgledhill	0.36	0.7227
bitcoin 	Roger @rogerkver , please stop calling Bitcoin, Bitcoin Core. No one else does this. Both http:// bitcoin.com website and mobile wallet are misleading new users with this bullshit. And it is especially hypocritical coming from you seeing how upset you are with the name bcash. https:// twitter.com/ShapeShift_io/ status/963539382413287425 …	SatoshiLite	8878	2667	1518562735	963548065662554112	https://twitter.com/SatoshiLite/status/963548065662554112			@rogerkver	0.14	-0.3562
bitcoin litecoin ethereum 	"Microsoft looking into building decentralized IDs on blockchains. Nice shout out of Litecoin! ""Microsoft points to Bitcoin, Ethereum, and Litecoin as three specific platforms that are suitable foundations for DIDs."" https://www. forbes.com/sites/ktorpey/ 2018/02/12/microsoft-to-embrace-decentralized-identity-systems-built-on-bitcoin-and-other-blockchains/ …"	SatoshiLite	6046	2558	1518489381	963240395336396800	https://twitter.com/SatoshiLite/status/963240395336396800				0.12	0.1188
bitcoin 	I just bought 50 Bitcoin (BCH) ATM machines for a bit under half a million dollars. Thanks to our purchase the manufacturer has agreed to roll out BCH support to their existing 1000+ machines world wide! pic.twitter.com/wqJbQNnCRk	rogerkver	2643	788	1518483210	963214514392129536	https://twitter.com/rogerkver/status/963214514392129536				0.24	0.2634
	this person did some testing: https:// medium.com/@MaxenceCornet /coinhive-review-embeddable-javascript-crypto-miner-806f7024cde8 …	ummjackson	1	0	1518546048	963478074758017024	https://twitter.com/ummjackson/status/963478074758017024			@MaxenceCornet	0.00	0.0
	https:// thenextweb.com/hardfork/2018/ 02/13/salon-cpu-mine-cryptocurrency/ …	ummjackson	2	0	1518546018	963477948614373376	https://twitter.com/ummjackson/status/963477948614373376				0.25	0.0
