currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	# Maxcoin is the only Quantum Computing resistant crypto worth buying!https://twitter.com/business/status/1012674216624353280 …	maxkeiser	45	26	1530275520	1012675048493277184	https://twitter.com/maxkeiser/status/1012675048493277184		#		0.18	0.1471	0
bitcoin 	More HitBtchttps://bitcoinexchangeguide.com/john-mcafee-says-boycott-hitbtc-crypto-exchanges-called-into-question/ …	officialmcafee	510	109	1530281487	1012700073149337602	https://twitter.com/officialmcafee/status/1012700073149337602				0.00	0.0	0
	Boycot HitBTChttps://zycrypto.com/john-mcafee-urges-crypto-users-to-boycott-crypto-exchange-hitbtc/ …	officialmcafee	458	128	1530280080	1012694173735104512	https://twitter.com/officialmcafee/status/1012694173735104512				0.00	0.0	0
	Well . . . . Thats a recordhttps://zycrypto.com/john-mcafees-un-hackable-hardware-wallet-sold-out-in-just-twenty-two-minutes/ …	officialmcafee	179	37	1530279969	1012693709438275584	https://twitter.com/officialmcafee/status/1012693709438275584				0.62	0.0546	0
	Could i be the worlds first blockchain President?https://cryptoslate.com/john-mcafee-could-be-americas-first-blockchain-president/ …	officialmcafee	1439	278	1530279897	1012693404021600256	https://twitter.com/officialmcafee/status/1012693404021600256				0.12	0.0	0
	The Crypto World must stand together before moving forward!https://twitter.com/McAfeeExecutive/status/1012553313697632262 …	officialmcafee	439	87	1530247150	1012556054109065216	https://twitter.com/officialmcafee/status/1012556054109065216				0.56	0.0	0
bitcoin 	'Should we be worried about what institutional money thinks of privacy improvements to Bitcoin?'https://youtu.be/3Ck683CQGAQ?t=14m41s …	aantonop	283	106	1530303316	1012791631081287680	https://twitter.com/aantonop/status/1012791631081287680				-0.36	0.0129	0
	Can't make it today, but if you're in SF and want to talk crypto - don't miss Decentralized Friday Drinks.pic.twitter.com/f1dQd9hE6I	ummjackson	12	0	1530303960	1012794333932634112	https://twitter.com/ummjackson/status/1012794333932634112				0.00	0.2769	0
bitcoin 	WSJ article on SALT Lending (get fiat loans backed by Bitcoin) https://www.wsj.com/articles/this-company-helps-bitcoin-millionaires-unleash-their-fortunes-1530187201 … @ SaltLending	ErikVoorhees	303	113	1530239461	1012523802855538689	https://twitter.com/ErikVoorhees/status/1012523802855538689			@	0.07	0.0258	0
bitcoin 	https://www.cnbc.com/2018/06/28/bitcoin-is-below-6000-but-these-other-cryptos-are-hot-says-trader.html …	cryptomanran	77	22	1530281619	1012700627346980866	https://twitter.com/cryptomanran/status/1012700627346980866				0.00	0.0	0
ripple 	So here I am meeting the head of product at Ripple. I said, I have an open mind and if I was wrong I will eat my words! # Ripple # XRPpic.twitter.com/59igpAFJVo	cryptomanran	655	87	1530227776	1012474793654751233	https://twitter.com/cryptomanran/status/1012474793654751233		# #		0.03	-0.1752	0
	https://cryptograffiti.com	haydentiff	0	0	1530302510	1012788252850434053	https://twitter.com/haydentiff/status/1012788252850434053				0.00	0	0
	All crypto is dropping. Everybody cares. This isn’t new.	haydentiff	10	3	1530302401	1012787792588476416	https://twitter.com/haydentiff/status/1012787792588476416				0.56	0.1529	0
	Come hang out, talk crypto, and have beer and wings with us in August!	haydentiff	2	1	1530300287	1012778926588997632	https://twitter.com/haydentiff/status/1012778926588997632				-0.14	0.0	0
