currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
bitcoin 	# bankersagainstbitcoin LOLpic.twitter.com/peJ0KK5m8Y	VinnyLingham	2681	692	1526305480	996023494122012673	https://twitter.com/VinnyLingham/status/996023494122012673		#		0.33	0.0	0
	Going to be wearing my @ magicalcrypto t-shirt for the panel at # consensus2018 right now. If you are here and want a chickun sticker, come fine me afterwards and say hi. Just please don't try to sell me on your ICO. Thanks! pic.twitter.com/6DV5l6WaIB	SatoshiLite	2455	270	1526318694	996078916807876608	https://twitter.com/SatoshiLite/status/996078916807876608		#	@	0.00	0.2168	0
litecoin 	Gemini will be adding Litecoin!https://twitter.com/ForbesCrypto/status/996021783449997312 …	SatoshiLite	4511	1273	1526313858	996058631316627459	https://twitter.com/SatoshiLite/status/996058631316627459				0.40	0.0	0
	Banks must transform into crypto-supportive entities or else die. Evrofinance Mosnarbank, in Russia of all places, is proving that if only one bank adapts, the resultant power defies even the U.S. Government and the worst it can muster: https://www.washingtonpost.com/world/europe/russia-bank-helps-venezuela-defy-us-cryptocurrency-sanctions/2018/05/14/5b9c2988-5788-11e8-9889-07bcc1327f4b_story.html?noredirect=on&utm_term=.dd6a93d3b232 …	officialmcafee	628	220	1526331623	996133143173267457	https://twitter.com/officialmcafee/status/996133143173267457				-0.08	-0.6121	0
	"We have finally dislodged institutional investors from their ""Watch but don't touch"" seats at the crypto table. We can now watch and, most likely, dance as our favorite coins accelerate to their true values in a world that values the long term.https://venturebeat.com/2018/05/13/institutional-investors-are-no-longer-watching-crypto-from-the-sidelines/ …"	officialmcafee	1769	679	1526312872	996054496043257858	https://twitter.com/officialmcafee/status/996054496043257858				0.05	0.2936	0
bitcoin 	They can create more protocols but they can’t create more Bitcoin. It’s inherent in the definition of what Bitcoin is. Munger is wrong on this one.	naval	50	4	1526329729	996125200428208133	https://twitter.com/naval/status/996125200428208133				0.04	0.0057	0
bitcoin 	"Still seeing economists and journalists misinterpreting old statistics and poorly articulated conclusions about ""wealth distribution"" in # Bitcoin. Addresses ≠ people.https://youtu.be/X2Qsz4eaSPY"	aantonop	417	130	1526319958	996084216592064513	https://twitter.com/aantonop/status/996084216592064513		#		0.00	0.247	0
bitcoin 	I don't have all my money in bitcoin. I have a sensibly diversified portfolio. I earn much of my income and pay most of my employees in Bitcoin and other crypto-currencies. Long term value is antidote too short term volatility.	aantonop	1	0	1526304271	996018419697729536	https://twitter.com/aantonop/status/996018419697729536				-0.10	0.0593	0
bitcoin 	India Amazon Book Deal: The Internet of Money will be discounted to INR134.7 in a Kindle Montly Deal which runs between 5/1/2018 - 6/1/2018 # bitcoin # blockchain # india	aantonop	136	47	1526303688	996015977585303553	https://twitter.com/aantonop/status/996015977585303553		# # #		0.17	0.2263	0
	Crypto Valley Association Taps VC Firm Lakestar as Strategic Partner http://bit.ly/2IlIuRF  via @ CoinDesk	ErikVoorhees	54	16	1526311776	996049901313318912	https://twitter.com/ErikVoorhees/status/996049901313318912			@	0.07	0.0	0
bitcoin 	Newly Appointed Goldman Sachs Vice President Leaves for Cryptocurrency https://toshitimes.com/newly-appointed-goldman-sachs-vice-president-leaves-for-cryptocurrency/ … # bitcoin	ErikVoorhees	2066	948	1526310949	996046430094667776	https://twitter.com/ErikVoorhees/status/996046430094667776		#		0.00	0.0	0
bitcoin 	I only look forward to high on-chain fees in so far as they are evidence of the use of bitcoin as a reserve asset / digital gold. Higher on-chain fees also increase Bitcoin's immutability.	TuurDemeester	0	0	1526262411	995842846698688512	https://twitter.com/TuurDemeester/status/995842846698688512				0.06	0.3397	0
	Today the big news channels were all reporting crypto! I saw Bloomberg, CNN, CNBC, RT and many others. This time though, there were no skeptics , every report was positive. We were always the small fish swimming upstream trying to convince the main media but not anymore!	cryptomanran	1769	506	1526334454	996145018925735937	https://twitter.com/cryptomanran/status/996145018925735937				-0.04	0.1126	0
	The guys that won one of the prizes at the Coindesk Hackathon at Microsoft HQ today created a Tinder application for Cryptokitties. Genius. # whatatimetobealive	cryptomanran	94	10	1526260943	995836688810369024	https://twitter.com/cryptomanran/status/995836688810369024		#		0.12	0.2757	0
	New York is all Crypto this week. Crypto is all the talk in the coffee shops, multiple conferences all happening over one another. Meet ups and Crypto parties everywhere and all the big names in Crypto in one hub!	cryptomanran	771	158	1526260328	995834111272144897	https://twitter.com/cryptomanran/status/995834111272144897				0.33	0.1525	0
bitcoin 	Almost time for the interoperability panel with @ JoelKatz! # Consensus2018 $ XRP # XRPNYC # Bitcoin # Blockchainpic.twitter.com/4SN2lSck6E	haydentiff	84	6	1526320305	996085674343391232	https://twitter.com/haydentiff/status/996085674343391232		# # # #	@	0.26	0.0	0
