currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
bitcoin 	False. Bitcoin cannot run solely on SPV clients because SPV clients can't mine (effectively), and there's still a bottleneck that the block creating entity has to process a load equal to the entire load of the network during that time. Sharding has none of these issues.	VitalikButerin	6	1	1527285304	1000133170656772096	https://twitter.com/VitalikButerin/status/1000133170656772096				0.17	-0.0593	0
	You should do this, @ roysebag Become a crypto ‘Activist Investor’.	maxkeiser	8	0	1527270344	1000070427258097664	https://twitter.com/maxkeiser/status/1000070427258097664			@	0.27	0.0	0
	You are hating on the wrong guy. @ CryptoHustle was defending me using sarcasm.	SatoshiLite	8	0	1527279880	1000110422651944960	https://twitter.com/SatoshiLite/status/1000110422651944960			@	-0.29	-0.4885	0
litecoin 	TBH, those people should do less of depending on others to help them and do more themselves in helping out Litecoin.	SatoshiLite	44	4	1527273336	1000082975227236352	https://twitter.com/SatoshiLite/status/1000082975227236352				0.10	0.6326	0
litecoin 	For people that care whether or not the creator of the coin owns the coin, Litecoin is probably not the right coin for them to own anyways.	SatoshiLite	60	3	1527273233	1000082543570337792	https://twitter.com/SatoshiLite/status/1000082543570337792				0.33	0.4939	0
bitcoin litecoin 	Tradeoffs. One coin can't be best at everything. Bitcoin is most decentralized and secure, which means fees are higher. Litecoin targets a different mix of decentralization, security, speed, and fees.	SatoshiLite	4	0	1527270949	1000072961712275456	https://twitter.com/SatoshiLite/status/1000072961712275456				0.23	0.0533	0
bitcoin 	The good news is that Apple can't 51% attack Bitcoin. There's a silver lining in all of this.	SatoshiLite	34	0	1527220888	999862992207409159	https://twitter.com/SatoshiLite/status/999862992207409159				0.39	0.3328	0
bitcoin 	Bitcoin creates 10 times more mining rewards than Bitcoin Cash. So if Bitcoin dies, all these miners will be fighting for a much smaller pie. 90% of miners will become unprofitable.	SatoshiLite	9	2	1527205286	999797552617697280	https://twitter.com/SatoshiLite/status/999797552617697280				0.16	0.1023	0
	First article about our Declaration of Currency Independence. This will change our landscape irreversably. What we do now will go down in history. # currencyindependence.https://ambcrypto.com/john-mcafee-declares-currency-independence-unaccountable-individuals/amp/?__twitter_impression=true …	officialmcafee	653	207	1527281131	1000115670678474757	https://twitter.com/officialmcafee/status/1000115670678474757		#		0.36	0.0	0
ethereum 	So everyone understands my commitment to The Declaration of Currency Independence: I have paid, and will pay everyone's transaction fees for signing this document on the Ethereum Blockchain. I have pre-paid $30,000 into an escrow account. Please sign.https://currencyindependence.com/read-en.html	officialmcafee	1333	534	1527259710	1000025824928714752	https://twitter.com/officialmcafee/status/1000025824928714752				0.16	0.2047	0
	Please recommend additional languages into which The Declaration Of Currency Independence should be urgently translated. We picked our fourteen translations on a best guess basis. This document needs to signed by crypto proponents of all nations.https://currencyindependence.com/read-en.html	officialmcafee	584	228	1527257463	1000016400604454914	https://twitter.com/officialmcafee/status/1000016400604454914				0.39	0.4076	0
	I nominate @ GemCrypto	officialmcafee	23	0	1527257086	1000014817711751168	https://twitter.com/officialmcafee/status/1000014817711751168			@	0.50	0.0	0
	https://dealbreaker.com/2018/05/justice-department-suspects-criminals-have-infiltrated-otherwise-completely-above-board-cryptocurrency-market/ …	officialmcafee	3	1	1527256185	1000011036966162432	https://twitter.com/officialmcafee/status/1000011036966162432				0.00	0.0	0
	More articles slamming the entire crypto world - some of them asking that the DOJ shut down crypto in its entirety. After our release today of The Declaration of Currency Independece - http://currencyindependence.com  - this will be politically difficult.pic.twitter.com/sW6lqBXbol	officialmcafee	345	98	1527254779	1000005139107844096	https://twitter.com/officialmcafee/status/1000005139107844096				0.26	0.0	0
	Do Governments shut down our exchanges? Do banks restrict our ability to purchase and recover crypto funds? Does the SEC allow you to buy into ICOs? Wake up!!! We are in a war.	officialmcafee	14	4	1527248922	999980573207814144	https://twitter.com/officialmcafee/status/999980573207814144				0.06	-0.0901	0
	For privacy to exist, we must have freedom of choice. We do not have that in cryptocurrency. We have written the founding document of the Crypto movemen: The Declaration Of Currency Independence. Please, read it and sign it on the Blockchain. A first: https://currencyindependence.com	officialmcafee	996	444	1527245658	999966884077457411	https://twitter.com/officialmcafee/status/999966884077457411				0.23	0.191	0
bitcoin 	Please people. You think I adopted Bitcoin Private? They adopted me. Privacy is our issue, not an individual coin. They made images. Graphics. I tweeted them. I am available for adoption. For free. We are all in this war together.	officialmcafee	1437	248	1527205322	999797705227603968	https://twitter.com/officialmcafee/status/999797705227603968				0.35	0.0145	0
	I really hope you're not just asking this question as an indirect way to shill for some other cryptocurrency. Transaction fees are a small problem vs. the complete lack of real-world demand outside speculative trading.	ummjackson	7	0	1527283243	1000124527534268416	https://twitter.com/ummjackson/status/1000124527534268416				0.20	-0.0661	0
	Something tells me the crypto conference organizers aren't hosting 5+ conferences a week out of the kindness of their heart.	ummjackson	0	0	1527277892	1000102083956097024	https://twitter.com/ummjackson/status/1000102083956097024				0.00	0.4588	0
ethereum 	(Yes, I understand they're doing a relay style swap based on Ethereum smart contracts to avoid having custody of funds - but it's still a centralized API doing that)	ummjackson	2	0	1527275566	1000092330060169217	https://twitter.com/ummjackson/status/1000092330060169217				0.07	0.0644	0
	It's rare to find an attendee at these conferences who isn't either fully comped or there on a massively discounted ticket. Hard to attract attendees when there are 5 crypto conferences a week.	ummjackson	8	0	1527275133	1000090511485558784	https://twitter.com/ummjackson/status/1000090511485558784				-0.03	0.1624	0
bitcoin ethereum 	ShapeShift European Tour 2018 https://info.shapeshift.io/sites/default/files/European-Poster-.png … @ ShapeShift_io # rockon # bitcoin # ethereum	ErikVoorhees	36	4	1527278494	1000104608109281280	https://twitter.com/ErikVoorhees/status/1000104608109281280		# # #	@	0.38	0.0	0
bitcoin 	Wallet-as-portal, perhaps finally a way to monetize Bitcoin wallet startups.	TuurDemeester	34	3	1527277413	1000100075270373376	https://twitter.com/TuurDemeester/status/1000100075270373376				0.40	0.0	0
bitcoin 	With # lightningnetwork and # atomicswaps, will Bitcoin wallets become what web portals / search engines were in the 1990s?https://medium.com/@c1c30065b2ef/50f6e85fe923 …	TuurDemeester	150	59	1527277311	1000099645819777024	https://twitter.com/TuurDemeester/status/1000099645819777024		# #	@c1c30065b2ef	0.05	0.0	0
bitcoin 	The gold stash below represents 0.02% of all mined gold, the Bitcoin wallet 1% of all mined BTC. (Gold's market cap is currently 50x that of Bitcoin)https://twitter.com/TuurDemeester/status/999478156577923073 …	TuurDemeester	80	33	1527272104	1000077806833876992	https://twitter.com/TuurDemeester/status/1000077806833876992				0.19	0.0	0
bitcoin 	Generally, Bitcoin core developers are proponents of merging new functionality via backwards compatible soft-forks, over consensus violating hard-forks. Here's an illustration why that is:https://twitter.com/WhalePanda/status/1000036921966555136 …	TuurDemeester	72	28	1527267956	1000060407573184512	https://twitter.com/TuurDemeester/status/1000060407573184512				0.17	-0.2712	0
	Crypto Trader vs IRS, 2017-'18pic.twitter.com/wlnpa4O9m3	TuurDemeester	1694	492	1527264166	1000044512318754818	https://twitter.com/TuurDemeester/status/1000044512318754818				0.00	0.0	0
ethereum 	"""We demonstrated how you can profitably attack a $2 billion cryptocurrency network like # EthereumClassic, with as little as $1.5 million, and how you can ‘bankrupt it’ with $55 million netting +$1B in profit.""https://medium.com/@c1c30065b2ef/8fa0430a7c25 …"	TuurDemeester	819	388	1527202061	999784024208916480	https://twitter.com/TuurDemeester/status/999784024208916480		#	@c1c30065b2ef	-0.06	0.125	0
bitcoin 	New money: Is gold being ousted by Bitcoin? https://www.investmentweek.co.uk/3031582/  via @ investmentweek	mrmainelli	0	0	1527241463	999949290104553473	https://twitter.com/mrmainelli/status/999949290104553473			@	-0.08	0.0	0
	“Your ability to predict Crypto prices is about as good as Uber’s ability to predict arrival times”	cryptomanran	173	40	1527267832	1000059890088448001	https://twitter.com/cryptomanran/status/1000059890088448001				0.24	0.7579	0
bitcoin 	LIVE With My Man, Drew and Wild West # Crypto Show! # Cryptospere2018 two nights, three days June 27-29 Ameristar Resort & Casino - Colorado. Bring family meet top minds in # blockchain, artificial intelligence # AI, venture capital # VC, # Bitcoin, and # ICO! http://cx4co.com/partner/drewt pic.twitter.com/4nm4rM2ePN	NetworksManager	67	20	1527284144	1000128307269128192	https://twitter.com/NetworksManager/status/1000128307269128192		# # # # # # #		0.11	0.159	0
bitcoin 	We are LIVE!With the Wild West Crypto Show! # Cryptospere2018 # CX4 # Bitcoin # GlobalBoosthttps://www.pscp.tv/w/bdhYnDFheVFWblZiUlpRcHJ8MXZPeHdBakxyeXJHQoRz9sYfwEM_4eY8IDilyXDhPtzOK1BsJ9ngykw_rgaU …	NetworksManager	68	15	1527275804	1000093326324908032	https://twitter.com/NetworksManager/status/1000093326324908032		# # # #		0.12	0.0	0
bitcoin 	What, what? @ JoelKatz will be at @ BlockShowcom? I’ll be there too with @ EdgeSecure! This is turning out to be one helluva year! # Blockchain FTW! $ XRP # Bitcoin # cryptohttps://twitter.com/blockshowcom/status/1000010258553581568 …	haydentiff	187	40	1527268808	1000063980944199681	https://twitter.com/haydentiff/status/1000063980944199681		# # #	@ @ @	0.26	0.1026	0
	You can swap your $ BCH for something serious like $ MAX on this brand new, looking cool crypto exchange https://www.boaexchange.com/market/MAX_BCH	stacyherbert	92	32	1527274062	1000086020057116672	https://twitter.com/stacyherbert/status/1000086020057116672				0.19	0.5423	0
	My opinion is that crypto doesn't need more bad actors.	stacyherbert	65	16	1527271764	1000076381412347905	https://twitter.com/stacyherbert/status/1000076381412347905				-0.40	0.4708	0
bitcoin 	One day, we will see similar when treasure hunters find hard drives lost at garbage dump sea with billions worth of # bitcoin aboardhttps://twitter.com/reformedbroker/status/999669556388999168 …	stacyherbert	40	12	1527263073	1000039927088893953	https://twitter.com/stacyherbert/status/1000039927088893953		#		0.21	-0.2732	0
bitcoin 	Woah, if they are paying bitcoin, can you suggest to them that they give us perhaps ten per month! Jajaja.	stacyherbert	0	0	1527252975	999997575544664064	https://twitter.com/stacyherbert/status/999997575544664064				0.15	0.0	0
bitcoin 	Bitcoin's Fate? This Cryptoasset Manager Sees Two Possible Outcomes http://fortune.com/2018/05/25/bitcoin-future-price-invest/ … via @ FortuneMagazine	barrysilbert	68	28	1527276764	1000097350914920448	https://twitter.com/barrysilbert/status/1000097350914920448			@	0.15	0.0	0
	"it feels like there is some confusion between ""the market should commission and direct work"" vs reality ""the market places a value on work"". the market is not a software AI design tool for bleeding edge crypto. most participants have no idea how it works even."	adam3us	2	1	1527267923	1000060270398623745	https://twitter.com/adam3us/status/1000060270398623745				0.22	0.0161	0
bitcoin 	New Bitcoin Documentary Shatters Mainstream Media’s Narrative [VIDEO]https://dollarvigilante.com/blog/2018/05/17/new-bitcoin-documentary-shatters-mainstream-medias-narrative-video.html …	DollarVigilante	50	19	1527226200	999885272308477952	https://twitter.com/DollarVigilante/status/999885272308477952				0.12	0.0	0
bitcoin 	This is a legal big thing for # cryptocurrencies # Bitcoin Price Manipulation Probe Launched By Justice Departmenthttps://www.bloomberg.com/news/articles/2018-05-24/bitcoin-manipulation-is-said-to-be-focus-of-u-s-criminal-probe …	dinisguarda	1	0	1527249521	999983088225669120	https://twitter.com/dinisguarda/status/999983088225669120		# #		0.56	0.4939	0
	# Blockchain # AI # IOT # Crypto Challenges and opportunities for the # Energy # Oil and # Gas Industry by @ dinisguarda # DigitalTransformation https://www.slideshare.net/dinisguarda/blockchain-ai-iot-crypto-challenges-and-opportunities-for-the-energy-oil-and-gas-industry … via @ SlideSharepic.twitter.com/oLiiMP8Vlo	dinisguarda	10	16	1527241097	999947754020405248	https://twitter.com/dinisguarda/status/999947754020405248		# # # # # # # #	@ @	0.47	0.6124	0
bitcoin 	One of world’s blockchain leaders@dinisguarda to speak at # Blockchain & # Bitcoin Conference Finland https://finland.bc.events/article/one-of-world-s-blockchain-leaders-to-speak-at-blockchain-bitcoin-conference-finland-88720?utm_source=FB&utm_medium=AF …	dinisguarda	3	3	1527200756	999778550361272320	https://twitter.com/dinisguarda/status/999778550361272320		# #	@dinisguarda	0.25	0.0	0
bitcoin 	“12 Graphs That Show Just How Early The # Cryptocurrency Market Is” by @ mccannatron # blockchain # bitcoin # crypto # cryptocurrencieshttps://medium.com/@mccannatron/12-graphs-that-show-just-how-early-the-cryptocurrency-market-is-653a4b8b2720 …	dinisguarda	3	4	1527200495	999777457216638976	https://twitter.com/dinisguarda/status/999777457216638976		# # # # #	@ @mccannatron	0.43	0.0	0
bitcoin 	That physics is important because of the resulting secure supply curve, validation, storage, transport, etc. properties, not inherently. Bitcoin & its predecessor design bit gold were designed to improve those properties, and in most ways Bitcoin is a huge improvement over gold.	NickSzabo4	5	2	1527210172	999818046930698240	https://twitter.com/NickSzabo4/status/999818046930698240				0.17	0.432	0
bitcoin 	"The process of ""unveiling itself"", or reducing the uncertainty & increasing the shared knowledge about its nature & utility, that gold undoubtedly underwent in its early decades is just the process Lewis is referring to in Bitcoin. volatility = f(uncertainty, exchange)."	NickSzabo4	13	0	1527207747	999807876322361344	https://twitter.com/NickSzabo4/status/999807876322361344				0.27	0.0	0
	Russia’s Central Bank Will Host an # ICO Pilot on its Regulatory Platform https://www.ccn.com/russias-central-bank-will-host-an-ico-pilot-on-its-regulatory-platform/ … via @ cryptocoinsnews	thomaspower	6	4	1527255848	1000009625658421248	https://twitter.com/thomaspower/status/1000009625658421248		#	@	0.18	0.0	0
	IOTA, United Nations Agency Partner for Blockchain Transparency Push https://www.ccn.com/iota-united-nations-agency-partner-for-blockchain-transparency-push/ … via @ cryptocoinsnews	thomaspower	3	1	1527253069	999997969867984899	https://twitter.com/thomaspower/status/999997969867984899			@	0.00	0.4215	0
ethereum 	Ethereum Startup Omise Gains Megabank Sponsor for Blockchain Coworking Space in Japan https://www.ccn.com/ethereum-startup-omise-gains-megabank-sponsor-for-blockchain-coworking-space/ … via @ cryptocoinsnews	thomaspower	3	3	1527244931	999963836294881280	https://twitter.com/thomaspower/status/999963836294881280			@	0.25	0.34	0
bitcoin 	U.S. Launches Criminal Probe into Bitcoin Price Manipulation https://www.bloomberg.com/news/articles/2018-05-24/bitcoin-manipulation-is-said-to-be-focus-of-u-s-criminal-probe … via @ business @ arjoona on @ refindcom	thomaspower	2	0	1527232355	999911086076772352	https://twitter.com/thomaspower/status/999911086076772352			@ @ @	0.29	-0.6808	0
bitcoin 	I did not predict the end of Bitcoin. It's prudent to sell on bad news. The market, manipulated by Willybot at the time, did not behave the way I predicted -- my price prediction was wrong, but it was prudent. I've been humbled and stayed off of price predictions since.	el33th4xor	8	0	1527276742	1000097259697172487	https://twitter.com/el33th4xor/status/1000097259697172487				0.02	-0.2433	0
	Great Unconfirmed episode with @ _jillruth on how # crypto is replicating Wall Street (in a bad way), why decentralized exchange is a bright spot, and how decentralized credit scoring is key to further development. Check it out!https://itunes.apple.com/us/podcast/jill-carlson-on-how-crypto-is-replicating-wall-street/id1347049808?i=1000412256146&mt=2 …	laurashin	93	18	1527272845	1000080915182350337	https://twitter.com/laurashin/status/1000080915182350337		#	@	0.34	0.2269	0
bitcoin 	# Bitcoin investigation to focus on British traders >US Officials examine manipulation of Cryptocurrency prices @ thetimeshttp://www.thetimes.co.uk/article/950eab36-5f95-11e8-a5a8-017dcfd37dc1 …	BitcoinByte	10	9	1527259482	1000024868623192064	https://twitter.com/BitcoinByte/status/1000024868623192064		#	@	0.12	-0.296	0
	Poland Lifts Crypto Tax In Favor Of Smarter Regulations https://cryptocoin.news/news/altcoin/poland-lifts-crypto-tax-in-favor-of-smarter-regulations-13946/ … via @ TodayCrypto	SimonCocking	0	0	1527252683	999996348534607872	https://twitter.com/SimonCocking/status/999996348534607872			@	0.08	0.6908	0
	BiFrost Coin (FROST) Announces Intention to Trade on Cryptopia! https://bifrostcoinactual.wordpress.com/2018/05/24/bifrost-coin-frost-announces-intention-to-trade-on-cryptopia/ … via @ bifrostcoin	SimonCocking	0	1	1527249367	999982439610142720	https://twitter.com/SimonCocking/status/999982439610142720			@	0.38	0.0	0
	Blockshipping ICO Review: Blockchaining The Registration And Real-Time Tracking Of Shipping Containers https://cryptocoin.news/icos/blockshipping-ico-review-blockchaining-the-registration-and-real-time-tracking-of-shipping-containers-13942/ … via @ TodayCrypto	SimonCocking	54	19	1527248470	999978677545906177	https://twitter.com/SimonCocking/status/999978677545906177			@	0.19	0.0	0
bitcoin 	U.S. Launches Criminal Probe into Bitcoin Price Manipulationhttps://buff.ly/2KPwV65	obussmann	5	2	1527256325	1000011626861522945	https://twitter.com/obussmann/status/1000011626861522945				0.12	-0.6808	0
	Good ICO Analysis: Smart Containers ICO Review - Master The Cryptohttps://buff.ly/2LrvNa2	obussmann	3	2	1527250771	999988328513622016	https://twitter.com/obussmann/status/999988328513622016				0.36	0.6808	0
ethereum 	Bye Bye, GDAX! Coinbase Buys Ethereum Startup As Part Of 'Pro' Rebrandhttps://buff.ly/2ILCIgw	obussmann	5	1	1527247260	999973605697118208	https://twitter.com/obussmann/status/999973605697118208				0.17	0.0	0
	3 Major Problems with Cryptocurrencies - EventHorizon 2018 https://www.youtube.com/watch?v=W0oXLDEhTsw&lc=z23nix25jtf1c1vaa04t1aokg3psqse0iicxvrb1jt3xbk0h00410 … # EventHorizon2018 # JulianHosp # Cryptocurrency	julianhosp	23	8	1527279910	1000110550142083072	https://twitter.com/julianhosp/status/1000110550142083072		# # #		0.20	-0.4019	0
	"# BecomeCryptofitIn15Minutes Make a wish on # Blinkist for my book ""Cryptocurrencies simply explained"" • 188 pages in 15 minutes • all important key points • perfect for the lunch break • just vote on the website (https://goo.gl/cLrLmd ) Thank you! You are a rockstar!pic.twitter.com/OO53CqUJjb"	julianhosp	20	3	1527248834	999980206084509697	https://twitter.com/julianhosp/status/999980206084509697		# #		0.41	0.4374	0
	"# In15MinutenCryptofitWerden Wünsche dir mein Buch ""Kryptowährungen einfach erklärt"" auf # Blinkist • 188 Seiten in 15 Minuten • alle wichtigen Kernpunkte • perfekt für die Mittagspause • einfach auf der Website abstimmen (https://goo.gl/cLrLmd ) Danke! Du bist ein Rockstar!pic.twitter.com/nInVVdzP5g"	julianhosp	11	0	1527248618	999979299024396288	https://twitter.com/julianhosp/status/999979299024396288		# #		0.15	-0.318	0
	Woohoo! Es sind wieder Tickets für die kommenden CryptoNights verfügbar! Sicher dir jetzt schnell eins, bevor alle wieder ausverkauft sind! Köln 04.06 Hamburg 06.06 Mailand 14.06 https://www.eventbrite.de/o/dr-julian-hosp-julian-hosp-coaching-10935520528#live_events … # cryptonight # europe # newlocation	julianhosp	15	2	1527245664	999966911067840513	https://twitter.com/julianhosp/status/999966911067840513		#live_events # # #		0.09	-0.0199	0
ethereum 	https://cointelegraph.com/news/top-ethereum-token-protocols-which-may-replace-erc20/amp?__twitter_impression=true …	billatnapier	0	0	1527264441	1000045664984854528	https://twitter.com/billatnapier/status/1000045664984854528				0.00	0.0	0
bitcoin 	Bitcoin as a Store of Value, Unit of Account, and Medium of Exchange by @ DanielKrawisz (January 12, 2015) https://nakamotoinstitute.org/mempool/bitcoin-as-a-store-of-value-unit-of-account-and-medium-of-exchange/#selection-7.7-17.16 …pic.twitter.com/S4RTc1S8Og	jonmatonis	13	2	1527268311	1000061899034284032	https://twitter.com/jonmatonis/status/1000061899034284032		#selection	@	0.10	0.34	0
bitcoin 	The Original Value of Bitcoins by @ DanielKrawisz (July 2, 2013) https://nakamotoinstitute.org/mempool/the-original-value-of-bitcoins/#selection-7.6-17.23 …	jonmatonis	23	7	1527268189	1000061387979227136	https://twitter.com/jonmatonis/status/1000061387979227136		#selection	@	-0.08	0.5719	0
bitcoin 	Hyperbitcoinization by @ DanielKrawisz (March 29, 2014 ) Government currencies will rapidly lose value as Bitcoin supplants it. What will such an event be like and how can it be understood economically? https://nakamotoinstitute.org/mempool/hyperbitcoinization/ …	jonmatonis	8	4	1527267787	1000059698832400385	https://twitter.com/jonmatonis/status/1000059698832400385			@	0.12	0.0947	0
bitcoin 	Tim Draper singing about bitcoinhttps://www.pscp.tv/w/bdfo0TU2Mjg0NTl8MVBsS1FYRHZEell4RdYGzn2ZLVdmEOoqY5LZJ-7nnocpNGUyAmzDpVWcn2dv …	bitentrepreneur	7	3	1527247185	999973288716595200	https://twitter.com/bitentrepreneur/status/999973288716595200				0.40	0.0	0
bitcoin 	State and Provincial Securities Regulators Conduct Coordinated International Crypto Crackdown: http://www.nasaa.org/45121/state-and-provincial-securities-regulators-conduct-coordinated-international-crypto-crackdown-2/ … # bitcoin # crypto	bitentrepreneur	1	0	1527242789	999954851814608896	https://twitter.com/bitentrepreneur/status/999954851814608896		# #		0.13	0.296	0
bitcoin 	Also, I showed @ TimDraper @ colingplatt's Dire Straits ICO lyrics at the # TNW2018 dinner last night, which naturally inspire anyone to break out in bitcoin song	DianacBiggs	5	2	1527260563	1000029400602116100	https://twitter.com/DianacBiggs/status/1000029400602116100		#	@ @	0.14	0.1779	0
bitcoin 	# WB21 - The first Bank uniting Bitcoin and Banking https://youtu.be/RCsEQ4MSsVk pic.twitter.com/DN24bQCeth	MichaelGastauer	13	243	1527230481	999903228547420160	https://twitter.com/MichaelGastauer/status/999903228547420160		#		0.18	0.0	0
bitcoin ethereum 	Chatting Bitcoin, Ethereum, and why people shouldn't be rushing into the ICO market on CNBChttps://twitter.com/CNBCFastMoney/status/1000124985288134663 …	CremeDeLaCrypto	144	38	1527283879	1000127193479983105	https://twitter.com/CremeDeLaCrypto/status/1000127193479983105				0.13	0.0	0
bitcoin 	Going live on @ CNBCFastMoney with @ MelissaLeeCNBC between 5:10 and 5:30 ET to chat Bitcoin and the long-term thesis!	CremeDeLaCrypto	71	9	1527281236	1000116111533207557	https://twitter.com/CremeDeLaCrypto/status/1000116111533207557			@ @	0.30	0.0	0
	Insightful comments by Chris. General crypto investor wisdom is that the two largest determinants of successful projects is tech and community, yet there's been very little research into the latter.https://twitter.com/cburniske/status/999937093731221505 …	woonomic	33	13	1527242878	999955223278968832	https://twitter.com/woonomic/status/999955223278968832				0.03	0.2673	0
bitcoin 	The link to yesterday's @ bitcoinlive1 webinar was sent last night. If you're not on the list, sign up here to receive the webinar link. https://buff.ly/2rNxXbY pic.twitter.com/cybrTtAxJG	PeterLBrandt	30	2	1527255960	1000010095105802240	https://twitter.com/PeterLBrandt/status/1000010095105802240			@	-0.19	0.0	0
	My recent # crypto # altcoin recommendation to subscribers now +650%. Up 100% since technical analysts told you to sell two days ago. Should be good for another 200% from here when you factor in the # Airdrop coming. What a surprise ... Thurs news not in their Wednesday # chart lol?pic.twitter.com/ciw0jPqmrz	RonnieMoas	97	25	1527245610	999966683883335680	https://twitter.com/RonnieMoas/status/999966683883335680		# # # #		0.17	0.1784	0
	This # Masterpiece by # Motorhead sounds like an # Airdrop going out to my subscribers next week : ) ... https://www.youtube.com/watch?v=Z89Y3oKhz-k … # RIP # Lemmy PS who is the (one) idiot who gave this video a thumbs down? Identify yourself lol # rockandroll # crypto	RonnieMoas	20	4	1527217030	999846811388010506	https://twitter.com/RonnieMoas/status/999846811388010506		# # # # # # #		0.35	0.4661	0
	I am shocked that Charlie would even consider taking profit on a +10,000% gain!?! I mean, if it weren't for his actions, $ LTC would have been the ONE and ONLY single coin that survived the -70% train wreck in crypto. My entire future and well-being depended on him! @ SatoshiLitepic.twitter.com/mwZ17HlCdm	CryptoHustle	428	37	1527272074	1000077679817785346	https://twitter.com/CryptoHustle/status/1000077679817785346			@	0.08	0.1955	0
