currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
ethereum 	Wow, @ etherscan has a lot of really cool new tools lately: * DEX tracker: https://etherscan.io/dextracker  * DEX order books: https://etherscan.io/orderbooks  * Gas tracker: https://etherscan.io/gastracker  * Swarm search: https://etherscan.io/swarm  Glad to see ethereum growing such a robust DEX ecosystem!	VitalikButerin	3280	1041	1526768484	997965470362812416	https://twitter.com/VitalikButerin/status/997965470362812416			@	0.31	0.915	0
	. @ jaxx_io is a fast growing star in crypto run by an outstanding CEO & team. The yacht party and car giveaway in NYC was a very successful promotion - not unlike @ Oprah giving away dozens of cars to her audience. If you don’t like it, # GetALife.https://nypost.com/2018/05/17/inside-the-extravagant-money-and-parties-that-define-cryptocurrency-craze/ …	maxkeiser	43	9	1526828546	998217391204167681	https://twitter.com/maxkeiser/status/998217391204167681		#	@ @	0.44	0.3497	0
	The # MaxCoin team refers to it as ‘quantum resistant’ (not quantum proof) https://www.maxcoinproject.org/  Thanks for taking time to add some thoughts on this. The MaxCoin team is a hard working, good bunch of crypto fanatics.	maxkeiser	23	11	1526770999	997976022539816960	https://twitter.com/maxkeiser/status/997976022539816960		#		0.28	0.4008	0
bitcoin 	# MaxCoin’s Sha3 is quantum computer resistant. Will we see a huge move out of Sha2 coins like # Bitcoin into MaxCoin? Join the Telegram group and find out more https://t.me/maxcoinproject  https://it.slashdot.org/story/18/05/19/200225/ibm-warns-quantum-computing-will-break-encryption …	maxkeiser	86	44	1526767326	997960616881999872	https://twitter.com/maxkeiser/status/997960616881999872		# #		0.25	0.294	0
bitcoin 	A Bitcoin maximalist that created a shitcoin.	SatoshiLite	72	2	1526842948	998277795854733312	https://twitter.com/SatoshiLite/status/998277795854733312				0.00	0.25	0
	Fought for UASF and dispelled FUD on Twitter. It takes all of us to stand up and make cryptocurrency antifragile.	SatoshiLite	31	2	1526840409	998267145849991169	https://twitter.com/SatoshiLite/status/998267145849991169				0.15	-0.3145	0
bitcoin 	Oh yeah, and let's not forget the 250BTC bet I had with Roger against Segwit2x. I've done more for Bitcoin than most people. So quite tired of getting attacked by Bitcoin maximalists. You and others have done a lot also, but we are in the same boat.	SatoshiLite	86	3	1526840194	998266245622284288	https://twitter.com/SatoshiLite/status/998266245622284288				0.09	-0.0805	0
bitcoin 	I think I've had enough of this conversation. I've put $1MM on the line of my own personal money for the sole purpose of helping Bitcoin activate SegWit. I don't need to take shit from people about it.	SatoshiLite	105	10	1526839884	998264944347889664	https://twitter.com/SatoshiLite/status/998264944347889664				-0.08	-0.0871	0
bitcoin 	If one miner/pool didn't, another would have. And there was no guarantee that Bitcoin would get SegWit. Game theory would make it such that some miner/pool would steal the $1MM if they could.	SatoshiLite	3	0	1526838229	998258005664649216	https://twitter.com/SatoshiLite/status/998258005664649216				-0.15	-0.1818	0
bitcoin litecoin 	Which ones? Tell me one that had a high enough marketcap with enough liquidity that could handle $1MM. Litecoin also had the closest mining ecosystem to Bitcoin.	SatoshiLite	24	0	1526838080	998257377777401856	https://twitter.com/SatoshiLite/status/998257377777401856				-0.11	0.0	0
bitcoin litecoin 	I can't say for others, but I created Litecoin not to get rich quick. I would just be as well off today had I not created Litecoin. I created more for fun and because I think Litecoin can complement Bitcoin. And also found out later that Litecoin can help Bitcoin out with SegWit.	SatoshiLite	26	5	1526837965	998256897030479872	https://twitter.com/SatoshiLite/status/998256897030479872				0.04	0.2091	0
litecoin 	Did you forget the anyone-can-spend FUD? If there was a way for miners to steal from SegWit, they wouldn't reveal it on testnet. But having $1MM sitting there on Litecoin SegWit address for months shows that miners can't just steal that money.	SatoshiLite	48	0	1526837470	998254821894340608	https://twitter.com/SatoshiLite/status/998254821894340608				-0.14	-0.179	0
litecoin 	And Litecoin is comparable. Less censorship-resistance for less cost. Comparable to less reliable for more efficient packets and faster communication.	SatoshiLite	4	1	1526837334	998254250168733696	https://twitter.com/SatoshiLite/status/998254250168733696				0.10	0.1585	0
bitcoin litecoin 	I would also argue that Litecoin and others improve the censorship-resistance of cryptocurrency in general. If there was only Bitcoin, it becomes very easy for governments to take it down. But knowing that there will be others to take over makes cryptocurrency antifragile.	SatoshiLite	91	10	1526837032	998252982352265216	https://twitter.com/SatoshiLite/status/998252982352265216				0.16	0.2069	0
bitcoin litecoin 	I would argue that Litecoin helped Bitcoin get SegWit faster by dispelling the SegWit FUD. It has not slowed down the adoption of Bitcoin.	SatoshiLite	56	6	1526836332	998250046607912960	https://twitter.com/SatoshiLite/status/998250046607912960				0.00	-0.3204	0
bitcoin litecoin 	I've always said that Litecoin complements Bitcoin and doesn't replace it.	SatoshiLite	13	1	1526795508	998078816969940992	https://twitter.com/SatoshiLite/status/998078816969940992				-0.09	0.0	0
litecoin 	It's hard for people who's not in my shoes to understand. Given that I created Litecoin, my skin in the game is more about pride, respect, and accomplishment than financial. It's something money can't buy, so it's much more than just having money in the game.	SatoshiLite	65	5	1526787950	998047119083618305	https://twitter.com/SatoshiLite/status/998047119083618305				0.00	0.2301	0
litecoin 	No, altcoins aren't pointless and I didn't create Litecoin to make money.	SatoshiLite	16	1	1526774344	997990049751879682	https://twitter.com/SatoshiLite/status/997990049751879682				-0.42	-0.4614	0
bitcoin 	To take a page from Roger's book, I was a millionaire before Bitcoin. And I've held much more in BTC than LTC and have been public about that since the beginning.	SatoshiLite	98	0	1526771473	997978007875670016	https://twitter.com/SatoshiLite/status/997978007875670016				-0.06	0.0	0
bitcoin litecoin 	Some people think Litecoin played a huge role. Some think it was a small thing that helped a bit. To say that Litecoin played no role and that testnet was enough means that you don't understand UASF and game theory. Hard to believe that for someone who wrote a book on Bitcoin.	SatoshiLite	127	6	1526768377	997965022604148736	https://twitter.com/SatoshiLite/status/997965022604148736				-0.06	0.1302	0
litecoin 	You're wrong. Testnet coins don't have value, so there weren't incentives to attack it. When Litecoin had SegWit with $1MM bounty on a SegWit address with no one able to steal those anyone-can-spend coins, that showed that it was all FUD. Sad that you didn't see that.	SatoshiLite	109	4	1526767435	997961072056283136	https://twitter.com/SatoshiLite/status/997961072056283136				-0.06	-0.4842	0
bitcoin 	I've created new social media accounts on two non-censorable platforms built using Bitcoin Cash. ( @ memobch & @ BlockPressApp) See you there! https://www.blockpress.com/qqf0fusxfnvp4gnd9xelnuudyqhgdf4tkqzvzxmj0a …https://memo.cash/profile/1HLULEeaeygPEXurq6zwFq2DSXNSKUayUa …	rogerkver	472	138	1526829626	998221922105147398	https://twitter.com/rogerkver/status/998221922105147398			@ @	0.17	0.0833	0
bitcoin 	Seven of my most popular # Bitcoin talks now have Chinese subtitles! # 货币互联网https://www.youtube.com/playlist?list=PLPQwGV1aLnTtlyKS1D6CoRYK3KO1dtS6L …	aantonop	802	160	1526819115	998177833259360256	https://twitter.com/aantonop/status/998177833259360256		# #		0.14	0.2622	0
