currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
bitcoin ethereum 	"https://metro.co.uk/2018/06/15/nsa-helped-invent-bitcoin-founder-worlds-second-largest-cryptocurrency-ethereum-claims-7631719/ … More crazy misrepresentations in this article. * ""I wouldn't be surprised"" = ""10-50% chance"", not ""claims it's true"" * That bitcointalk post was from 2011. My opinions have obviously changed a lot since then."	VitalikButerin	1097	303	1529131105	1007875023162363905	https://twitter.com/VitalikButerin/status/1007875023162363905				0.09	-0.2863	0
	An extremely helpful way of thinking about cryptoassets, courtesy of @ alextapscott and available in the updated version of # Blockchain Revolution.https://www.cryptoglobe.com/latest/2018/05/alex-tapscotts-taxonomy-of-cryptoassets-from-consensus-2018/ …	dtapscott	22	11	1529172626	1008049176482021377	https://twitter.com/dtapscott/status/1008049176482021377		#	@	0.36	0.3401	0
bitcoin 	# Bitcoin socialists look at the price. Bitcoin capitalists look at the hashrate. The socialists fear not ‘getting theirs.’ The capitalists fear not building the best possible technology.pic.twitter.com/yQsVTZCK0d	maxkeiser	66	14	1529156837	1007982950896586752	https://twitter.com/maxkeiser/status/1007982950896586752		#		0.36	-0.2893	0
bitcoin 	# Bitcoin skyrockets in Argentina. In 2018, All fiat will experience hyperinflationary collapse against Bitcoinhttps://www.bloomberg.com/news/articles/2018-06-15/dramatic-rebound-for-argentine-peso-as-caputo-takes-over-bank …	maxkeiser	338	143	1529141255	1007917594135887872	https://twitter.com/maxkeiser/status/1007917594135887872		#		0.27	-0.247	0
	I’ve been here for 5 years. I’ll still be here in 5 years time. The future is bright for crypto, even if the present is not...https://twitter.com/cryptoshillnye/status/1007993966384459776 …	VinnyLingham	568	108	1529168721	1008032797271838720	https://twitter.com/VinnyLingham/status/1008032797271838720				0.15	0.1468	0
litecoin 	Neither have I left Litecoin. Super confused he is.	SatoshiLite	90	3	1529173830	1008054222888189953	https://twitter.com/SatoshiLite/status/1008054222888189953				0.00	0.1909	0
	Happy to do that if the venue price scales with the crypto market.	SatoshiLite	12	0	1529173584	1008053191794016257	https://twitter.com/SatoshiLite/status/1008053191794016257				0.92	0.5719	0
litecoin 	Tickets are $490 for both days or just $49 for day 2. If you’re flying into San Francisco, check out our Exclusive Flight Partner http://CheapAir.com  ( @ CheapAir) Make sure to use the discount code: LITECOINSUMMIT and # PayWithLitecoin!	SatoshiLite	393	97	1529173166	1008051439057317889	https://twitter.com/SatoshiLite/status/1008051439057317889		#	@	0.18	0.2377	0
litecoin 	I'm excited for the first ever Litecoin Summit! We have an amazing list of speakers including @ starkness, @ dieguito, @ billbarhydt, @ eiaine, @ BigEtheword, @ TravelbyBit, and many more. Of course @ MLPFrank, @ TheRealXinxi, and I will also be there. Get your tickets! # PayWithLitecoinhttps://twitter.com/LTCFoundation/status/1008028337057468416 …	SatoshiLite	1242	349	1529172881	1008050244460789760	https://twitter.com/SatoshiLite/status/1008050244460789760		#	@ @ @ @ @ @ @ @	0.48	0.1972	0
	The mathematical perfection of Crypto;pic.twitter.com/tamhrfzXVc	officialmcafee	1758	335	1529180572	1008082500856504320	https://twitter.com/officialmcafee/status/1008082500856504320				0.60	0.5719	0
bitcoin 	One of the diamonds our movement has produced:https://bitcoinexchangeguide.com/john-mcafee-speaks-in-favour-of-docademic-mtc-again-says-its-a-diamond-amongst-trash/# …	officialmcafee	532	159	1529155752	1007978398814261253	https://twitter.com/officialmcafee/status/1007978398814261253		#		0.25	0.0	0
	The Good Fight:https://cryptovest.com/news/mcafee-continues-to-fight-the-good-fight/ …	officialmcafee	200	51	1529155436	1007977073548431364	https://twitter.com/officialmcafee/status/1007977073548431364				1.00	0.0772	0
bitcoin 	If you are opposed to Bitcoin being used as cash, then you are opposed to Bitcoin. https://www.youtube.com/watch?v=YvYFDHTsDQQ …pic.twitter.com/0iCk1YN7Pf	rogerkver	694	210	1529170759	1008041343300526080	https://twitter.com/rogerkver/status/1008041343300526080				0.00	0.0	0
