currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	Please consider @ KeiserReport as a media partner for this event. Thanks!https://twitter.com/magicalcrypto/status/997171584799576065 …	maxkeiser	73	15	1526580480	997176924123385856	https://twitter.com/maxkeiser/status/997176924123385856			@	0.33	0.2703	0
bitcoin 	Great summary of everything that @ civickey got up to this week at # Consensus2018!https://bitcoinmagazine.com/articles/civic-demos-proof-concept-beer-vending-machines-launches-id-codes/ …	VinnyLingham	231	56	1526588268	997209592802238465	https://twitter.com/VinnyLingham/status/997209592802238465		#	@	0.60	0.3294	0
	Excited to be an investor and advisor to @ monicapuchner and the @ HiloCrypto team. And now, with ID Codes, you won’t ever need me to prove it by tweeting it https://twitter.com/coindesk/status/997112200304226309 …	VinnyLingham	67	20	1526569056	997129008696496129	https://twitter.com/VinnyLingham/status/997129008696496129			@ @	0.12	0.17	0
litecoin 	Yeah, they should accept Litecoin	SatoshiLite	12	3	1526580546	997177201047949312	https://twitter.com/SatoshiLite/status/997177201047949312				0.40	0.5859	0
litecoin 	http://Sportsbook.com  is now accepting Litecoin* deposits! # PayWithLitecoin * And 2 other altcoins pic.twitter.com/yRMKgbUsUz	SatoshiLite	2643	692	1526538198	996999582369300480	https://twitter.com/SatoshiLite/status/996999582369300480		#		0.29	0.2195	0
	The crypto world gives people near infinite options and allow them to choose? Isn't it strange if you want them to use BTC, someone else wants them to use Doge and someone else insists on TRON? And you all insist they must use what is already here and please create nothing else?	officialmcafee	19	4	1526589559	997215006251995137	https://twitter.com/officialmcafee/status/997215006251995137				0.19	0.3258	0
	First random Tweet Today: The final offer in today's first tweet opens new opportunities. Team McAfee's suggestion is to ask Cryptopedians to file a sexual assault claim against Jamie Dimon, on behalf of the entire crypto community. Jamie did, in fact. Try to fuck us all.pic.twitter.com/v6lAmqDiq0	officialmcafee	310	44	1526581859	997182711138791424	https://twitter.com/officialmcafee/status/997182711138791424				0.11	-0.1866	0
	.Coupit.io celebrates their first week presale by hosting the biggest crypto launch party to date. Team McAfee is sending representative Chris Huffman to Beverly Hills to check it out...business of course. @ coupitcoin @ andrewofficialhpic.twitter.com/wP2HzoyXTP	officialmcafee	111	29	1526564600	997110321692200960	https://twitter.com/officialmcafee/status/997110321692200960			@ @	0.23	0.2502	0
	"First random free tweet: ""Buy this t-shirt, or I will kill a puppy!"" From Turbo Cryptohttps://turbocrypto.io/products/mcafee-t-shirt …"	officialmcafee	265	44	1526508964	996876967948546048	https://twitter.com/officialmcafee/status/996876967948546048				0.25	-0.2001	0
bitcoin 	Those platforms all offer a tangible service that is being used by millions of real world users, unlike Bitcoin. Furthermore, they have since become more energy efficient through centralization. Decentralized PoW can't do that.	ummjackson	0	0	1526594309	997234930756157440	https://twitter.com/ummjackson/status/997234930756157440				0.18	0.2225	0
bitcoin 	*This doesn't imply I hate Bitcoin or Proof of Work coins, by the way - it's just important the industry reflects on itself and is critical of how many ice caps are worth melting for digital kittens. Don't bury your head in the sand simply because you hold some cryptocurrency.	ummjackson	33	3	1526594059	997233879193866241	https://twitter.com/ummjackson/status/997233879193866241				0.18	0.2632	0
bitcoin 	Bitcoin mining is literally a few large companies competing over who can spend the most $$$ burning electricity. All PoW-based consensus with profit potential leads to this eventuality. Anyone telling you otherwise is selling snake oil.pic.twitter.com/w8UgurOqJy	ummjackson	55	10	1526593512	997231588181078016	https://twitter.com/ummjackson/status/997231588181078016				0.33	0.1468	0
ethereum 	This doesn't even factor in mining of other PoW currencies such as Ethereum, Zcash etc. The energy consumption numbers are even higher. Yes, I know we waste electricity on all sorts of other pointless things too... but why contribute to *more* waste?https://twitter.com/el33th4xor/status/997185825078202375 …	ummjackson	22	7	1526592524	997227443785158657	https://twitter.com/ummjackson/status/997227443785158657				-0.12	-0.0764	0
bitcoin 	Cost to mine Bitcoin is about $4.5B, which is comparable to the cost of running one top 10 bank or payment processor.	TuurDemeester	4	1	1526584032	997191824048521218	https://twitter.com/TuurDemeester/status/997191824048521218				0.05	0.2023	0
