currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	. @ patrickdehahn @ aantonop @ tevfik_uyar Another Bitcoin use case.	maxkeiser	21	7	1468616942	754060226781937664	https://twitter.com/maxkeiser/status/754060226781937664			@ @ @	1	0	0	0.9977325073349117	1.0
bitcoin 	d10e fast approaching. http://bitcoinist.net/d10e-john-mcafee-fast-approaching …,	officialmcafee	43	13	1468595606	753970737682190336	https://twitter.com/officialmcafee/status/753970737682190336				1	0	0	0.9977325073349117	1.0
bitcoin 	Je serais à Paris le 11 octobre lors d'une conférence Bitcoin à l'école d'ingénieur de l'ECE.	aantonop	24	18	1468610709	754034083601092616	https://twitter.com/aantonop/status/754034083601092616				1	0	0	0.9977325073349117	1.0
bitcoin 	On September 7th, I will be doing the 4th bitcoin episode on @ joerogan # JRE LIVE YYYYYES!pic.twitter.com/4LpBWNX87u	aantonop	85	32	1468597419	753978339547721728	https://twitter.com/aantonop/status/753978339547721728		#	@	1	0	0	0.9977325073349117	1.0
bitcoin 	Not yet, but this is clearly good for bitcoin. When someone makes it, it will also be good for bitcoin	aantonop	1	1	1468559228	753818158570418176	https://twitter.com/aantonop/status/753818158570418176				1	0.63	1	0.9977325073349117	1.0
bitcoin 	Joe Rogan Experience - The 4th Bitcoin Episode. September 7th LIVE. YYYYYYYYYYYES!pic.twitter.com/X37l83mtVC	aantonop	150	71	1468540105	753737948193882115	https://twitter.com/aantonop/status/753737948193882115				1	0	0	0.9977325073349117	1.0
bitcoin 	After one week of trying out # telegram to keeping up with # bitcoin/altcoins. Not sure if I'm doing this right...pic.twitter.com/UIVQLC83Oh	TuurDemeester	8	3	1468618679	754067512208330752	https://twitter.com/TuurDemeester/status/754067512208330752		# #		1	0.16	1	0.9977325073349117	1.0
bitcoin 	@ AppSapp not yet, I'll keep an eye on the localbitcoins stats	TuurDemeester	3	0	1468617374	754062036703776769	https://twitter.com/TuurDemeester/status/754062036703776769			@	1	0	0	0.9977325073349117	1.0
ethereum 	# Ethereum hard fork: $ ETH holders are incentivized to withdraw pre-fork coins from exchanges, could lower liquidity.http://ow.ly/AeuP302hWic	TuurDemeester	9	7	1468602523	753999747325759488	https://twitter.com/TuurDemeester/status/753999747325759488		#		1	0.38	-1	0.9977325073349117	1.0
bitcoin 	"Squeeze page: ""How to Cash In on The Next Bitcoin — Already it’s gone up 1,000% this year. That’s only the start..."" http://ow.ly/O1JI302hIyy"	TuurDemeester	3	1	1468596713	753975379338158080	https://twitter.com/TuurDemeester/status/753975379338158080				1	0	0	0.9977325073349117	1.0
bitcoin ethereum 	"Palm Beach research pumps # Ethereum as ""The Next Bitcoin"" and promotes it to baby boomers: http://ow.ly/Te8U302hHCa pic.twitter.com/Tw3K1gGdtF"	TuurDemeester	7	6	1468596407	753974098120900614	https://twitter.com/TuurDemeester/status/753974098120900614		#		1	0.34	1	0.9977325073349117	1.0
ethereum 	here's the squeeze page that proceeds the sales pitch: http://pros.palmbeachgroup.com/1605PBLEthereum/MPBLS704/?h=true …	TuurDemeester	0	0	1468560032	753821530958671874	https://twitter.com/TuurDemeester/status/753821530958671874				1	0	0	0.9977325073349117	1.0
ethereum 	"The "" # ethereum = oil"" narrative makes zero sense to me. For one it consumes energy ($250k to process 1 gb) rather than being a source of it."	TuurDemeester	7	4	1468534411	753714064996655104	https://twitter.com/TuurDemeester/status/753714064996655104		#		1	0.14	1	0.9903132627456068	1.0
bitcoin 	@ UKHouseofLords examining 'Britcoin' - http://www.ibtimes.co.uk/house-lords-ask-bank-england-it-time-britcoin-1570886 … @ IBTimes @ leashless @ BitcoinByte @ LongFinance @ ZYenLF @ World_Traders	mrmainelli	1	7	1468596722	753975418047361025	https://twitter.com/mrmainelli/status/753975418047361025			@ @ @ @ @ @ @	-1	0	0	0.9977325073349117	1.0
bitcoin 	Bitcoin seems to be kicking ass... @ glarange72 @ bizbluetree http://bravenewcoin.com/news/bitcoin-outperforms-all-other-asset-classes-in-the-first-half-of-2016/ …pic.twitter.com/VnAclzwuDt	haydentiff	8	8	1468596248	753973429968175104	https://twitter.com/haydentiff/status/753973429968175104			@ @	1	0	0	0.9977325073349117	1.0
bitcoin 	Two things I'm monitoring to see how serious is the attempted coup in Turkey: Twitter and the price of bitcoin	barrysilbert	70	21	1468614377	754049470036381700	https://twitter.com/barrysilbert/status/754049470036381700				1	0.08	-1	0.9977325073349117	1.0
bitcoin 	# TDV # Quotes # Bitcoin http://buff.ly/1TFC7sO pic.twitter.com/tUwlIVXcwB	DollarVigilante	9	0	1468612781	754042775746871296	https://twitter.com/DollarVigilante/status/754042775746871296		# # #		1	0	0	0.9977325073349117	1.0
bitcoin 	What is the purpose of # Bitcoin ? Subscribe--> http://buff.ly/1TFC7sO pic.twitter.com/NFqZQPqOnc	DollarVigilante	9	3	1468596334	753973789835325440	https://twitter.com/DollarVigilante/status/753973789835325440		#		1	0	0	0.9977325073349117	1.0
