currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
litecoin 	I am advising DMG. DMG will start to support Litecoin mining with mining as a service. They are also working on LN.	SatoshiLite	33	10	1524850191	989919567831908352	https://twitter.com/SatoshiLite/status/989919567831908352				-1	0.13	1	0.9559788053823236	1.0
bitcoin 	It's laughable. Things that make Bitcoin Bitcoin: Everyone (except for bcash fans) call it Bitcoin	SatoshiLite	2	0	1524850104	989919201199452160	https://twitter.com/SatoshiLite/status/989919201199452160				1	0.03	1	0.9559788053823236	1.0
litecoin 	What indicators? If it was so obvious, then why didn't everyone sell? People were euphoric when Litecoin hit $100. Does that mean it was the top?	SatoshiLite	3	0	1524848594	989912868291203072	https://twitter.com/SatoshiLite/status/989912868291203072				-1	0.21	1	0.9559788053823236	1.0
litecoin 	Unfortunately, you made a mistake. You sent 1 LTC to the explorer donation address. My address is the genesis address: Ler4HNAEfwYhBmGXcFP2Po1NpRUEiK8km2 Sorry for not being clear! No worries. Thanks for donating to the explorer. That helps Litecoin just as much.	SatoshiLite	7	1	1524817219	989781271889956865	https://twitter.com/SatoshiLite/status/989781271889956865				1	0.13	-1	0.9559788053823236	1.0
litecoin 	Of course, the Litecoin road which is 4 lanes and supports SegWit race cars.	SatoshiLite	10	1	1524813828	989767049894215680	https://twitter.com/SatoshiLite/status/989767049894215680				1	0.36	1	0.9559788053823236	1.0
litecoin 	Genesis address: http://explorer.litecoin.net/block/12a765e31ffd4059bada1e25190f6e98c99d9714d334efa41a195a7e7e04bfe2 …	SatoshiLite	8	0	1524813564	989765944791592960	https://twitter.com/SatoshiLite/status/989765944791592960				1	0	0	0.9559788053823236	1.0
bitcoin litecoin 	Mostly about Bitcoin mining and regulation. I don't remember if I talked about Litecoin at all.	SatoshiLite	14	1	1524813482	989765599826886656	https://twitter.com/SatoshiLite/status/989765599826886656				1	0	0	0.9559788053823236	1.0
bitcoin 	This site is awesome! I'm actually not sure if the creator is a Bcash fan or a secret Bitcoin supporter. And I love that ads are placed as billboards on the highway.https://twitter.com/MediumSqueeze/status/989490062487408640 …	SatoshiLite	935	211	1524813074	989763887263186944	https://twitter.com/SatoshiLite/status/989763887263186944				1	0.41	1	0.9559788053823236	1.0
bitcoin 	Bitcoin Pirate's hint #1https://twitter.com/Bitcoin_Pirate/status/989930853017976832 …	officialmcafee	469	133	1524853502	989933453545263105	https://twitter.com/officialmcafee/status/989933453545263105		#1https		1	0	0	0.9559788053823236	1.0
bitcoin 	Crypto Market could reach 40 trillion:https://cryptoslate.com/pantera-ceo-thinks-crypto-market-could-reach-40-trillion-calls-bitcoin-screaming-buy/ …	officialmcafee	2742	1129	1524845907	989901598804541440	https://twitter.com/officialmcafee/status/989901598804541440				1	0.03	1	0.9559788053823236	1.0
bitcoin 	Being the chain originating from the genesis block with the highest accumulated proof of work is only one of the metrics that makes Bitcoin Bitcoin. Edit and decide for yourself which has more Bitcoin-ness: https://docs.google.com/spreadsheets/d/1sOFp6EVLX8CXiTiacZMhSu36cTGtmYh5BDTpAhUnB2Q/edit?usp=sharing …pic.twitter.com/FnZGye39cF	rogerkver	796	243	1524836393	989861695215484928	https://twitter.com/rogerkver/status/989861695215484928				1	0.22	-1	0.9559788053823236	1.0
bitcoin 	“In what rational universe could someone simply issue electronic scrip—or just announce that they intend to—and create, out of the blue, billions of dollars of value?” @billharris_pc Bill you know this is what the Federal Reserve does, right? https://www.recode.net/2018/4/24/17275202/bitcoin-scam-cryptocurrency-mining-pump-dump-fraud-ico-value?utm_campaign=www.recode.net&utm_content=entry&utm_medium=social&utm_source=twitter … # bitcoin	ErikVoorhees	1313	353	1524859865	989960142757117952	https://twitter.com/ErikVoorhees/status/989960142757117952		#	@billharris_pc	1	0.18	1	0.9559788053823236	1.0
bitcoin 	"I don't hate BCH at all. I'm fine with one or many chains existing as long as they aren't portrayed inaccurately. I don't think it's legitimate to call BCH ""Bitcoin"" and to use my statements out of context to imply support."	ErikVoorhees	295	16	1524851264	989924068668272640	https://twitter.com/ErikVoorhees/status/989924068668272640				0	0.35	1	0.9559788053823236	1.0
ripple 	The Segwit part of SegWit2x happened, but the 2x part did not. Regardless, I supported it. Roger did not support SegWit2x, and was fully on board with BCH since its inception. And ShapeShift offers lots of coins for sale, that doesn't mean I personally endorse them (...Ripple)	ErikVoorhees	228	13	1524791508	989673434266222592	https://twitter.com/ErikVoorhees/status/989673434266222592				1	0.06	-1	0.9559788053823236	1.0
bitcoin 	Roger - please stop referencing me to back up your opinion that Bitcoin Cash is Bitcoin. It isn't. Bitcoin is the chain originating from the genesis block with the highest accumulated proof of work. The Bitcoin Cash fork failed to gain majority, thus it is not Bitcoin.	ErikVoorhees	5651	1742	1524787700	989657463858253824	https://twitter.com/ErikVoorhees/status/989657463858253824				1	0.10	-1	0.9559788053823236	1.0
bitcoin 	Looks like a group is launching a class action lawsuit against http://Bitcoin.com , with the allegation of fraud: http://bitcoincomlawsuit.info	TuurDemeester	663	196	1524848101	989910803586396160	https://twitter.com/TuurDemeester/status/989910803586396160				1	0.49	-1	0.9559788053823236	1.0
bitcoin 	Nice initiative! Imo room for improvement: imo multiple clients are not necessarily a sign of centralization, and the node count on Bitcoin seems off. https://luke.dashjr.org/programs/bitcoin/files/charts/software.html …pic.twitter.com/L3YqX4mXOs	TuurDemeester	3	2	1524834689	989854550034145280	https://twitter.com/TuurDemeester/status/989854550034145280				1	0.31	1	0.9559788053823236	1.0
