currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	False. Bitcoin cannot run solely on SPV clients because SPV clients can't mine (effectively), and there's still a bottleneck that the block creating entity has to process a load equal to the entire load of the network during that time. Sharding has none of these issues.	VitalikButerin	6	1	1527285304	1000133170656772096	https://twitter.com/VitalikButerin/status/1000133170656772096				-1	0.06	-1	0.984128438608032	-1.0
litecoin 	TBH, those people should do less of depending on others to help them and do more themselves in helping out Litecoin.	SatoshiLite	44	4	1527273336	1000082975227236352	https://twitter.com/SatoshiLite/status/1000082975227236352				0	0.63	1	0.984128438608032	-1.0
litecoin 	For people that care whether or not the creator of the coin owns the coin, Litecoin is probably not the right coin for them to own anyways.	SatoshiLite	60	3	1527273233	1000082543570337792	https://twitter.com/SatoshiLite/status/1000082543570337792				0	0.49	1	0.984128438608032	-1.0
bitcoin litecoin 	Tradeoffs. One coin can't be best at everything. Bitcoin is most decentralized and secure, which means fees are higher. Litecoin targets a different mix of decentralization, security, speed, and fees.	SatoshiLite	4	0	1527270949	1000072961712275456	https://twitter.com/SatoshiLite/status/1000072961712275456				1	0.05	1	0.984128438608032	-1.0
bitcoin 	The good news is that Apple can't 51% attack Bitcoin. There's a silver lining in all of this.	SatoshiLite	34	0	1527220888	999862992207409159	https://twitter.com/SatoshiLite/status/999862992207409159				1	0.33	1	0.984128438608032	-1.0
bitcoin 	Bitcoin creates 10 times more mining rewards than Bitcoin Cash. So if Bitcoin dies, all these miners will be fighting for a much smaller pie. 90% of miners will become unprofitable.	SatoshiLite	9	2	1527205286	999797552617697280	https://twitter.com/SatoshiLite/status/999797552617697280				1	0.10	1	0.984128438608032	-1.0
ethereum 	So everyone understands my commitment to The Declaration of Currency Independence: I have paid, and will pay everyone's transaction fees for signing this document on the Ethereum Blockchain. I have pre-paid $30,000 into an escrow account. Please sign.https://currencyindependence.com/read-en.html	officialmcafee	1333	534	1527259710	1000025824928714752	https://twitter.com/officialmcafee/status/1000025824928714752				1	0.20	1	0.984128438608032	-1.0
bitcoin 	Please people. You think I adopted Bitcoin Private? They adopted me. Privacy is our issue, not an individual coin. They made images. Graphics. I tweeted them. I am available for adoption. For free. We are all in this war together.	officialmcafee	1437	248	1527205322	999797705227603968	https://twitter.com/officialmcafee/status/999797705227603968				1	0.01	1	0.984128438608032	-1.0
ethereum 	(Yes, I understand they're doing a relay style swap based on Ethereum smart contracts to avoid having custody of funds - but it's still a centralized API doing that)	ummjackson	2	0	1527275566	1000092330060169217	https://twitter.com/ummjackson/status/1000092330060169217				-1	0.06	1	0.984128438608032	-1.0
bitcoin ethereum 	ShapeShift European Tour 2018 https://info.shapeshift.io/sites/default/files/European-Poster-.png … @ ShapeShift_io # rockon # bitcoin # ethereum	ErikVoorhees	36	4	1527278494	1000104608109281280	https://twitter.com/ErikVoorhees/status/1000104608109281280		# # #	@	1	0	0	0.984128438608032	-1.0
