currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	Did you read my blog post (Tale of Two Bitcoin)?	VinnyLingham	1	0	1529252134	1008382654163574786	https://twitter.com/VinnyLingham/status/1008382654163574786				1	0	0	0.98061407	-1.0
bitcoin 	That’s why I’m super bullish on @ AugmentorsGame - the first ever deal on any Shark Tank that was done using Bitcoin! Launching later this year.https://twitter.com/balajis/status/1008153500943958016 …	VinnyLingham	73	16	1529197678	1008154248901607424	https://twitter.com/VinnyLingham/status/1008154248901607424			@	1	0.21	1	0.96621376	1.0
litecoin 	Litecoin Summit of course takes LTC. And yes, I'm not in charge of this one.	SatoshiLite	16	5	1529237281	1008320357701480448	https://twitter.com/SatoshiLite/status/1008320357701480448				1	0.20	1	0.975744	1.0
bitcoin 	You're kidding right? This is a conference organized by someone else. I'm just speaking at the conference. If you only wanted to meet me, come by Bitcoin meetups in Taipei.	SatoshiLite	6	0	1529211750	1008213274293350400	https://twitter.com/SatoshiLite/status/1008213274293350400				1	0.03	1	0.9939824	1.0
bitcoin 	Every one is on track except Bitcoin. Had you spread your money evenly (which all smart people did) you would have made 237% in less than a month. That's what happened to my preductions.	officialmcafee	16	1	1529266843	1008444351167549440	https://twitter.com/officialmcafee/status/1008444351167549440				1	0.13	1	0.9705103	-1.0
bitcoin 	"Perfect!!! Think Bitcoin at $0.05. Its market cap at that time was less than one car. Bezop and Docademic will be the two coins, three years from now, that people will be saying: ""if only I had bought in 2018"""	officialmcafee	42	15	1529262376	1008425614221733888	https://twitter.com/officialmcafee/status/1008425614221733888				1	0.17	1	0.9794265	1.0
bitcoin 	If anyone doubts this, then show up at my place and voice your doubt. I will remove your doubt for you.http://bitcoinist.com/john-mcafee-says-he-will-fight-the-sec-over-its-classification-of-icos-as-securities/ …	officialmcafee	653	132	1529244963	1008352577791184896	https://twitter.com/officialmcafee/status/1008352577791184896				0	0.31	-1	0.9710872	1.0
bitcoin ethereum ripple 	Bitcoin Core (BTC) fees have come down a lot recently because fewer people are now using it. # BitcoinCash # ETHEREUM # Dash # Ripplehttps://www.youtube.com/watch?v=XyYr_bBIUK8 …	rogerkver	429	116	1529257033	1008403201396051970	https://twitter.com/rogerkver/status/1008403201396051970		# # # #		1	0	0	0.9691817	-1.0
ripple 	Ripple control the set of validators who are maintaining the network. That is not decentralized. Gateways *can* freeze funds, and I do not feel it'd be a stretch for them to just agree and go along with it if Ripple Inc. asked them to.	ummjackson	1	0	1529265751	1008439771037863936	https://twitter.com/ummjackson/status/1008439771037863936				-1	0.13	1	0.9889938	-1.0
ripple 	As far as I'm aware, they are the sole maintainers of the only client implementation. It's called Ripple, not XRP. It's also covered in Ripple copyright notices.pic.twitter.com/yonwBDtkFu	ummjackson	5	0	1529265079	1008436950741716992	https://twitter.com/ummjackson/status/1008436950741716992				-1	0	0	0.9903617	-1.0
bitcoin 	But if it solves all the problems with Bitcoin scaling, why aren't Bitcoin users flocking to it?	ummjackson	2	0	1529260261	1008416740437475328	https://twitter.com/ummjackson/status/1008416740437475328				1	0.15	-1	0.99752253	-1.0
bitcoin ethereum ripple 	The Ledger: I'm dreaming of a Crypto Christmas http://fortune.com/2018/06/15/the-ledger-ethereum-cofounder-on-sec-blessing-tethers-bitcoin-domination-ripple-vs-stellar-lumens/?utm_source=twitter.com&utm_medium=social&utm_campaign=social-button-sharing … via @ FortuneMagazine	brockpierce	18	1	1529250926	1008377589231058944	https://twitter.com/brockpierce/status/1008377589231058944			@	1	0	0	0.9827413	-1.0
bitcoin 	Of Course Steve Bannon Is a Bitcoin Fanboyhttps://www.vanityfair.com/news/2018/06/of-course-steve-bannon-is-a-bitcoin-fanboy …	brockpierce	26	1	1529250875	1008377376114278400	https://twitter.com/brockpierce/status/1008377376114278400				1	0	0	0.9719657	-1.0
bitcoin 	Yeah in 1995 internet had about 9% adoption. Currently at 2-3% with bitcoin.	TuurDemeester	73	12	1529267363	1008446529445744640	https://twitter.com/TuurDemeester/status/1008446529445744640				1	0.15	1	0.98280615	-1.0
bitcoin 	Am I just not searching hard enough? I can't seem to find an open-source Bitcoin Block Explorer that has both address indexes and looks maintained. Help?	jimmysong	99	18	1529210886	1008209648883781633	https://twitter.com/jimmysong/status/1008209648883781633				1	0.01	1	0.9838576	-1.0
bitcoin ethereum 	Trader's Daily View June 16, 2018 # cryptocurrency # bitcoin # crypto # btc # bch # ethereum # bitcoincash # eth # gold # investingpic.twitter.com/UxtZuG7FbS	DollarVigilante	16	2	1529188230	1008114623164354560	https://twitter.com/DollarVigilante/status/1008114623164354560		# # # # # # # # # #		1	0	0	0.9827323	1.0
bitcoin 	i stopped using bitcoin for daily payments / purchasing once i did the taxes on my @ ShiftPayments Visa card purchases in 2015. brutal.	Melt_Dem	8	0	1529268335	1008450609123651584	https://twitter.com/Melt_Dem/status/1008450609123651584			@	1	0.72	-1	0.97806793	1.0
bitcoin 	Brazilian Entrepreneur Creates Bitcoin-Powered Coffee Machine https://www.ccn.com/brazilian-entrepreneur-creates-bitcoin-powered-coffee-machine/ … via @ cryptocoinsnews	thomaspower	10	4	1529231666	1008296806172844033	https://twitter.com/thomaspower/status/1008296806172844033			@	0	0.27	1	0.9950966	1.0
bitcoin 	Dutch AFM on Licensing Requirements for Institutions Invested in Crypto https://news.bitcoin.com/dutch-afm-licensing-requirements-institutions-invested-crypto/ … via @ BTCTN	thomaspower	3	1	1529231640	1008296697112473600	https://twitter.com/thomaspower/status/1008296697112473600			@	1	0	0	0.9672244	-1.0
bitcoin 	@ rosspowerhttps://twitter.com/bitcoinist/status/1008016920996696064 …	thomaspower	0	0	1529229151	1008286259259891713	https://twitter.com/thomaspower/status/1008286259259891713			@	0	0	0	0.9668783	-1.0
ethereum 	The DAO hack was the best thing that happened to Ethereum and to crypto.https://twitter.com/VladZamfir/status/1008390451873894400 …	el33th4xor	163	34	1529260508	1008417777663774720	https://twitter.com/el33th4xor/status/1008417777663774720				1	0.32	1	0.97073066	1.0
ethereum 	Not on Ethereum as it is now, as demonstrated by Cryptokitties.	el33th4xor	1	0	1529244601	1008351061323722754	https://twitter.com/el33th4xor/status/1008351061323722754				1	0	0	0.9677499	-1.0
bitcoin 	I get that but how do you have a blockchain discussion without bitcoin being involved. They go hand in hand. Decentralized ledgers was created by bitcoin.	GerberKawasaki	1	0	1529250880	1008377394678284289	https://twitter.com/GerberKawasaki/status/1008377394678284289				1	0.33	1	0.9695402	-1.0
bitcoin 	Wells Fargo bans credit card purchases of bitcoinhttps://buff.ly/2JuF0Bb	obussmann	7	3	1529243521	1008346529558605829	https://twitter.com/obussmann/status/1008346529558605829				1	0.56	1	0.9688214	1.0
ethereum 	Ethereum: Sharding and Casper https://youtu.be/5ZdXxQRtRKw  via @ YouTube	billatnapier	3	0	1529260950	1008419632032645120	https://twitter.com/billatnapier/status/1008419632032645120			@	1	0	0	0.97412986	-1.0
ethereum 	Ethereum: Sharding and Casper: http://youtu.be/5ZdXxQRtRKw?a  via @ YouTube	billatnapier	2	2	1529234803	1008309965323464704	https://twitter.com/billatnapier/status/1008309965323464704			@	1	0	0	0.97412986	-1.0
bitcoin 	OxyMonster Drug Vendor Pleads Guilty After Feds Traced His Bitcoin Transactionshttps://www.bleepingcomputer.com/news/legal/dark-web-drug-vendor-pleads-guilty-after-feds-traced-his-bitcoin-transactions/ …	jonmatonis	10	5	1529242368	1008341693190549505	https://twitter.com/jonmatonis/status/1008341693190549505				1	0.42	-1	0.96159184	-1.0
ripple 	If we cripple our progressive Caesars in favour of grass roots democracy, and it fails, we just hand the world to the bad guys, unopposed. This is what is happening right now. Musk is the best Caesar we have. Do we field him as our leader, or wait for self-organized rabble?	leashless	4	0	1529257134	1008403628028284933	https://twitter.com/leashless/status/1008403628028284933				-1	0.15	1	0.9861559	-1.0
ripple 	We *want* such structures. But it's fairly apparent we can't have them, and insisting on having them has crippled our ability to field progressive Ceasars, so now the only candidates left look like Donald Trump. If the Democrats had run Jimmy Carter 2.0? No Trump.	leashless	1	0	1529256870	1008402519255633920	https://twitter.com/leashless/status/1008402519255633920				-1	0.07	1	0.99426186	-1.0
ethereum 	Congratulations to the Colony team - I'm going to be judging their Hackathon, looking forwards to that. Nobody in the field thinker harder than Colony about *what to build.* The depth of their analysis is always heartening.https://twitter.com/EthereumNetw/status/1008108960195506181 …	leashless	16	3	1529195390	1008144652602626048	https://twitter.com/leashless/status/1008144652602626048				1	0.15	1	0.99706537	1.0
bitcoin 	Assumptions: - baseline demand/supply is the same as Q1 2017 (likely more demand now) - $75b BTC Mcap by the end of this bear season (could end higher) - this method of measuring the demand/supply equilibrium is valid (it could be BS)https://woobull.com/estimates-on-the-price-impact-and-capital-inflows-of-a-bitcoin-etf/ …	woonomic	10	2	1529249835	1008373014440890370	https://twitter.com/woonomic/status/1008373014440890370				1	0.20	-1	0.98280543	1.0
bitcoin 	"""You should cut [crypto asset X] some slack because it's still young. Even Bitcoin had bugs early on."" That's not how adversarial environments work; public networks should have robustness commensurate with their value. There's no handicap awarded for immaturity."	lopp	717	119	1529240706	1008334721942740992	https://twitter.com/lopp/status/1008334721942740992				-1	0.19	1	0.9928455	-1.0
bitcoin 	Dreams.....https://twitter.com/arminvanbitcoin/status/1008076189859278849 …	CharlieShrem	223	49	1529194845	1008142368212770816	https://twitter.com/CharlieShrem/status/1008142368212770816				0	0	0	0.96706665	-1.0
ripple 	I voted Verge but it's actually Ripple. BCash doesn't count since it's just 5 paid people managing multiple sock puppet accounts.	WhalePanda	173	5	1529251127	1008378432898633729	https://twitter.com/WhalePanda/status/1008378432898633729				-1	0	0	0.9899054	-1.0
bitcoin 	Looks cute, now zoom out the # bitcoin chart by a year and you will see that we have not even hit #3 yet, People always ignore TIME in these charts.	ToneVays	6	0	1529268545	1008451486966272001	https://twitter.com/ToneVays/status/1008451486966272001		# #3		1	0.13	1	0.9669164	1.0
ethereum 	If an ERC20 has not been keeping the backup of all their transactions on their own internal database or had an Ethereum Node (might be impossible) they will lose all history of their decentralized contracts. They will then Blame # Ethereum & Regulators that said it was legit.	ToneVays	1	0	1529258825	1008410719237402624	https://twitter.com/ToneVays/status/1008410719237402624		#		1	0.37	-1	0.97556156	1.0
bitcoin ethereum 	No it does not... because Ethereum actually is a Ponzi, Bitcoin is not. I think only ignorant people do not see that and they are blinded by the price increase, just like in a traditional ponzi.	ToneVays	0	1	1529258703	1008410205867204608	https://twitter.com/ToneVays/status/1008410205867204608				1	0.05	1	0.9767096	-1.0
