currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
litecoin 	Telegram is a good place to chat about Litecoin. I troll there even more than Twitter!http://telegram.me/litecoin	SatoshiLite	32	23	1471977395	768154989655195648	https://twitter.com/SatoshiLite/status/768154989655195648				1	0.22	1	0.9965130678445291	-1.0
litecoin 	Today's a great day! Litecoin trading is now live on GDAX: https://www.gdax.com/trade/LTC-USD  https://www.gdax.com/trade/LTC-BTC # litecoin # gdax	SatoshiLite	148	85	1471975695	768147858885382144	https://twitter.com/SatoshiLite/status/768147858885382144		# #		1	0.33	1	0.9965130678445291	-1.0
litecoin 	“GDAX adds Litecoin Trading” by @ WhiteAdamLhttps://blog.gdax.com/gdax-adds-litecoin-trading-9f72d1c75be4#.x53jrj3cq …	ErikVoorhees	15	9	1471976224	768150078817046529	https://twitter.com/ErikVoorhees/status/768150078817046529		#	@	1	0	0	0.9965130678445291	-1.0
bitcoin 	Why Bitcoin Is Essential To Abra's Global Payments App (And What It Does) http://www.nasdaq.com/article/why-bitcoin-is-esesntial-to-abras-global-payments-app-and-what-it-does-cm666371 … via @ BitcoinMagazine @ Nasdaq	ErikVoorhees	9	13	1471970999	768128163356352512	https://twitter.com/ErikVoorhees/status/768128163356352512			@ @	1	0	0	0.9965130678445291	-1.0
bitcoin 	This is now a thing - Digital asset exchange via hardware wallet https://imgur.com/a/NVXwI # bitcoin @ bitcoinkeepkey @ ShapeShift_io	ErikVoorhees	34	20	1471963289	768095822445555712	https://twitter.com/ErikVoorhees/status/768095822445555712		#	@ @	1	0.36	1	0.9965130678445291	-1.0
litecoin 	Yes! Litecoin is now live on @ GDAXhttps://twitter.com/SatoshiLite/status/768147858885382144 …	brian_armstrong	75	54	1471977669	768156136855867393	https://twitter.com/brian_armstrong/status/768156136855867393			@	1	0.23	1	0.9965130678445291	-1.0
bitcoin 	Interesting discussion on Bitcoin # HardwareWallet security/usability — Bitcoin Trezor vs. Ledger Nano S.http://ow.ly/1MU2303uuc8	TuurDemeester	2	4	1471989030	768203788360544257	https://twitter.com/TuurDemeester/status/768203788360544257		#		1	0.20	1	0.9965130678445291	-1.0
bitcoin 	Real reason why you should't store bitcoins under your mattress. http://ow.ly/EW6q303ut8J pic.twitter.com/fDm6wM2WNM	TuurDemeester	7	7	1471979426	768163506353016832	https://twitter.com/TuurDemeester/status/768163506353016832				1	0	0	0.9965130678445291	-1.0
litecoin 	Looks like # litecoin will be listed on @ GDAX in about an hour...https://twitter.com/CollinCrypto/status/767980155805507584 …	TuurDemeester	17	13	1471971977	768132261728296960	https://twitter.com/TuurDemeester/status/768132261728296960		#	@	1	0.36	1	0.9965130678445291	-1.0
bitcoin 	I bitch a lot. I'm sorry. Lol. # Bitcoin # Blockchain # Fintechhttps://twitter.com/cointelegraph/status/768118772645396485 …	haydentiff	11	6	1471968960	768119610776354816	https://twitter.com/haydentiff/status/768119610776354816		# # #		1	0.06	-1	0.9965130678445291	-1.0
