currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	Top 10 # Technology Trends for 2017 http://bit.ly/2pD3GMQ # fintech # bitcoin # analytics # blockchain # insurtech # ai # IoTCivicHackpic.twitter.com/k80YvP1knw	JimMarous	111	124	1493946151	860298627813695489	https://twitter.com/JimMarous/status/860298627813695489		# # # # # # # #		1	0.20	1	0.965707910628705	1.0
litecoin 	Litecoin Pool is great	SatoshiLite	3	0	1494021130	860613115624411136	https://twitter.com/SatoshiLite/status/860613115624411136				1	0.62	1	0.965707910628705	1.0
litecoin 	Depends on your definition of fully operational. lnd already works on Litecoin testnet, but it's still alpha code for developers only.	SatoshiLite	2	0	1494006319	860550993607512064	https://twitter.com/SatoshiLite/status/860550993607512064				-1	0	0	0.965707910628705	1.0
bitcoin 	Merchants accepting BTC did not take off because Bitcoin wasn't much better than other payment methods. Had nothing to do with high fees.	SatoshiLite	116	9	1493994854	860502904410587137	https://twitter.com/SatoshiLite/status/860502904410587137				1	0.03	1	0.965707910628705	1.0
bitcoin ripple 	With Bitcoin, you trust whoever pays for the most hashing power. With Ripple Consensus, you choose who to trust.	haydentiff	0	0	1494017571	860598185521291264	https://twitter.com/haydentiff/status/860598185521291264				1	0.51	1	0.965707910628705	1.0
ripple 	Ripple is back-end infrastructure geared toward FI's. RCL is open-source. I was drawn in because it would be perfect for a LETSystem.	haydentiff	1	0	1494013490	860581069472530433	https://twitter.com/haydentiff/status/860581069472530433				1	0.19	1	0.965707910628705	1.0
ripple 	I've been the official Ripple # FanGirl (self-appointed) since 2012/13. The tech is brilliant but difficult to explain over Twitter. 1/2	haydentiff	2	0	1494013149	860579641492459521	https://twitter.com/haydentiff/status/860579641492459521		#		0	0.07	-1	0.965707910628705	1.0
ripple 	Don't fight the old, build the new! # GoodByeSwift, welcome @ Ripple! # Cypersecurity # payments # blockchain # SWIFTgpihttps://www.youtube.com/watch?v=cc6K3KRxX58&feature=youtu.be&app=desktop …	haydentiff	29	16	1494012335	860576223726100481	https://twitter.com/haydentiff/status/860576223726100481		# # # # #	@	1	0.29	1	0.965707910628705	1.0
ethereum 	"If only there was an ""ethereum-like"" alternative at 1/12 the price with the added bonus of immutability"	barrysilbert	190	71	1494018239	860600988528504832	https://twitter.com/barrysilbert/status/860600988528504832				-1	0.54	1	0.965707910628705	1.0
bitcoin 	Keeps your bitcoin safe...and your beer at 40 degreeshttps://twitter.com/giacomozucco/status/860495258798501889 …	barrysilbert	33	5	1494015695	860590320081350656	https://twitter.com/barrysilbert/status/860590320081350656				1	0	0	0.965707910628705	1.0
ethereum 	Ethereum Classic ($ETC) has just surpassed Dash to become the fifth largest digital currencypic.twitter.com/2HkG4VSZ24	barrysilbert	295	148	1493942774	860284463372275712	https://twitter.com/barrysilbert/status/860284463372275712				1	0	0	0.965707910628705	1.0
bitcoin 	Bitcoin just soared to a new $1,600 high — but the first investor in Snapchat thinks it could hit $500,000 by 2030…https://plus.google.com/+WarrenWhitlock/posts/bFZsyb6bezQ …	WarrenWhitlock	7	6	1494008044	860558227578212354	https://twitter.com/WarrenWhitlock/status/860558227578212354				1	0	0	0.965707910628705	1.0
bitcoin 	# Bitcoin # CryptoCurrency https://dollarvigilante.com/2tt pic.twitter.com/yS9R7d3PwC	DollarVigilante	16	153	1493997910	860515723587842048	https://twitter.com/DollarVigilante/status/860515723587842048		# #		1	0	0	0.965707910628705	1.0
