currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
ethereum 	I do not control ethereum. I have no power to make such a statement.	VitalikButerin	38	11	1500505017	887808505834598401	https://twitter.com/VitalikButerin/status/887808505834598401				1	0.15	-1	0.7880910682031523	1.0
bitcoin 	Bitcoin bull never in doubt. Banks still terrorizing global economy. And hundreds of millions still want a flag-less currency like BTC.	maxkeiser	135	69	1500586532	888150405078671360	https://twitter.com/maxkeiser/status/888150405078671360				-1	0.03	1	0.9340451942697022	-1.0
bitcoin 	Nash equilibrium wins again? # Bitcoin fueled up and ready to rocket. $5,000 never closer. Welcome @ ReformedBroker to greatest show on Earth.	maxkeiser	55	21	1500564434	888057720594509824	https://twitter.com/maxkeiser/status/888057720594509824		#	@	1	0.43	1	0.9340451942697022	-1.0
litecoin 	Will you also release a version for Litecoin mainnet? Pretty please?	SatoshiLite	60	12	1500584060	888140037795102720	https://twitter.com/SatoshiLite/status/888140037795102720				1	0.34	1	0.9340451942697022	-1.0
litecoin 	Earlier this week, I asked a prof at MIT to look into http://litecoin.mit.edu . The IT department is investigating. More info soon.	SatoshiLite	357	62	1500581126	888127732701319169	https://twitter.com/SatoshiLite/status/888127732701319169				1	0	0	0.9340451942697022	-1.0
ethereum 	Who's says it's the end for Ethereum? Just that it's great for hackers.	SatoshiLite	7	1	1500571777	888088518693593088	https://twitter.com/SatoshiLite/status/888088518693593088				1	0.31	1	0.9340451942697022	-1.0
litecoin 	Prediction: When BIP91 locks in and pools signal SegWit, BTC price will rally hard. Just like for Litecoin, market knows SegWit is awesome.	SatoshiLite	1497	628	1500539353	887952521460830208	https://twitter.com/SatoshiLite/status/887952521460830208				1	0.33	1	0.9340451942697022	-1.0
bitcoin 	Bitcoin drama is going to last til end of year. Keep your popcorn handy. Lol	SatoshiLite	12	3	1500528398	887906574894718976	https://twitter.com/SatoshiLite/status/887906574894718976				1	0.14	1	0.9340451942697022	-1.0
bitcoin litecoin ethereum 	Attack surface for Ethereum is much bigger. For Litecoin/Bitcoin, we err on simple/secure first before features.	SatoshiLite	19	3	1500526668	887899320032256000	https://twitter.com/SatoshiLite/status/887899320032256000				1	0.24	-1	0.9340451942697022	-1.0
litecoin 	Nothing. If people put a lot of LTC into smartLitecoins on the RSK sidechain and secure it with a broken contract, then the same can happen.	SatoshiLite	27	3	1500526528	887898732544442368	https://twitter.com/SatoshiLite/status/887898732544442368				-1	0.09	-1	0.9340451942697022	-1.0
litecoin 	It's like watching the superbowl. It was the same for Litecoin's SegWit activation.	SatoshiLite	49	4	1500526247	887897553789796352	https://twitter.com/SatoshiLite/status/887897553789796352				1	0.18	1	0.9340451942697022	-1.0
litecoin 	Segwit2x should have made the activation threshold 75% like Litecoin's SegWit activation threshold. pic.twitter.com/iCXtOQ59eO	SatoshiLite	208	59	1500526092	887896902502567936	https://twitter.com/SatoshiLite/status/887896902502567936				0	0.18	1	0.9340451942697022	-1.0
litecoin 	Litecoin coin won't hardfork no matter how much was hacked.	SatoshiLite	92	20	1500525846	887895868795371520	https://twitter.com/SatoshiLite/status/887895868795371520				-1	0.22	-1	0.9340451942697022	-1.0
