currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	My @ TEDTalks received 1.4 million views and counting! # bitcoin # blockchain # BlockchainRevolution http://bit.ly/2bzP21Q https://twitter.com/tomasdelara/status/823921738027307008 …	dtapscott	16	11	1485279475	823947955354894338	https://twitter.com/dtapscott/status/823947955354894338		# # #	@	1	0	0	0.9914102729088012	1.0
bitcoin 	"Because there's history for each coin, it's not fungible. Merchants can not accept ""tainted"" bitcoins."	SatoshiLite	10	0	1485297525	824023664920141825	https://twitter.com/SatoshiLite/status/824023664920141825				1	0.15	-1	0.9914102729088012	1.0
bitcoin 	I see where this is going. Bitcoin is not a commodity, not property, not an asset, not money. It's FOOD!!!https://twitter.com/btc_manager/status/823946870481358849 …	SatoshiLite	27	10	1485293529	824006903898390529	https://twitter.com/SatoshiLite/status/824006903898390529				1	0.07	-1	0.9914102729088012	1.0
bitcoin 	No, because that's not Bitcoin. Those are just Bitcoin receipts. :)	SatoshiLite	2	0	1485293145	824005290236383232	https://twitter.com/SatoshiLite/status/824005290236383232				1	0.05	1	0.9914102729088012	1.0
bitcoin litecoin 	Monero is a good start with RingCT. Potentially could add CT to Bitcoin/Litecoin. Can also make use of a MimbleWimble sidechain.	SatoshiLite	7	0	1485292829	824003965498986496	https://twitter.com/SatoshiLite/status/824003965498986496				1	0.15	1	0.9914102729088012	1.0
bitcoin litecoin 	Cryptocurrency is the next step in the evolution of money. We just need to work towards making it fully fungible. # bitcoin # litecoin # moneropic.twitter.com/kGK2e1HRic	SatoshiLite	233	187	1485292498	824002577788387328	https://twitter.com/SatoshiLite/status/824002577788387328		# # #		0	0	0	0.9914102729088012	1.0
bitcoin 	Fungibility is the only property of good money that Bitcoin doesn't excel at.	SatoshiLite	2	0	1485292149	824001115687526400	https://twitter.com/SatoshiLite/status/824001115687526400				1	0.11	1	0.9914102729088012	1.0
litecoin 	Litecoinpool is letting miners vote on SegWit in a very fair way. Good to see! https://www.litecoinpool.org/news?id=70	SatoshiLite	26	17	1485286560	823977673353404417	https://twitter.com/SatoshiLite/status/823977673353404417				1	0.44	1	0.9914102729088012	1.0
bitcoin litecoin 	Yup, one of the few fair coins along with Bitcoin and Litecoin.	SatoshiLite	0	0	1485216618	823684312759300097	https://twitter.com/SatoshiLite/status/823684312759300097				1	0.32	1	0.9914102729088012	1.0
bitcoin 	They have a harder scaling problem than Bitcoin due to trying to be fungible. All transaction outputs have to be kept.	SatoshiLite	10	1	1485215674	823680355462836225	https://twitter.com/SatoshiLite/status/823680355462836225				1	0.20	-1	0.9914102729088012	1.0
bitcoin 	Yeah, but just like Bitcoin, tools will be built to make it easy to use for the average person.	SatoshiLite	11	0	1485215646	823680237317652480	https://twitter.com/SatoshiLite/status/823680237317652480				1	0.83	1	0.9914102729088012	1.0
bitcoin 	Bitcoin Q&A: Does the Lightning Network have proof-of-stake elements?https://youtu.be/GOYP4O4yetQ	aantonop	39	31	1485284424	823968713649094656	https://twitter.com/aantonop/status/823968713649094656				1	0	0	0.9914102729088012	1.0
bitcoin 	Bitcoin works for me and most everyone else using it. I'm sorry you've had a bad experience. I suggest trying another wallet.	brockpierce	3	1	1485284708	823969904139218944	https://twitter.com/brockpierce/status/823969904139218944				-1	0.20	-1	0.9914102729088012	1.0
bitcoin 	Hope we'll see this stat finally start to get reported accurately again https://www.bloomberg.com/news/articles/2017-01-24/trading-plunges-at-china-s-bitcoin-exchanges-after-fees-levied?cmpid=socialflow-twitter-b …https://twitter.com/brian_armstrong/status/815298304233738240 …	brian_armstrong	17	10	1485298083	824026004523859968	https://twitter.com/brian_armstrong/status/824026004523859968				1	0.44	1	0.9914102729088012	1.0
bitcoin 	some miners kept profit above electricity & capital cost in bitcoin. So, long term invested in ASICs & BTC also yes.	adam3us	0	0	1485247292	823812968328626176	https://twitter.com/adam3us/status/823812968328626176				1	0.42	1	0.9914102729088012	1.0
bitcoin 	I wonder if the current transaction backlog is traders on the Chinese exchanges moving their bitcoins elsewhere due to fees.	jimmysong	3	2	1485269116	823904506026934272	https://twitter.com/jimmysong/status/823904506026934272				1	0	0	0.9914102729088012	1.0
bitcoin 	Join us and learn how to protect your assets. https://dollarvigilante.com/2tt # Bitcoin # Banking # Goldpic.twitter.com/4PAbGIhZRS	DollarVigilante	3	40	1485283331	823964127727091713	https://twitter.com/DollarVigilante/status/823964127727091713		# # #		1	0.34	1	0.9914102729088012	1.0
bitcoin 	# Mexico Gas Protests, Peso Collapsing, # Bitcoin Skyrocketing https://dollarvigilante.com/blog/2017/01/18/mexico-gas-protests-peso-collapsing-bitcoin-skyrocketing.html …pic.twitter.com/eTcpKYA1JD	DollarVigilante	13	56	1485235086	823761773203492868	https://twitter.com/DollarVigilante/status/823761773203492868		# #		1	0.48	-1	0.9914102729088012	1.0
bitcoin 	# Gold, # Silver and # Bitcoin Soar As Trump’s Comments Cause US Dollar To Plummet https://dollarvigilante.com/blog/2017/01/17/gold-silver-and-bitcoin-soar-as-trumps-comments-cause-us-dollar-to-plummet.html …pic.twitter.com/DF0JpiYqQc	DollarVigilante	22	56	1485224227	823716229609308160	https://twitter.com/DollarVigilante/status/823716229609308160		# # #		1	0	0	0.9914102729088012	1.0
bitcoin 	IRS wants your # Bitcoin information. Subscribe here--> https://dollarvigilante.com/2tt pic.twitter.com/B1xKiAiNy7	DollarVigilante	18	55	1485221590	823705166553686016	https://twitter.com/DollarVigilante/status/823705166553686016		#		1	0	0	0.9914102729088012	1.0
bitcoin 	ready to earn some # bitcoin! tasking away on @21 - building the payable webhttps://21.co/meltemdem/	Melt_Dem	11	5	1485264365	823884580440653825	https://twitter.com/Melt_Dem/status/823884580440653825		#	@21	1	0.21	1	0.9914102729088012	1.0
ethereum 	. @ andergri @ ConsensysHQ says many developers in Shanghai working on apps for @ ethereumproject # blockchainweekpic.twitter.com/jqMcgm6BEU	thomaspower	1	1	1485252024	823832815808745472	https://twitter.com/thomaspower/status/823832815808745472		#	@ @ @	-1	0	0	0.9914102729088012	1.0
ethereum 	ETC article has an insightful quote, the only such quote, from @ JaEsfhttp://www.coindesk.com/trust-or-no-trust-traders-are-still-unsure-about-ethereum-classic/ …	el33th4xor	4	0	1485273275	823921952574373888	https://twitter.com/el33th4xor/status/823921952574373888			@	-1	0	0	0.9914102729088012	1.0
bitcoin 	There are no Bitcoin trolls on Twitter tonight. Could it be because they are all here at the Satoshi Roundtable?	el33th4xor	28	3	1485238010	823774039009349633	https://twitter.com/el33th4xor/status/823774039009349633				1	0.15	-1	0.9914102729088012	1.0
bitcoin 	Is The IRS Justified In Demanding Information On Millions Of # Bitcoin Users? http://ow.ly/QLwm308j7Fx # taxes # cryptocurrency	laurashin	0	3	1485277509	823939710036873217	https://twitter.com/laurashin/status/823939710036873217		# # #		1	0.10	1	0.9914102729088012	1.0
bitcoin 	How To Buy # Bitcoin Anywhere in The World http://bit.ly/2jWWV64  via @ Blockgkspic.twitter.com/Q12hPstbqh	davidbrear	0	1	1485271086	823912770567553024	https://twitter.com/davidbrear/status/823912770567553024		#	@	1	0	0	0.9914102729088012	1.0
bitcoin 	“Projections for 2030 show... yearly energy consumption of [Bitcoin] that would exceed today's worldwide supply” http://buff.ly/2kd8MZX	dgwbirch	0	0	1485247080	823812081149476864	https://twitter.com/dgwbirch/status/823812081149476864				1	0.27	1	0.9914102729088012	1.0
bitcoin 	A top @ WellsFargo who leads its SF Innovation Lab & is in charge of the bank’s # blockchain, jumps for @ IBM. http://nypost.com/2017/01/22/bitcoin-whiz-jumps-ship-at-wells-fargo-for-rival-ibm/?link=mktw …	AntonioSelas	0	0	1485267042	823895806260428800	https://twitter.com/AntonioSelas/status/823895806260428800		#	@ @	1	0.26	1	0.9914102729088012	1.0
bitcoin 	Not sure exactly. I thought it was you and your friends getting bitcoin off the exchanges. ;-)	jonmatonis	1	0	1485267131	823896179423539200	https://twitter.com/jonmatonis/status/823896179423539200				1	0.35	1	0.9914102729088012	1.0
bitcoin 	Also, that is over $213 million in bitcoin transaction value.	jonmatonis	5	0	1485246900	823811325222617089	https://twitter.com/jonmatonis/status/823811325222617089				1	0.34	1	0.9914102729088012	1.0
bitcoin 	Current Mempool Status: over 65,000 transactions and 18 BTC in fees (08:15 GMT)https://tradeblock.com/bitcoin/	jonmatonis	15	16	1485246281	823808730693255168	https://twitter.com/jonmatonis/status/823808730693255168				1	0	0	0.9914102729088012	1.0
bitcoin 	Nice view of the (entire?) cross-exchange combined BTC/USD order book. https://data.bitcoinity.org/markets/books/USD … H/T @ bendavenportpic.twitter.com/k84Y5APWUe	lopp	34	7	1485287656	823982269408903182	https://twitter.com/lopp/status/823982269408903182			@	1	0.14	1	0.9914102729088012	1.0
bitcoin 	We're taking @ BitGo wallet security to the next level by adding support for @ LedgerHQ hardware devices!https://blog.bitgo.com/bitgo-and-ledger-provide-integrated-multi-sig-hardware-security-for-bitcoin-19f2da832318#.x7iw1qslb …	lopp	41	16	1485282554	823960870606798848	https://twitter.com/lopp/status/823960870606798848		#	@ @	1	0.33	1	0.9914102729088012	1.0
litecoin 	"I suspect you'll get to see it ""proven"" by being activated and used on Litecoin."	lopp	7	1	1485276234	823934359887630336	https://twitter.com/lopp/status/823934359887630336				1	0.30	-1	0.9914102729088012	1.0
bitcoin 	Bitcoin: a distributed system in which participants argue about what the system actually is.	lopp	151	51	1485266253	823892500075122690	https://twitter.com/lopp/status/823892500075122690				1	0.34	-1	0.9914102729088012	1.0
bitcoin 	Like clockwork. # marketcycles # bitcoin # altcoins # PBOC	onemanatatime	4	1	1485262791	823877977104523264	https://twitter.com/onemanatatime/status/823877977104523264		# # # #		1	0.18	1	0.9914102729088012	1.0
bitcoin 	But doesn't this just remind you of the silk road shutdown mid 2013? # Bitcoin market cycles in play.https://twitter.com/Crypto_God/status/823684502300069890 …	onemanatatime	5	2	1485227708	823730830258229248	https://twitter.com/onemanatatime/status/823730830258229248		#		1	0.11	1	0.9914102729088012	1.0
bitcoin 	3 Reasons Why China's New Fee Structure may be Bullish for # Bitcoin. $ BTC # blockchain # trading # FinTechhttp://cryptohustle.com/3-reasons-why-chinas-new-fee-structure-may-be-bullish-for-bitcoin …	CryptoHustle	22	15	1485276493	823935448179494920	https://twitter.com/CryptoHustle/status/823935448179494920		# # # #		1	0	0	0.9914102729088012	1.0
bitcoin 	Who is still supporting 8MB blocks and why? (curious, not sarcasm). They have almost 8% of hashing power. https://coin.dance/blocks # Bitcoin	CharlieShrem	7	6	1485266137	823892011589640193	https://twitter.com/CharlieShrem/status/823892011589640193		#		1	0.06	1	0.9914102729088012	1.0
bitcoin 	Even # Bitcoin futures at @ OKCoin have a bad liquidity now, even though they didn't fall under PBOC investigation. Not taking a trade atm.	WhalePanda	3	4	1485289346	823989356478263298	https://twitter.com/WhalePanda/status/823989356478263298		#	@	-1	0.27	-1	0.9914102729088012	1.0
bitcoin 	Of course, but the nodes obviously want Segwit, pools represent less than 0.01% of # Bitcoin users. They should be held responsible.	WhalePanda	10	3	1485276635	823936045628661762	https://twitter.com/WhalePanda/status/823936045628661762		#		1	0.22	1	0.9914102729088012	1.0
bitcoin 	Thanks @ rogerkver @ JihanWu, @ ViaBTC, @ GBMinersPool, @ www_bw_com, @ HaoBTC, @ btccom_official for blocking progress, causing high # Bitcoin fees	WhalePanda	57	25	1485276137	823933955850248194	https://twitter.com/WhalePanda/status/823933955850248194		#	@ @ @ @ @ @ @	1	0.48	1	0.9914102729088012	1.0
bitcoin 	# Bitcoin @ OKCoin quarterly just got dumped to hell, $55 under index. Or it's the whale closing, or someone trying to margincall the whale.	WhalePanda	11	2	1485255625	823847923008073728	https://twitter.com/WhalePanda/status/823847923008073728		#	@	1	0.40	-1	0.9914102729088012	1.0
bitcoin 	They turn off some hashrate => even higher fees => miners get paid more. On top of that it's also good propaganda for scaling bitcoin.	WhalePanda	1	0	1485246710	823810527747014656	https://twitter.com/WhalePanda/status/823810527747014656				1	0.20	1	0.9914102729088012	1.0
bitcoin 	This is also an interesting chart, and expected, # Bitcoin hashrate peaked right before difficult adjustment. # Manipulation # Slowblockspic.twitter.com/GvKvwwQPLX	WhalePanda	12	13	1485244313	823800474067410945	https://twitter.com/WhalePanda/status/823800474067410945		# # #		1	0.12	-1	0.9914102729088012	1.0
bitcoin 	5 min chart of # Bitcoin volume on @ YourBTCC, @ OKCoin and @ huobicom after the fees. You can see the exact time when it went live.pic.twitter.com/B2RnCYG4eU	WhalePanda	59	43	1485236803	823768977373614084	https://twitter.com/WhalePanda/status/823768977373614084		#	@ @ @	1	0	0	0.9914102729088012	1.0
bitcoin 	Huge # Bitcoin backlog after big difficulty adjustment, expected. If only there was a way to scale asap on- and off-chain. Oh wait, # Segwit.pic.twitter.com/t3w36sykJe	WhalePanda	90	40	1485235397	823763079196446720	https://twitter.com/WhalePanda/status/823763079196446720		# #		1	0.01	-1	0.9914102729088012	1.0
bitcoin 	England's railway equities bubble in the mid 1840s brought the country to its knees. And people say # bitcoin speculators are dangerous... pic.twitter.com/NkfVaMeo9C	cburniske	12	5	1485271066	823912687277056001	https://twitter.com/cburniske/status/823912687277056001		#		1	0	0	0.9914102729088012	1.0
bitcoin 	Speculators always kickstart the investment in new tech. Railways, , , , the Internet, and # blockchain assets like # bitcoin & $ ETH	cburniske	7	6	1485217211	823686802028589057	https://twitter.com/cburniske/status/823686802028589057		# #		1	0.25	1	0.9914102729088012	1.0
bitcoin 	1st Episode of # CryptoScam is also on SoundCloud. Co-Host is @ derosetech of # BitcoinUncensored helps talk # Bitcoinhttps://soundcloud.com/cryptoscam	ToneVays	19	16	1485281585	823956805277675523	https://twitter.com/ToneVays/status/823956805277675523		# # #	@	1	0.19	1	0.9914102729088012	1.0
bitcoin 	The 1st episode of # CryptoScam Podcast is finally out. @ derosetech of # BitcoinUncensored & I discuss # Bitcoin # Scamhttps://www.youtube.com/watch?v=1r482VFVsnc …	ToneVays	42	30	1485281432	823956162672476163	https://twitter.com/ToneVays/status/823956162672476163		# # # #	@	1	0.29	-1	0.9914102729088012	1.0
