currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	Bigger Blocks Likely Mean More Decentralization, Not Less:https://news.bitcoin.com/bigger-blocks-mean-more-decentralization-update/ …	rogerkver	53	22	1485025961	822884640889458690	https://twitter.com/rogerkver/status/822884640889458690				-1	0.23	-1	0.9982860644415892	-1.0
bitcoin 	The ability to manage the time dimension of money is a game-changer. # bitcoinhttps://youtu.be/gF_ZQ_eijPs	aantonop	149	91	1485007851	822808679951036416	https://twitter.com/aantonop/status/822808679951036416		#		1	0.16	1	0.9982860644415892	-1.0
bitcoin 	Don't really need one. Anyone can put a QR code in the channel header. I get bitcoin donations from time to time.	aantonop	2	0	1485003506	822790457256124416	https://twitter.com/aantonop/status/822790457256124416				-1	0	0	0.9982860644415892	-1.0
bitcoin 	"21's cool new app: ""Earn bitcoin by doing simple tasks on your phone."" https://21.co/tasks/  @21 # bitcoin"	ErikVoorhees	59	45	1485017910	822850872971563011	https://twitter.com/ErikVoorhees/status/822850872971563011		#	@21	1	0.16	1	0.9982860644415892	-1.0
bitcoin 	“Bitcoin: digital gold or digital cash? Both.” by @ TuurDemeester https://medium.com/@tuurdemeester/bitcoin-digital-gold-or-digital-cash-both-382a346e6c79?source=twitterShare-cbc31cc3214a-1485018881 …pic.twitter.com/dBa1JTTnY8	brian_armstrong	45	21	1485018897	822855013395361792	https://twitter.com/brian_armstrong/status/822855013395361792			@ @tuurdemeester	1	0	0	0.9982860644415892	-1.0
bitcoin ethereum 	. @ FEhrsam on what he may be doing next. https://fortune.com/2017/01/21/bitcoin-ethereum-coinbase-cofounder-fred-ehrsam-exit-interview/ …pic.twitter.com/0ZNgpb9Qls	TuurDemeester	3	4	1485038239	822936138822385666	https://twitter.com/TuurDemeester/status/822936138822385666			@	0	0	0	0.9982860644415892	-1.0
bitcoin 	New paper: Chinese Bitcoin volumes might hugely diminish if exchanges introduced trading fees. https://www.scribd.com/document/337160120/Spread-Standardization-Bitcoin … Via @ stanmarionpic.twitter.com/9ix8oz1JkN	TuurDemeester	15	8	1485016789	822846170754142209	https://twitter.com/TuurDemeester/status/822846170754142209			@	1	0	0	0.9982860644415892	-1.0
bitcoin 	"Oh sure. But in order to keep it simple, scenario is ""what if Bitcoin replaces the dominant reserve Currency""?"	TuurDemeester	1	0	1484978314	822684793477406720	https://twitter.com/TuurDemeester/status/822684793477406720				1	0.16	1	0.9982860644415892	-1.0
bitcoin 	You're welcome! Here's a version of the article with links to the sources: https://ybitcoin.com/articles/bitcoin-as-an-investment/ …	TuurDemeester	2	0	1484978240	822684486177554432	https://twitter.com/TuurDemeester/status/822684486177554432				1	0.25	1	0.9982860644415892	-1.0
bitcoin 	afaik Bitcoin exchange markets are very decentralized	TuurDemeester	0	1	1484971372	822655677852164097	https://twitter.com/TuurDemeester/status/822655677852164097				1	0	0	0.9982860644415892	-1.0
bitcoin 	Bitcoin: breaking out?pic.twitter.com/2nzQmWtj6t	TuurDemeester	48	26	1484970443	822651780798541826	https://twitter.com/TuurDemeester/status/822651780798541826				1	0	0	0.9982860644415892	-1.0
bitcoin 	Ex-Gemini Lawyer: SEC 'Unlikely' to Approve a Bitcoin ETF. Reason: too much unregulated Bitcoin trading in China. http://www.coindesk.com/ex-gemini-lawyer-sec-unlikely-to-approve-winklevoss-bitcoin-etf/ …pic.twitter.com/wPLCmewmBf	TuurDemeester	25	32	1484966904	822636938767323141	https://twitter.com/TuurDemeester/status/822636938767323141				1	0	0	0.9982860644415892	-1.0
bitcoin 	# Patent Problems on the # blockchain highway http://www.economist.com/news/business/21714395-financial-firms-and-assorted-startups-are-rushing-patent-technology-underlies … - http://www.economist.com/news/business/21714395-financial-firms-and-assorted-startups-are-rushing-patent-technology-underlies … @ leashless @ BitcoinByte @ biticonjustine	mrmainelli	8	4	1484993405	822748092424404992	https://twitter.com/mrmainelli/status/822748092424404992		# #	@ @ @	1	0.40	-1	0.9982860644415892	-1.0
ripple 	Bathing suit too? Nice! @vanessalmartini @ TommyHilfiger @ GiGiHadid @ RippleCreekNW @ JMJ8969 @ EdenIrgens @ Rahma_sadau @ JoanMcCarthy7	haydentiff	2	0	1485016918	822846711320248323	https://twitter.com/haydentiff/status/822846711320248323			@vanessalmartini @ @ @ @ @ @ @	1	0.16	1	0.9982860644415892	-1.0
ripple 	ANOTHER compromised SWIFT system... @ Ripple Indian Banks Waking up to New Kinds of # CyberAttacks # payments # infosec http://economictimes.indiatimes.com/industry/banking/finance/banking/indian-banks-are-waking-up-to-a-new-kind-of-cyber-attack/articleshow/56575808.cms …pic.twitter.com/lb7lMhYq3F	haydentiff	2	12	1485008999	822813495351803904	https://twitter.com/haydentiff/status/822813495351803904		# # #	@	1	0.37	1	0.9982860644415892	-1.0
ripple 	Speaking of risks... @ Ripple SWIFT bank system involved in hack into Turkey's third largest bank # blockchain # opsechttps://www.scmagazine.com/swift-bank-system-involved-in-hack-into-turkeys-third-largest-bank/article/579855/ …	haydentiff	2	5	1485008513	822811457322618881	https://twitter.com/haydentiff/status/822811457322618881		# #	@	1	0.37	1	0.9982860644415892	-1.0
bitcoin 	It could be worse. Think of the # Bitcoin newbies, lol. @ DontPanicBurnspic.twitter.com/F4gMeR5OuK	haydentiff	13	11	1485006461	822802851084832769	https://twitter.com/haydentiff/status/822802851084832769		#	@	1	0.02	-1	0.9982860644415892	-1.0
bitcoin 	The first 3 weeks of 2017 for Bitcoiners... (h/t @ NeerajKA)pic.twitter.com/KlhQaOfZtc	haydentiff	61	29	1484975810	822674292664107009	https://twitter.com/haydentiff/status/822674292664107009			@	1	0	0	0.9982860644415892	-1.0
bitcoin 	because # bitcoin upgrades on in-flight superjumbo: have to ground all planes for simultaneous upgrades. analogy getting thin	adam3us	2	0	1485036744	822929869604429824	https://twitter.com/adam3us/status/822929869604429824		#		1	0	0	0.9982860644415892	-1.0
bitcoin 	expect bitcoin will continue to become more modular & add generic extensibility framework like sidechains	adam3us	2	0	1484959769	822607012886355968	https://twitter.com/adam3us/status/822607012886355968				1	0.36	1	0.9982860644415892	-1.0
bitcoin 	in other words, a normal day for bitcoin	jimmysong	4	0	1484971011	822654162030698496	https://twitter.com/jimmysong/status/822654162030698496				1	0	0	0.9982860644415892	-1.0
bitcoin 	Better Buy some # Bitcoin # Investing Learn About Bitcoin--> https://dollarvigilante.com/2tt pic.twitter.com/1btwkgNgRv	DollarVigilante	20	41	1485007689	822808004231884800	https://twitter.com/DollarVigilante/status/822808004231884800		# #		1	0.44	1	0.9982860644415892	-1.0
bitcoin 	The ones I know about all take only Bitcoin.	el33th4xor	1	0	1485023299	822873476650274816	https://twitter.com/el33th4xor/status/822873476650274816				1	0	0	0.9982860644415892	-1.0
ripple 	# Blockchain startup @ Ripple cofounds Consumer Financial Data Rights group with other # FinTech firms http://buff.ly/2j5IQSm	obussmann	4	5	1485010325	822819057288282112	https://twitter.com/obussmann/status/822819057288282112		# #	@	1	0	0	0.9982860644415892	-1.0
bitcoin 	This is such a weird religion. Scams. Hacks. Compromises. All happen in bitcoin. It's as secure as its users. Like everything else.https://twitter.com/Datavetaren/status/822489932144975873 …	sytaylor	6	0	1484953297	822579865568284676	https://twitter.com/sytaylor/status/822579865568284676				1	0.01	-1	0.9982860644415892	-1.0
bitcoin ethereum 	Why # Ethereum-Style # Blockchains Do Not Really Decentralize - via @ bitcoinxyz # DLT # fintech # insurtech # paymentshttp://bitcoin.xyz/ethereum-style-blockchains-not-really-decentralize/amp/ …	AntonioSelas	2	1	1485033335	822915570484084740	https://twitter.com/AntonioSelas/status/822915570484084740		# # # # # #	@	1	0	0	0.9982860644415892	-1.0
ethereum 	The @ ethereumproject Foundation must protect its trademark or lose it. Nothing here for the SEC to act on.	ethereumJoseph	37	11	1485021367	822865372915306496	https://twitter.com/ethereumJoseph/status/822865372915306496			@	0	0.01	-1	0.9982860644415892	-1.0
