currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
ethereum 	I have no problems with CHECKLOCKTIMEVERIFY and the like; was more replying to ppl who say ethereum or zcash should have been SFs	VitalikButerin	2	2	1473166843	773143896301842433	https://twitter.com/VitalikButerin/status/773143896301842433				1	0.34	-1	0.9919614447027396	1.0
ethereum 	Any banks willing to pay me $500/hour to upload hashes to the ethereum blockchain? I have been told this is lucrative business... @ ofnumbers	VitalikButerin	127	55	1473144673	773050907328061440	https://twitter.com/VitalikButerin/status/773050907328061440			@	1	0.05	-1	0.9919614447027396	1.0
ethereum 	"Also note that changes to ethereum so far are all hard forks. The market for ""Frontier ethereum"" exists, just has 0 volume"	VitalikButerin	10	5	1473128657	772983731468374016	https://twitter.com/VitalikButerin/status/772983731468374016				1	0.05	-1	0.9919614447027396	1.0
bitcoin 	Think of # Bitcoin as you read this : When You Change the World and No One Notices — Collaborative Fundhttp://www.collaborativefund.com/blog/when-you-change-the-world-and-no-one-notices/ …	VinnyLingham	72	52	1473187882	773232138879508480	https://twitter.com/VinnyLingham/status/773232138879508480		#		1	0.30	-1	0.9919614447027396	1.0
litecoin 	@ fomosapiens Yup, too busy to answer. Anyways, check https://litecoincore.org/  for what we are going to work on.	SatoshiLite	1	0	1473156616	773101001054183424	https://twitter.com/SatoshiLite/status/773101001054183424			@	-1	0	0	0.9919614447027396	1.0
bitcoin 	Two days to JRE and LA meetup RSVP for free here:https://www.meetup.com/Los-Angeles-Bitcoin/events/233382525/ …	aantonop	22	12	1473125528	772970605251440640	https://twitter.com/aantonop/status/772970605251440640				1	0.51	1	0.9919614447027396	1.0
bitcoin 	plan to buy and hold some while awaiting fungibility in bitcoin.	TuurDemeester	1	0	1473163875	773131447041347584	https://twitter.com/TuurDemeester/status/773131447041347584				1	0	0	0.9919614447027396	1.0
bitcoin 	# Equality is what # Bitcoin represents. Subscribe--> http://buff.ly/1TFC7sO pic.twitter.com/723bYZg5ac	DollarVigilante	8	3	1473183758	773214841062494209	https://twitter.com/DollarVigilante/status/773214841062494209		# #		1	0	0	0.9919614447027396	1.0
bitcoin 	# Bitcoin is on a tear! We predicted this rise Subscribe here--> http://buff.ly/1TFC7sO # Investingpic.twitter.com/1hHwr5cMw9	DollarVigilante	11	1	1473159093	773111387233062912	https://twitter.com/DollarVigilante/status/773111387233062912		# #		1	0	0	0.9919614447027396	1.0
bitcoin 	Virtual Gold: Why Beijing is Leading China's # Bitcoin Revolution # fintech # blockchainhttp://www.thatsmags.com/beijing/post/15274/beijing-bitcoin-china …	sbmeunier	2	8	1473184217	773216766742913024	https://twitter.com/sbmeunier/status/773216766742913024		# # #		1	0	0	0.9919614447027396	1.0
bitcoin 	There will be a serie 'Startup' focused on fictional # bitcoin! # fintech # blockchainhttp://www.cnbc.com/2016/09/02/new-streaming-show-startup-rides-bitcoin-fintech-crazes.html …	sbmeunier	9	12	1473141625	773038123110502400	https://twitter.com/sbmeunier/status/773038123110502400		# # #		1	0.22	1	0.9919614447027396	1.0
bitcoin ethereum 	@ DelRayMan # Ethereum is an Altcoin # Blockchain. # Bitcoin is the most secure Blockxhain in the world.	SimonDixonTwitt	0	0	1473156388	773100042202800128	https://twitter.com/SimonDixonTwitt/status/773100042202800128		# # #	@	1	0.20	1	0.9919614447027396	1.0
bitcoin 	@ mpmcsweeney Again websites storing Bitcoin. Not Bitcoin. Bitcoin has never been hacked.	SimonDixonTwitt	0	1	1473156267	773099535879004160	https://twitter.com/SimonDixonTwitt/status/773099535879004160			@	1	0.10	1	0.9919614447027396	1.0
bitcoin 	That is a Bitcoin exchange. Not Bitcoin. Bitcoin has not been hacked and requires no Counterparty risk	SimonDixonTwitt	0	0	1473156233	773099392580653056	https://twitter.com/SimonDixonTwitt/status/773099392580653056				1	0.09	-1	0.9919614447027396	1.0
bitcoin 	Not sure. Bitcoin has never been hacked. Some companies that store bitcoins for others have.	SimonDixonTwitt	0	0	1473156013	773098470412550144	https://twitter.com/SimonDixonTwitt/status/773098470412550144				1	0.21	1	0.9919614447027396	1.0
bitcoin 	“This was a pretty heady romance.” http://ow.ly/sHUH303WRPX @ tylerwinklevoss discussing # bitcoin on my latest podcast Unchained	laurashin	13	3	1473188448	773234513556144128	https://twitter.com/laurashin/status/773234513556144128		#	@	1	0.49	1	0.9919614447027396	1.0
bitcoin 	Tyler And Cameron Winklevoss On Why They Fell In Love With # Bitcoin http://ow.ly/ihMH303WQNO @ GeminiDotCom @ winklevoss @ tylerwinklevoss	laurashin	16	14	1473181593	773205759718989824	https://twitter.com/laurashin/status/773205759718989824		#	@ @ @	1	0.64	1	0.9919614447027396	1.0
bitcoin 	Revealed: Google’s plan for quantum computer supremacy http://buff.ly/2cCG5Hq  <- all your bitcoins are belong to us	dgwbirch	3	9	1473158157	773107461565849600	https://twitter.com/dgwbirch/status/773107461565849600				1	0.05	1	0.9919614447027396	1.0
bitcoin 	Virtual Gold: Why Beijing is Leading China's Bitcoin Revolution http://www.thatsmags.com/beijing/post/15274/beijing-bitcoin-china … by @ n_mateer @ Thats_Beijing	jonmatonis	14	12	1473136886	773018245381103616	https://twitter.com/jonmatonis/status/773018245381103616			@ @	1	0	0	0.9919614447027396	1.0
bitcoin 	. @ CashaaLtd CEO @krgauravITC at Bitcoin Wednesday Amsterdam TOMORROW ! see http://goo.gl/7pKPVy # blockchainpic.twitter.com/rEoWkgABji	BlockchainGirl	1	0	1473162196	773124404846952448	https://twitter.com/BlockchainGirl/status/773124404846952448		#	@ @krgauravITC	1	0	0	0.9919614447027396	1.0
bitcoin 	Solution: get banks to buy bitcoins.	lopp	1	0	1473191574	773247622924697600	https://twitter.com/lopp/status/773247622924697600				1	0.32	1	0.9919614447027396	1.0
bitcoin 	We embrace remote work at @ BitGo; message me if you're a programmer who's passionate about Bitcoin & cryptocurrency!https://medium.com/@margotcodes/going-remote-why-remote-work-should-change-the-future-of-startup-culture-4803bc5a6bef#.afp74yna6 …	lopp	29	15	1473184049	773216062326312960	https://twitter.com/lopp/status/773216062326312960		#	@ @margotcodes	1	0.36	1	0.9919614447027396	1.0
ethereum 	Obvious H&S, and Triple-EMA turned green on the 4h. Shouldn't be too long now... $ ETC @ EthereumClassicpic.twitter.com/suKkKyNj6H	onemanatatime	24	13	1473164497	773134056997330948	https://twitter.com/onemanatatime/status/773134056997330948			@	-1	0	0	0.9919614447027396	1.0
bitcoin 	Smaller blockchains find soltion against DoS attacks # Krypton # Shift # Blockchain # Bitcoin # FinTechhttp://cryptohustle.com/smaller-blockchains-find-a-solution-against-network-attacks …	CryptoHustle	17	14	1473198798	773277922383712256	https://twitter.com/CryptoHustle/status/773277922383712256		# # # # #		1	0.44	-1	0.9919614447027396	1.0
ethereum 	# ICONOMI $ ICN # blockchain # FinTech # Ethereum http://cryptohustle.com/iconomi-will-bring-crypto-financial-instruments-to-ethereum …	CryptoHustle	6	3	1473188603	773235163824136192	https://twitter.com/CryptoHustle/status/773235163824136192		# # # #		1	0	0	0.9919614447027396	1.0
bitcoin 	Giving my first post-release fireside chat on 9/22 in St. Petersburg, Florida followed by VIP dinner. # Bitcoin RSVP! http://meetu.ps/2ZZqCJ	CharlieShrem	26	12	1473198453	773276476082839552	https://twitter.com/CharlieShrem/status/773276476082839552		#		1	0.38	1	0.9919614447027396	1.0
bitcoin 	TV to bring # Bitcoin to the masses.https://twitter.com/cointelegraph/status/773146004153655296 …	cburniske	1	0	1473170219	773158056351916032	https://twitter.com/cburniske/status/773158056351916032		#		1	0	0	0.9919614447027396	1.0
bitcoin 	"Florida may soon become a # Bitcoin thought leader in the US: ""it's actually money and can be used legitimately""http://www.coindesk.com/florida-senator-drafting-bill-recognize-bitcoin-money/ …"	cburniske	3	2	1473166824	773143815519477760	https://twitter.com/cburniske/status/773143815519477760		#		1	0	0	0.9919614447027396	1.0
bitcoin 	And # bitcoin makes it incredibly easy to do so!https://twitter.com/giulioprisco/status/773065650227085312 …	cburniske	0	0	1473162238	773124579258662914	https://twitter.com/cburniske/status/773124579258662914		#		1	0.27	1	0.9919614447027396	1.0
ethereum 	# Ethereum May Be Undergoing Allopatric Speciation via $ ETH and $ ETC http://arkinv.st/2cbVDjy pic.twitter.com/mZhmdIKg4Z	cburniske	3	2	1473118620	772941634900267008	https://twitter.com/cburniske/status/772941634900267008		#		1	0	0	0.9919614447027396	1.0
bitcoin 	Using @ RSKsmart # bitcoin could be reserve currency for 100's of online games. TAM could be huge as # VR takes off & gamers demand fungibility	cburniske	6	1	1473113540	772920324421713920	https://twitter.com/cburniske/status/772920324421713920		# #	@	1	0.10	1	0.9924405772135629	1.0
