currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
bitcoin 	‘Bigger Blocks’ = losing game. The blocks will never be big enough ( SegWit addresses this), but the loss of decentralization of Big Blocks repudiates Satoshi’s White Paper, unquestionably. I wonder whether BCH supporters are really suicide-blockers and crypto-statists. # Bitcoin	maxkeiser	601	149	1525544554	992831939592773633	https://twitter.com/maxkeiser/status/992831939592773633		#		1	0.16	-1	0.9789066417246592	-1.0
bitcoin 	Volatility decline in # Bitcoin as well as rapid growth in use as a MoE will kick in at $100,000.pic.twitter.com/fkIXE0atDO	maxkeiser	135	33	1525542745	992824351555715072	https://twitter.com/maxkeiser/status/992824351555715072		#		1	0.57	1	0.9789066417246592	-1.0
bitcoin 	You’re assuming # Bitcoin is not adopted in galaxies outside of our own.	maxkeiser	140	9	1525528877	992766181760266240	https://twitter.com/maxkeiser/status/992766181760266240		#		1	0	0	0.9789066417246592	-1.0
bitcoin 	# Bitcoin $10,000 will trigger massive buy-stop orders.pic.twitter.com/tHEgIJwurV	maxkeiser	303	102	1525471298	992524680283197441	https://twitter.com/maxkeiser/status/992524680283197441		#		1	0	0	0.9839682065076962	1.0
bitcoin 	If you want to use the State to reward your friends and punish your enemies, you’re the exact kind of person Bitcoin was meant to bypass.	rogerkver	1207	286	1525535394	992793517595357184	https://twitter.com/rogerkver/status/992793517595357184				1	0.13	1	0.9789066417246592	-1.0
bitcoin 	Bitcoin had a significant first mover advantage. The analogy breaks down because you now have potential cloners with communities that have the first mover advantage.	naval	5	0	1525473734	992534895711797248	https://twitter.com/naval/status/992534895711797248				1	0.34	1	0.9839682065076962	1.0
bitcoin 	Bitcoin Q&A: Cryptographic primitiveshttps://youtu.be/RIckQ6RBt5E	aantonop	156	73	1525532927	992783170528477185	https://twitter.com/aantonop/status/992783170528477185				1	0	0	0.9789066417246592	-1.0
ripple 	I know @ Melt_Dem and @ brian_armstrong were fans... maybe they have more patience for dealing with the Ripple community and could take it on.	ummjackson	16	1	1525554599	992874071154020352	https://twitter.com/ummjackson/status/992874071154020352			@ @	-1	0	0	0.9789066417246592	-1.0
ripple 	I'm considering shutting down http://arewedecentralizedyet.com  because I don't have the energy to deal with the ridiculous Ripple/XRP people in my mentions. What a toxic dumpster fire of a community.	ummjackson	567	91	1525554368	992873101963624448	https://twitter.com/ummjackson/status/992873101963624448				-1	0.49	-1	0.9789066417246592	-1.0
ripple 	This was my original logic and then the Ripple folks got all angry at me.	ummjackson	3	0	1525554278	992872724753072128	https://twitter.com/ummjackson/status/992872724753072128				1	0.25	-1	0.9789066417246592	-1.0
