currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vad_sent	vad_pol	cnn_sent	cnn_pol
ethereum 	More gov applications: EU and UN looking at using ethereum to help refugeeshttp://www.altcointoday.com/european-union-is-joining-un-to-help-refugees-using-ethereum/ …	VitalikButerin	1948	947	1504423399	904243390803529728	https://twitter.com/VitalikButerin/status/904243390803529728				1	0.40	1	0.9141593609033503	-1.0
bitcoin 	This applies: https://cointelegraph.com/news/centralized-state-digital-tokens-cant-compete-with-bitcoin-max-keiser … Also, if you missed this; read this: https://hackernoon.com/jekyllcoin-the-us-governments-doomed-attempt-to-kill-bitcoin-ee9996c03a94 …https://twitter.com/RichardHeartWin/status/904335955171082242 …	maxkeiser	20	9	1504454810	904375141492281344	https://twitter.com/maxkeiser/status/904375141492281344				-1	0.30	-1	0.9141593609033503	-1.0
bitcoin litecoin 	Want to mine LTC? Check out this Litecoin USB miner. 10-15% of profits will be donated to @ LTCFoundation! https://bitcointalk.org/index.php?topic=2141261.0 …https://twitter.com/JStefanop1/status/904418164485783552 …	SatoshiLite	803	267	1504466998	904426261354651648	https://twitter.com/SatoshiLite/status/904426261354651648			@	-1	0.14	1	0.9141593609033503	-1.0
bitcoin 	Don't like # BitcoinCash? Don't use it. Don't like # segwit? Don't use it. Don't like # Altcoins? Don't use them. Free Choice = Free Market	rogerkver	1497	364	1504449619	904353368000184326	https://twitter.com/rogerkver/status/904353368000184326		# # #		-1	0.01	-1	0.9141593609033503	-1.0
bitcoin 	It's not even an opinion or a side. I'm simply describing my experience with segwit, a new capability of bitcoin. It results in lower fees.	aantonop	109	16	1504467152	904426906556170248	https://twitter.com/aantonop/status/904426906556170248				1	0.10	-1	0.9141593609033503	-1.0
bitcoin 	I lightened up my crypto trading portfolio significantly. Thinking to jump back in if Bitcoin breaks above $5,000 or below $3,500.	TuurDemeester	136	35	1504408762	904182002290700290	https://twitter.com/TuurDemeester/status/904182002290700290				1	0	0	0.9141593609033503	-1.0
bitcoin 	Missed this when it came out. @ Nathanielpopper interviewed several crypto people who got hacked, lost 6 digit sums.https://mobile.nytimes.com/2017/08/21/business/dealbook/phone-hack-bitcoin-virtual-currency.html?referer= …	TuurDemeester	40	28	1504407173	904175336170151937	https://twitter.com/TuurDemeester/status/904175336170151937			@	-1	0.30	-1	0.9141593609033503	-1.0
bitcoin 	Bitcoin would be 43rd on this list. https://www.cia.gov/library/publications/the-world-factbook/rankorder/2214rank.html …pic.twitter.com/MHjojXppt2	cryptomanran	5	4	1504408939	904182743935963140	https://twitter.com/cryptomanran/status/904182743935963140				1	0	0	0.9141593609033503	-1.0
bitcoin 	Happy # LaborDayWeekend! # Bitcoinpic.twitter.com/ba2tnSbrav	haydentiff	53	15	1504460832	904400398487838720	https://twitter.com/haydentiff/status/904400398487838720		# #		1	0.31	1	0.9141593609033503	-1.0
bitcoin 	What is being swapped on Bitcoin's ledger besides Bitcoin?	haydentiff	1	0	1504457802	904387687876055042	https://twitter.com/haydentiff/status/904387687876055042				1	0	0	0.9141593609033503	-1.0
bitcoin 	Meat space markets won't open for another 10 days in crypto-time! https://steemit.com/bitcoin/@keiserreport/meat-space-markets-won-t-open-for-another-10-days-in-crypto-time … h/t @ alexpickard	stacyherbert	7	3	1504451189	904359953183408128	https://twitter.com/stacyherbert/status/904359953183408128			@keiserreport @	0	0	0	0.9141593609033503	-1.0
ethereum 	The EU & UN look at using # ethereum to help refugees gain access to essential services http://bit.ly/2ew7hoO # blockchain # fintech # techpic.twitter.com/ltYOCZpvFQ	sallyeaves	21	23	1504473696	904454353003712516	https://twitter.com/sallyeaves/status/904454353003712516		# # # #		1	0.73	1	0.9141593609033503	-1.0
bitcoin 	We Predicted it! # Bitcoin to the Moon. Subscribe here--> https://dollarvigilante.com/2tt pic.twitter.com/fUAMN9kUZv	DollarVigilante	7	85	1504449632	904353421737816065	https://twitter.com/DollarVigilante/status/904353421737816065		#		1	0	0	0.9141593609033503	-1.0
bitcoin 	Join us and learn how to protect your assets https://dollarvigilante.com/2tt # Pentagon # War # Bitcoinpic.twitter.com/58ITlkHceH	DollarVigilante	3	99	1504391973	904111584494194688	https://twitter.com/DollarVigilante/status/904111584494194688		# # #		1	0.15	1	0.9797512181216922	1.0
bitcoin 	# Blockchain MD Says # Bitcoin Is Not in a Bubble Long Termhttps://www.bloomberg.com/news/videos/2017-08-29/blockchain-md-bitcoin-is-not-in-a-bubble-long-term-video?cmpId=flipboard …	dinisguarda	7	17	1504406220	904171338658705408	https://twitter.com/dinisguarda/status/904171338658705408		# #		1	0	0	0.9141593609033503	-1.0
bitcoin 	# Bitcoin Is Anonymous — Unless You’re Busted By Website Cookieshttp://flip.it/tEV-LB	dinisguarda	0	2	1504405961	904170254041059328	https://twitter.com/dinisguarda/status/904170254041059328		#		1	0	0	0.9141593609033503	-1.0
bitcoin 	The slide deck on # blockchain Technology startup market, trends and insights, recent funding events: # bitcoin https://www.slideshare.net/NathanPacer/venture-scanner-blockchain-tech-report-q2-2017 …	sbmeunier	1	2	1504469710	904437636261142528	https://twitter.com/sbmeunier/status/904437636261142528		# #		1	0	0	0.9141593609033503	-1.0
bitcoin 	# bitcoin payments firm BitPesa secures Greycroft as lead investor for $10 million total funding: # fintech http://on.forbes.com/60108IWby pic.twitter.com/LmMUmQC5LJ	sbmeunier	3	18	1504404984	904166155975364609	https://twitter.com/sbmeunier/status/904166155975364609		# #		1	0.32	1	0.9141593609033503	-1.0
