bitcoin 	Internet archive continues to accept and expand accepting crypto for donations (now it's taking BTC, BCH, ZEC, ETH). Donation link here: https:// archive.org/donate/bitcoin .php … https:// twitter.com/internetarchiv e/status/959640651024314368 …	VitalikButerin	1804	542	2018-02-06 08:26:06	960776599795879936	https://twitter.com/VitalikButerin/status/960776599795879936			
	This is correct.	haydentiff	7	0	2018-02-06 20:33:35	960959679122853890	https://twitter.com/haydentiff/status/960959679122853890			
	I can’t hear you. Anonymous cowards don’t have a voice. #ByeFelicia	haydentiff	30	2	2018-02-06 20:05:01	960952489699954688	https://twitter.com/haydentiff/status/960952489699954688		#ByeFelicia	
	https:// twitter.com/joelkatz/statu s/960743147897700352 …	haydentiff	3	0	2018-02-06 20:00:37	960951382357561345	https://twitter.com/haydentiff/status/960951382357561345			
	That blog post has been shamed to death for the past 20 hours and here you go posting it all proud, hahahahaha.	haydentiff	5	1	2018-02-06 19:56:39	960950381734977536	https://twitter.com/haydentiff/status/960950381734977536			
	Agreed!	haydentiff	0	0	2018-02-06 19:52:46	960949406919987203	https://twitter.com/haydentiff/status/960949406919987203			
	*you’re	haydentiff	1	0	2018-02-06 18:33:40	960929501357146112	https://twitter.com/haydentiff/status/960929501357146112			
	Was I one of them?	haydentiff	4	1	2018-02-06 18:31:24	960928929757433861	https://twitter.com/haydentiff/status/960928929757433861			
	You don’t?!	haydentiff	6	1	2018-02-06 18:30:44	960928759997194241	https://twitter.com/haydentiff/status/960928759997194241			
	Clever!	haydentiff	3	0	2018-02-06 18:28:20	960928159117008896	https://twitter.com/haydentiff/status/960928159117008896			
	He can out argue me and it *kills* me, lol.	haydentiff	5	0	2018-02-06 18:22:55	960926793225195524	https://twitter.com/haydentiff/status/960926793225195524			
	Call me when the masks come off.	haydentiff	2	0	2018-02-06 18:22:05	960926583539355649	https://twitter.com/haydentiff/status/960926583539355649			
	Thanks.	haydentiff	5	0	2018-02-06 18:21:12	960926362818236416	https://twitter.com/haydentiff/status/960926362818236416			
	He knows.	haydentiff	8	1	2018-02-06 18:19:07	960925838043701249	https://twitter.com/haydentiff/status/960925838043701249			
	Does he have a sharp tongue like this guy? I don’t know where he gets it from... pic.twitter.com/M6X3FrowgW	haydentiff	12	1	2018-02-06 18:12:37	960924201753378816	https://twitter.com/haydentiff/status/960924201753378816			
	My patience is gone. It’s less taxing on people who don’t really care as much. That’s why paid FUD fighters would work out better than relying those who have practically invested their souls.	haydentiff	31	1	2018-02-06 18:02:37	960921683623366656	https://twitter.com/haydentiff/status/960921683623366656			
	I wish!	haydentiff	2	0	2018-02-06 17:54:04	960919532020920320	https://twitter.com/haydentiff/status/960919532020920320			
	It’s not just me. Almost every intelligent conversation I read on Twitter has children interrupting to ask or complain about the price of crypto. Start a new conversation for crying out loud. Real life manners can be used online.	haydentiff	24	4	2018-02-06 17:45:01	960917257424637952	https://twitter.com/haydentiff/status/960917257424637952			
	Oh oh oh! And I’d hire a second group of teenagers, maybe even pre-teens, to start writing nonstop “articles” about the projects the main FUDers are working on. Keep THEM busy defending idiotic nonsense that just won’t go away.	haydentiff	32	3	2018-02-06 17:41:30	960916370203594752	https://twitter.com/haydentiff/status/960916370203594752			
	Have you seen this? https:// twitter.com/coinbase/statu s/960726774391828481 …	haydentiff	0	0	2018-02-06 17:26:14	960912530720817157	https://twitter.com/haydentiff/status/960912530720817157			
	Which bank?	haydentiff	0	0	2018-02-06 17:25:32	960912351292723201	https://twitter.com/haydentiff/status/960912351292723201			
	I’ve reached my limit.!	haydentiff	1	0	2018-02-06 17:24:59	960912214663335936	https://twitter.com/haydentiff/status/960912214663335936			
ripple 	Of course. These aren’t high-level arguments. The entire strategy being used against Ripple is to make up BS and keep repeating it in varied ways until you wear everybody down. Defending against it would be the perfect after school job for a large group of teenagers.	haydentiff	42	5	2018-02-06 17:21:24	960911311579369472	https://twitter.com/haydentiff/status/960911311579369472			
	Bitstamp is the easiest way that I know of. Did you call your bank?	haydentiff	0	0	2018-02-06 17:11:14	960908755327160321	https://twitter.com/haydentiff/status/960908755327160321			
	Nobody plans on rage quitting. There just comes a day when you suddenly cannot take one more second of bullshit and you just say “Fuck it” and leave.	haydentiff	1	0	2018-02-06 17:06:53	960907660496461826	https://twitter.com/haydentiff/status/960907660496461826			
	These are NOT high level arguments.	haydentiff	2	0	2018-02-06 17:05:02	960907192839884800	https://twitter.com/haydentiff/status/960907192839884800			
ripple 	He is Ripple’s chief cryptographer and arguably *the* most valuable asset. There should be a team dedicated to correcting FUD. Forcing @JoelKatz to man the front line is idiotic. And yes, because nobody else is doing it, JK is forced to defend it himself.	haydentiff	48	5	2018-02-06 17:04:19	960907012988198912	https://twitter.com/haydentiff/status/960907012988198912			@JoelKatz
	These aren’t sparring matches. They aren’t even high-level arguments. It’s nonstop bullshit and attacks that has gone on for YEARS. This is a toxic space that is known for people “rage quitting” and leaving because who the hell wants to live like this forever?	haydentiff	38	4	2018-02-06 16:59:49	960905880232439808	https://twitter.com/haydentiff/status/960905880232439808			
ripple 	I love watching @JoelKatz in action too, but where is @Ripple ? When you play chess, the pawns don’t hide behind the King. cc: @bgarlinghouse	haydentiff	92	12	2018-02-06 16:24:09	960896903415238656	https://twitter.com/haydentiff/status/960896903415238656			@JoelKatz @Ripple @bgarlinghouse
bitcoin 	Perspective. #Bitcoin $ XRP #xrpthestandard #TuesdayThoughts https:// twitter.com/rockerest/stat us/91885405368098816 …	haydentiff	71	19	2018-02-06 16:04:16	960891900948566016	https://twitter.com/haydentiff/status/960891900948566016		#Bitcoin #xrpthestandard #TuesdayThoughts	
	Question everything.	haydentiff	14	3	2018-02-06 15:22:07	960881293151100928	https://twitter.com/haydentiff/status/960881293151100928			
	It’s so rude to jump into a conversation on Twitter and ask a completely unrelated question -“but when will the price of crypto stop dropping?” Nobody has a crystal ball. Don’t interrupt the people who are working hard to grow the ecosystem to interject negative nonsense. /rant	haydentiff	474	54	2018-02-06 14:31:16	960868498972053504	https://twitter.com/haydentiff/status/960868498972053504			
	@BitMEXResearch , Still planning on keeping the word “research” in your handle? LOL. Getting your ass handed to you by @JoelKatz was brutal. #DeleteYourAccount	haydentiff	89	25	2018-02-06 14:09:38	960863051883991043	https://twitter.com/haydentiff/status/960863051883991043		#DeleteYourAccount	@BitMEXResearch @JoelKatz
	https:// twitter.com/haydentiff/sta tus/960734339448365056 …	haydentiff	1	0	2018-02-06 05:40:01	960734801895526402	https://twitter.com/haydentiff/status/960734801895526402			
bitcoin ripple 	I took a quick glance and it’s just as moronic as I expected. “To address the success of Bitcoin, Ripple now planned to allow Bitcoin payments on its network” It’s always been a currency agnostic network!!!! It exists ENTIRELY to serve other currencies. <smh>	haydentiff	58	13	2018-02-06 05:38:10	960734339448365056	https://twitter.com/haydentiff/status/960734339448365056			
	I’ll read it tomorrow, for sure.	haydentiff	5	0	2018-02-06 05:30:18	960732357283270657	https://twitter.com/haydentiff/status/960732357283270657			
	You think it’s going back to $.00045?	haydentiff	0	0	2018-02-06 05:29:04	960732047676461056	https://twitter.com/haydentiff/status/960732047676461056			
	https:// twitter.com/haydentiff/sta tus/960729188092272640 …	haydentiff	3	0	2018-02-06 05:24:56	960731009850511367	https://twitter.com/haydentiff/status/960731009850511367			
	Crazy how they make us beg! I thought @bgarlinghouse said there was going to be swag? Or maybe that was only when I started directing people to the dark web... $ XRP #xrpthestandard	haydentiff	15	1	2018-02-06 05:24:13	960730825917681666	https://twitter.com/haydentiff/status/960730825917681666		#xrpthestandard	@bgarlinghouse
ripple 	I’ll read it tomorrow. I can tell it’s probably going to need a bunch of corrections, just like almost every article written about Ripple. It’s exhausting.	haydentiff	13	0	2018-02-06 05:17:42	960729188092272640	https://twitter.com/haydentiff/status/960729188092272640			
	Awww!	haydentiff	1	0	2018-02-06 04:54:16	960723292414980096	https://twitter.com/haydentiff/status/960723292414980096			
	If it was so lame, you wouldn’t keep talking about it. Run along now.	haydentiff	4	1	2018-02-06 04:37:14	960719005584519168	https://twitter.com/haydentiff/status/960719005584519168			
	No way!	haydentiff	1	0	2018-02-06 04:36:10	960718736700436480	https://twitter.com/haydentiff/status/960718736700436480			
	I know! I struggle with it. I’m an over-thinker. pic.twitter.com/HCu6X4BzGd	haydentiff	33	1	2018-02-06 04:32:54	960717911999598592	https://twitter.com/haydentiff/status/960717911999598592			
	Me too.	haydentiff	1	0	2018-02-06 04:27:49	960716635312132096	https://twitter.com/haydentiff/status/960716635312132096			
	Yay!	haydentiff	0	0	2018-02-06 04:27:15	960716492865142784	https://twitter.com/haydentiff/status/960716492865142784			
	Oh snap! Looks like a challenge! I have been meaning to get back to yoga. My chi isn’t going to balance itself, haha.	haydentiff	8	1	2018-02-06 04:26:22	960716270743314438	https://twitter.com/haydentiff/status/960716270743314438			
		haydentiff	4	0	2018-02-06 04:04:39	960710802964733952	https://twitter.com/haydentiff/status/960710802964733952			
	Hahahahaha	haydentiff	3	0	2018-02-06 04:03:31	960710517114490881	https://twitter.com/haydentiff/status/960710517114490881			
	If you can wait until tomorrow, I will send you instructions. I wrote these, but they aren’t clear enough. https:// medium.com/@haydentiff/ho w-to-add-erc20-tokens-to-edge-b75ff9a1692c?source=linkShare-c4107ebb5102-1517885129 …	haydentiff	2	0	2018-02-06 03:45:36	960706012046032896	https://twitter.com/haydentiff/status/960706012046032896			@haydentiff
	This is where we’re at right now. https:// twitter.com/captaincryptoh d/status/956266091931582464 …	haydentiff	3	0	2018-02-06 03:43:34	960705500185792512	https://twitter.com/haydentiff/status/960705500185792512			
	These are the main steps, assuming you already know how to find the contract number. Let me know if you don’t. pic.twitter.com/yLsn3fIFfM	haydentiff	1	0	2018-02-06 03:41:39	960705017962487808	https://twitter.com/haydentiff/status/960705017962487808			
	Absolutely!	haydentiff	5	0	2018-02-06 03:31:09	960702375211225089	https://twitter.com/haydentiff/status/960702375211225089			
	Thanks! #ERC20 pic.twitter.com/7MYYFIVYLt	haydentiff	2	0	2018-02-06 03:22:41	960700241828876288	https://twitter.com/haydentiff/status/960700241828876288		#ERC20	
		haydentiff	0	0	2018-02-06 03:19:45	960699506424733696	https://twitter.com/haydentiff/status/960699506424733696			
	I’m not buying or selling so why wouldn’t I be able to go a day without looking? I’d rather use my time and energy to help build the things I want to exist.	haydentiff	0	0	2018-02-06 03:18:57	960699302552195072	https://twitter.com/haydentiff/status/960699302552195072			
	Ok. Edge holds all ERC20 tokens. I’m going to update the instructions I made the other day and then I’ll post them.	haydentiff	2	0	2018-02-06 03:14:45	960698246581637126	https://twitter.com/haydentiff/status/960698246581637126			
	Isn’t #TRX an ERC20 token or no?	haydentiff	1	0	2018-02-06 03:12:14	960697612226781184	https://twitter.com/haydentiff/status/960697612226781184		#TRX	
	Nope!	haydentiff	1	0	2018-02-06 03:10:21	960697141009305601	https://twitter.com/haydentiff/status/960697141009305601			
	Time gets really weird once you enter crypto...	haydentiff	1	0	2018-02-06 03:09:29	960696919747018752	https://twitter.com/haydentiff/status/960696919747018752			
	There’s a direct download link for Android on our website: http:// EdgeSecure.co	haydentiff	0	0	2018-02-06 03:08:54	960696776142573569	https://twitter.com/haydentiff/status/960696776142573569			
	All coins should have wallets that they can be stored in. For coins that are not supported by Edge, you will have to research options to find the most secure wallet.	haydentiff	0	0	2018-02-06 03:06:55	960696275111989249	https://twitter.com/haydentiff/status/960696275111989249			
bitcoin 	I haven’t looked once today. If you’re not a trader, build! Or learn. Or help somebody else learn! There is so much more to crypto than speculating. #Bitcoin $ XRP #xrpthestandard https:// twitter.com/tpaintltd/stat us/960692232775979008 …	haydentiff	39	6	2018-02-06 02:53:41	960692945904197633	https://twitter.com/haydentiff/status/960692945904197633		#Bitcoin #xrpthestandard	
ethereum 	Send me an #Ethereum addy and I’ll send you some funds to play around.	haydentiff	1	1	2018-02-06 02:47:41	960691434188890112	https://twitter.com/haydentiff/status/960691434188890112		#Ethereum	
	Thank you!!!	haydentiff	1	0	2018-02-06 02:45:46	960690950447206401	https://twitter.com/haydentiff/status/960690950447206401			
bitcoin 	Developers who are building #blockchain apps and in need of key management solutions should get in touch with us! @EdgeSecure offers the world’s 1st Single Sign-on for encrypted data! (The bar is officially raised.) #Bitcoin #security #privacy #dApps https:// twitter.com/haydentiff/sta tus/960687330028814336 …	haydentiff	39	18	2018-02-06 02:44:10	960690550855827456	https://twitter.com/haydentiff/status/960690550855827456		#blockchain #Bitcoin #security #privacy #dApps	@EdgeSecure
	No catch. https:// twitter.com/haydentiff/sta tus/960687330028814336 …	haydentiff	1	0	2018-02-06 02:40:23	960689597264080898	https://twitter.com/haydentiff/status/960689597264080898			
	Because your personal data doesn’t belong to you, silly. It was an exaggeration regarding our current trajectory. Have you read The Circle? pic.twitter.com/0v4b5XiLRK	haydentiff	1	0	2018-02-06 02:38:13	960689052159651840	https://twitter.com/haydentiff/status/960689052159651840			
	A few blog posts that you might find helpful. (Airbitz is rebranding into Edge) https:// blog.edgesecure.co/how-to-maximiz e-airbitz-edge-security-435eb2332961 … https:// blog.edgesecure.co/how-does-airbi tz-secure-my-private-keys-323af95e14a0 … https:// blog.edgesecure.co/one-touch-2-fa ctor-authentication-2fa-what-is-it-and-how-do-i-set-it-up-5f96a125a940 … https:// airbitz.co/go/edge-securi ty-a-new-paradigm-in-privacy-and-security/ …	haydentiff	0	0	2018-02-06 02:34:05	960688011007660033	https://twitter.com/haydentiff/status/960688011007660033			
	We license our Edge Security API / SDK to blockchain applications. Many #dApps are in need of key management solutions.	haydentiff	1	0	2018-02-06 02:31:22	960687330028814336	https://twitter.com/haydentiff/status/960687330028814336		#dApps	
	There are no fees. All data is encrypted on a user’s device, so there is no central honey pot for hackers. Nobody, not even Edge, has access to nor knowledge of your account.	haydentiff	1	0	2018-02-06 02:22:09	960685008225734657	https://twitter.com/haydentiff/status/960685008225734657			
	Would you mind sending me a DM with your email address and I’ll look into it? In the meantime, check your junk folder for an email from TestFlight. Sometimes it ends up there. (iOS or Android?)	haydentiff	0	0	2018-02-06 02:19:27	960684330430488581	https://twitter.com/haydentiff/status/960684330430488581			
	No fees at all!	haydentiff	1	0	2018-02-06 02:18:20	960684048803868674	https://twitter.com/haydentiff/status/960684048803868674			
	Thank you!	haydentiff	2	0	2018-02-06 02:16:07	960683491024363520	https://twitter.com/haydentiff/status/960683491024363520			
	Yeah, I have used @Airbitz religiously. I can’t even remember what I using before. Time is weird in crypto. 1 year is like the equivalent of 10! Lol.	haydentiff	2	0	2018-02-06 02:15:30	960683334744576000	https://twitter.com/haydentiff/status/960683334744576000			@Airbitz
	Done.	haydentiff	1	0	2018-02-06 02:12:44	960682640616644608	https://twitter.com/haydentiff/status/960682640616644608			
	You guys must not know many homeschooling families... pic.twitter.com/cMkkJrJB0N	haydentiff	3	0	2018-02-06 02:11:38	960682362211315712	https://twitter.com/haydentiff/status/960682362211315712			
		haydentiff	1	0	2018-02-06 02:04:38	960680600356245505	https://twitter.com/haydentiff/status/960680600356245505			
	I’ll wait for @paullinator to chime in on this.	haydentiff	1	0	2018-02-06 02:03:02	960680198613143553	https://twitter.com/haydentiff/status/960680198613143553			@paullinator
	Let me check and see when that functionality will be available.	haydentiff	0	0	2018-02-06 01:57:04	960678697748586498	https://twitter.com/haydentiff/status/960678697748586498			
	Definitely! Thank you!	haydentiff	0	0	2018-02-06 01:54:14	960677983945097216	https://twitter.com/haydentiff/status/960677983945097216			
	Oh no, I’m sorry! Would you mind sending me a DM with your email address and I’ll look into it? In the meantime, check your junk folder for an email from TestFlight. Sometimes it ends up there. (iOS or Android?)	haydentiff	0	0	2018-02-06 01:53:24	960677773013667841	https://twitter.com/haydentiff/status/960677773013667841			
		haydentiff	2	0	2018-02-06 01:50:46	960677110162579457	https://twitter.com/haydentiff/status/960677110162579457			
	There’s a bizarre inside joke going on that I haven’t quite figured out but it has to do with no pants, lol.	haydentiff	2	0	2018-02-06 01:49:38	960676826438950914	https://twitter.com/haydentiff/status/960676826438950914			
	LMAO! You get me by putting it right at the end, out of nowhere! LOL!	haydentiff	4	0	2018-02-06 01:48:28	960676531050811392	https://twitter.com/haydentiff/status/960676531050811392			
	I have no idea why the market does what it does (crypto or the stock market). I buy and hold based on fundamentals. I’m not a trader. I am a spender though, haha. I love transacting with crypto.	haydentiff	2	1	2018-02-06 01:47:06	960676188124532736	https://twitter.com/haydentiff/status/960676188124532736			
	No! I wished I would have taken notes and screenshots when I first downloaded mine. I wonder if I can get another invite and download it on my son’s phone to do just that. I’ll check. Thanks!	haydentiff	0	0	2018-02-06 01:44:07	960675436438179841	https://twitter.com/haydentiff/status/960675436438179841			
	I value open source technology that allows me to securely maintain control over my digital assets.	haydentiff	1	0	2018-02-06 01:40:36	960674551318437888	https://twitter.com/haydentiff/status/960674551318437888			
bitcoin 	Don’t you remember the disaster that was the Bitcoin Bowl? #LessonLearned	haydentiff	2	0	2018-02-06 01:39:14	960674208178196480	https://twitter.com/haydentiff/status/960674208178196480		#LessonLearned	
	Thank you.	haydentiff	1	0	2018-02-06 01:37:43	960673828950048769	https://twitter.com/haydentiff/status/960673828950048769			
		haydentiff	0	0	2018-02-06 01:37:29	960673766719311872	https://twitter.com/haydentiff/status/960673766719311872			
	Go to http:// xrptipbot.com and create an account. It takes less than a minute. Then you can tip and receive tips. It’s fun!	haydentiff	2	1	2018-02-06 01:36:53	960673618312286208	https://twitter.com/haydentiff/status/960673618312286208			
	I love this! $ XRP #xrpthestandard https:// twitter.com/xrptipbot/stat us/960672522613264384 …	haydentiff	18	3	2018-02-06 01:34:38	960673049103228929	https://twitter.com/haydentiff/status/960673049103228929		#xrpthestandard	
	Awesome!	haydentiff	2	0	2018-02-06 01:32:58	960672630436171776	https://twitter.com/haydentiff/status/960672630436171776			
	+1 @xrptipbot	haydentiff	2	0	2018-02-06 01:32:24	960672490216357888	https://twitter.com/haydentiff/status/960672490216357888			@xrptipbot
	+1 @xrptipbot	haydentiff	1	0	2018-02-06 01:31:35	960672281939890176	https://twitter.com/haydentiff/status/960672281939890176			@xrptipbot
	Cheers!	haydentiff	2	0	2018-02-06 01:25:14	960670687211020289	https://twitter.com/haydentiff/status/960670687211020289			
	You know I am hustling hard to make that happen!	haydentiff	4	0	2018-02-06 01:24:16	960670444318846976	https://twitter.com/haydentiff/status/960670444318846976			
	Thank you and welcome back!	haydentiff	2	0	2018-02-06 01:23:21	960670210884886528	https://twitter.com/haydentiff/status/960670210884886528			
	Let me check to see when we’ll be sending out another batch of invites.	haydentiff	1	0	2018-02-06 01:21:53	960669840624242688	https://twitter.com/haydentiff/status/960669840624242688			
	Because people are assholes.	haydentiff	4	0	2018-02-06 01:21:00	960669620477800448	https://twitter.com/haydentiff/status/960669620477800448			
	Yes. A mobile wallet for digital assets.	haydentiff	0	0	2018-02-06 01:20:22	960669462226702336	https://twitter.com/haydentiff/status/960669462226702336			
bitcoin ethereum 	If you haven’t signed up for the beta yet, why not? http:// EdgeSecure.co #Bitcoin #BitcoinCash #LTC #DASH #cybersecurity #ethereum #MondayMotivation #startuplife https:// twitter.com/edgesecure/sta tus/960646616876232706 …	haydentiff	29	8	2018-02-06 01:18:30	960668990480764928	https://twitter.com/haydentiff/status/960668990480764928		#Bitcoin #BitcoinCash #LTC #DASH #cybersecurity #ethereum #MondayMotivation #startuplife	
	Awesome!!!	haydentiff	0	0	2018-02-06 01:15:17	960668180174835712	https://twitter.com/haydentiff/status/960668180174835712			
	Humble? pic.twitter.com/LbNaCAXBl1	haydentiff	10	0	2018-02-06 01:14:29	960667980844732416	https://twitter.com/haydentiff/status/960667980844732416			
	Awesome! Thanks! There is something about that first one that really resonates with me.	haydentiff	1	0	2018-02-06 01:07:48	960666297133649920	https://twitter.com/haydentiff/status/960666297133649920			
	Yes, Bitmain is only a chip making company. I don’t know why I bother. Later.	haydentiff	4	0	2018-02-06 00:58:10	960663874759462912	https://twitter.com/haydentiff/status/960663874759462912			
	I LOVE that image!!! Did you make it?	haydentiff	0	0	2018-02-06 00:56:31	960663458298712065	https://twitter.com/haydentiff/status/960663458298712065			
	Please don’t!	haydentiff	2	0	2018-02-06 00:53:24	960662674429349888	https://twitter.com/haydentiff/status/960662674429349888			
	Self-assigning a commodity they produced? They must not know how awesome socialism is, amirite? https:// twitter.com/haydentiff/sta tus/950039687749566464 …	haydentiff	3	0	2018-02-06 00:49:01	960661570257858563	https://twitter.com/haydentiff/status/960661570257858563			
	People who want my attention have to earn it. There are people out there eating horseshit off the street! LOL	haydentiff	6	0	2018-02-06 00:35:20	960658129888346112	https://twitter.com/haydentiff/status/960658129888346112			
bitcoin 	https://www. coindesk.com/think-bitcoin- small-business-bitfury-making-almost-100-million-annually/ …	haydentiff	1	0	2018-02-06 00:33:46	960657735313510400	https://twitter.com/haydentiff/status/960657735313510400			
	No entity is benefiting from the activity? LMAO! pic.twitter.com/0vz83p0x4c	haydentiff	17	1	2018-02-06 00:32:59	960657534372794369	https://twitter.com/haydentiff/status/960657534372794369			
	I have him on mute so I don’t know what he said. He must be interesting often, haha.	haydentiff	6	0	2018-02-06 00:24:42	960655453767327749	https://twitter.com/haydentiff/status/960655453767327749			
	It’s *a* way to distribute currency. There isn’t anything significantly “fair” about it.	haydentiff	11	1	2018-02-06 00:19:23	960654114769301504	https://twitter.com/haydentiff/status/960654114769301504			
	Me.	haydentiff	7	0	2018-02-06 00:17:00	960653514597859330	https://twitter.com/haydentiff/status/960653514597859330			
	I have to update this, but hopefully it will help for now: https:// medium.com/@haydentiff/ho w-to-add-erc20-tokens-to-edge-b75ff9a1692c?source=linkShare-c4107ebb5102-1517872573 …	haydentiff	0	0	2018-02-06 00:16:23	960653359899389953	https://twitter.com/haydentiff/status/960653359899389953			@haydentiff
	Lol. Typo. 2BTC!	stacyherbert	2	0	2018-02-06 22:32:19	960989558350471168	https://twitter.com/stacyherbert/status/960989558350471168			
	XRP?! Lol. Bidding currently at 2NTC.	stacyherbert	0	0	2018-02-06 22:32:00	960989479791222784	https://twitter.com/stacyherbert/status/960989479791222784			
	Max met Jamie Dimon today at #satoshiroundtable @maxkeiser @jpmorgan pic.twitter.com/6ab8sucslX	stacyherbert	112	23	2018-02-06 22:31:11	960989271720112130	https://twitter.com/stacyherbert/status/960989271720112130		#satoshiroundtable	@maxkeiser @jpmorgan
	We had to stop filming for a few minutes while he got sick.	stacyherbert	1	0	2018-02-06 20:32:00	960959280030650373	https://twitter.com/stacyherbert/status/960959280030650373			
	Max just made a newbie error and tweeted at a parody @fluffypony !	stacyherbert	8	0	2018-02-06 19:53:16	960949532824662016	https://twitter.com/stacyherbert/status/960949532824662016			@fluffypony
	Of course not, your KGB handler has taught you well.	stacyherbert	3	0	2018-02-06 18:55:14	960934928409137153	https://twitter.com/stacyherbert/status/960934928409137153			
	Fake news!! So fake.	stacyherbert	5	0	2018-02-06 05:12:49	960727957311455232	https://twitter.com/stacyherbert/status/960727957311455232			
	Max and our ‘new man in Mexico,’ @fluffypony pic.twitter.com/kWAvVTVSKa	stacyherbert	203	22	2018-02-06 03:43:42	960705530141511680	https://twitter.com/stacyherbert/status/960705530141511680			@fluffypony
	Life of the party. pic.twitter.com/YjDW7OqiYd	stacyherbert	174	19	2018-02-06 02:34:23	960688088359100416	https://twitter.com/stacyherbert/status/960688088359100416			
	Thats horrific Andrew ! Yikes......	sallyeaves	1	0	2018-02-06 20:35:38	960960195005501440	https://twitter.com/sallyeaves/status/960960195005501440			
	Awesome discussions and equally delighted to support - #socialenterprise in action and #coffeetime with purpose https:// twitter.com/ouroxygen/stat us/960891105893023744 …	sallyeaves	11	7	2018-02-06 19:30:12	960943725613600768	https://twitter.com/sallyeaves/status/960943725613600768		#socialenterprise #coffeetime	
	Thanks Martin! :)	sallyeaves	1	0	2018-02-06 17:43:10	960916788908298241	https://twitter.com/sallyeaves/status/960916788908298241			
	A pleasure - exciting times ahead	sallyeaves	1	0	2018-02-06 17:25:59	960912464920633344	https://twitter.com/sallyeaves/status/960912464920633344			
	Looking forward to compering and speaking at this - will be an engaging night :) #AI #Robotics #WomeninAI #innovation https:// twitter.com/AlphaGammaHQ/s tatus/960151971046068224 …	sallyeaves	34	18	2018-02-06 16:13:24	960894200907816960	https://twitter.com/sallyeaves/status/960894200907816960		#AI #Robotics #WomeninAI #innovation	
	Definitely - excuse the joke in advance, I have to say this, we must chat.... because its full STEAM ahead :)	sallyeaves	1	0	2018-02-06 13:50:48	960858313352208385	https://twitter.com/sallyeaves/status/960858313352208385			
	We must do chat more on this and an April launch :) #STEM #STEAM	sallyeaves	1	0	2018-02-06 13:35:20	960854420245438465	https://twitter.com/sallyeaves/status/960854420245438465		#STEM #STEAM	
	A pleasure Helene and likewise, have a great day ahead one and all	sallyeaves	0	0	2018-02-06 09:24:21	960791258510843904	https://twitter.com/sallyeaves/status/960791258510843904			
	Beautifully shared Chris - could not agree more. Have a purposeful day ahead all	sallyeaves	4	0	2018-02-06 07:59:53	960770004340887552	https://twitter.com/sallyeaves/status/960770004340887552			
	Making voices heard - as socially conscious #Brands gain the consumer edge http:// zd.net/2BbrywB @ZDNet @SproutSocial #tech #digital #innovation #Impact pic.twitter.com/wl8iLFDiN5	sallyeaves	17	12	2018-02-06 07:56:40	960769191124062208	https://twitter.com/sallyeaves/status/960769191124062208		#Brands #tech #digital #innovation #Impact	@ZDNet @SproutSocial
	Term of the day: “right of rescission” https:// twitter.com/neerajka/statu s/960895613729673222 …	barrysilbert	29	8	2018-02-06 16:38:27	960900505193992193	https://twitter.com/barrysilbert/status/960900505193992193			
	Oh, how much I've missed financial apocalypse twitter. Much better than record highs twitter	barrysilbert	1210	159	2018-02-06 03:33:34	960702981384544256	https://twitter.com/barrysilbert/status/960702981384544256			
	And batching.	adam3us	18	0	2018-02-06 17:17:42	960910379718193152	https://twitter.com/adam3us/status/960910379718193152			
	So at this moment in hashrate, excluding fees, around $1250/BTC assuming 5c/kWh costs.	adam3us	12	1	2018-02-06 14:55:36	960874619828875266	https://twitter.com/adam3us/status/960874619828875266			
	Misteaks Happen. How Not to Look Bad on Twitter. http:// j.mp/1RuF14O #socialmedia #training pic.twitter.com/KONGbAo0E5	WarrenWhitlock	4	2	2018-02-06 21:52:25	960979515215351808	https://twitter.com/WarrenWhitlock/status/960979515215351808		#socialmedia #training	
	Networking super week in Vegas http:// j.mp/2s9dv7Q pic.twitter.com/ywyubsxt8d	WarrenWhitlock	4	5	2018-02-06 21:12:15	960969408414994432	https://twitter.com/WarrenWhitlock/status/960969408414994432			
	"It's what I call ""an industry ripe for overhaul"""	WarrenWhitlock	0	0	2018-02-06 18:59:02	960935884987105280	https://twitter.com/WarrenWhitlock/status/960935884987105280			
	Bazista Marketplace: Solving the access problem in e-commerce http:// j.mp/2GSyXRT #Blockchain #OnlineMarketing #ico	WarrenWhitlock	3	0	2018-02-06 18:53:35	960934511319056384	https://twitter.com/WarrenWhitlock/status/960934511319056384		#Blockchain #OnlineMarketing #ico	
	Demystifying The Google Knowledge Graph http:// j.mp/1RuF14J #SeachEngine #Google pic.twitter.com/kMcNsYJGJ3	WarrenWhitlock	7	2	2018-02-06 18:48:15	960933170177855488	https://twitter.com/WarrenWhitlock/status/960933170177855488		#SeachEngine #Google	
	“Wired into Pain” by @thomas_jesson https:// medium.com/@thomas_jesson /wired-into-pain-628221e707b9 …	WarrenWhitlock	2	1	2018-02-06 18:45:40	960932517183242240	https://twitter.com/WarrenWhitlock/status/960932517183242240			@thomas_jesson @thomas_jesson
	You are part of a social network superorganism http:// j.mp/29n3siZ #video #connection #stories pic.twitter.com/VQrzTGDUI1	WarrenWhitlock	3	2	2018-02-06 15:45:31	960887182033551360	https://twitter.com/WarrenWhitlock/status/960887182033551360		#video #connection #stories	
