currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
ethereum 	Reminder to Ethereum formal verification researchers: your users are not just contract *writers*; they are also users looking to avoid scams	VitalikButerin	70	33	1472292546	769476828415139840	https://twitter.com/VitalikButerin/status/769476828415139840				0.24	-0.7184	0
	"See what I mean? That should be ""Insulting Vitalik ϵ contributions to ETC ϵ contributions to crypto =)""https://twitter.com/Fatih87SK/status/769157783908483072 …"	VitalikButerin	28	9	1472255815	769322768139636740	https://twitter.com/VitalikButerin/status/769322768139636740				-0.11	-0.247	0
bitcoin 	The # Banking Regulator's Dilemma http://bit.ly/2bhQ6UF  By @ brettking # fintech # blockchain # Bitcoinpic.twitter.com/4kA9kxAoz6	JimMarous	7	4	1472297973	769499589384732672	https://twitter.com/JimMarous/status/769499589384732672		# # # #	@	0.27	-0.1779	0
bitcoin 	"Bitcoin ""Adoption drives decentralization. Don't believe me? Ask yourself, in the entire history of Bitcoin, when was it most centralized?"""	rogerkver	61	26	1472316555	769577529296375808	https://twitter.com/rogerkver/status/769577529296375808				-0.05	0.0	0
bitcoin 	“Why Blockchain Game Items do NOT need to fill up blocks” by Christian Moss https://medium.com/@MandelDuck/why-blockchain-game-items-do-not-need-to-fill-up-blocks-629d05cd9d96#.yg7o5z8ll … # Bitcoin	ErikVoorhees	20	17	1472314042	769566986640556032	https://twitter.com/ErikVoorhees/status/769566986640556032		# #	@MandelDuck	0.06	0.0	0
bitcoin 	Bitcoin special on Bloomberg North August 22 2016 Part1 http://bloombergtv.ca/shows/bloomberg-north-episode/?epid=311&sgid=1 … # finance	ErikVoorhees	21	19	1472251599	769305085314641920	https://twitter.com/ErikVoorhees/status/769305085314641920		#		0.42	0.4019	0
bitcoin 	My estimate. Can you name a bitcoin core expert dev with less than 5 years of history in bitcoin?	TuurDemeester	0	0	1472267222	769370610854092800	https://twitter.com/TuurDemeester/status/769370610854092800				0.16	0.0	0
bitcoin 	Couple that with employment contracts that are aligned with the long term health of the Bitcoin network (like blockstream).	TuurDemeester	1	0	1472257657	769330491363237888	https://twitter.com/TuurDemeester/status/769330491363237888				-0.16	0.0	0
bitcoin 	A Bitcoin core dev skillset has to be built up over 5+ years, requiring an early stage involvement to reach expert status.	TuurDemeester	4	0	1472257626	769330360521924608	https://twitter.com/TuurDemeester/status/769330360521924608				0.36	0.0258	0
bitcoin ethereum 	Spot on. http://www.coindesk.com/ethereum-fork-bitcoin-block-size-debate-impact/ …pic.twitter.com/vBwoQhkeUh	TuurDemeester	82	50	1472256518	769325717075046400	https://twitter.com/TuurDemeester/status/769325717075046400				-0.33	0.0	0
bitcoin 	Imo Darknet Markets are very under-appreciated as a driver for Bitcoin (and now altcoin) demand.https://twitter.com/kyletorpey/status/769303671423336453 …	TuurDemeester	16	7	1472253509	769313095596388352	https://twitter.com/TuurDemeester/status/769313095596388352				0.20	-0.064	0
bitcoin 	who hasn't read von Mises? if they're in # bitcoin, banish them immediately please :Phttps://twitter.com/ErikVoorhees/status/769621772886945792 …	Melt_Dem	12	1	1472328484	769627561026588672	https://twitter.com/Melt_Dem/status/769627561026588672		#		0.00	0.1404	0
	sharing my talk from the final session at the # mitCCbc - tips to build the career you want and have fun doing it!http://www.slideshare.net/DCGCo/mit-cryptocurrency-bootcamp-tips-and-tools-to-build-your-own-career-path …	Melt_Dem	11	4	1472328318	769626867712266240	https://twitter.com/Melt_Dem/status/769626867712266240		#		0.21	0.3856	0
bitcoin 	thanks @ anishmohammed - looking forward to catching up soon! props to my great interviewer @ juscamarena - # bitcoinhttps://twitter.com/anishmohammed/status/769225139154280448 …	Melt_Dem	4	0	1472250097	769298781393354752	https://twitter.com/Melt_Dem/status/769298781393354752		#	@ @	0.75	0.5587	0
ethereum 	Ethereum Classic, Block sizes, BitFinex hack and central banks Part 1 on @ KeiserReport with @ maxkeiser @ stacyherberthttps://www.youtube.com/watch?v=uXt9W27zpC8 …	SimonDixonTwitt	10	4	1472327764	769624544009224192	https://twitter.com/SimonDixonTwitt/status/769624544009224192			@ @ @	0.11	-0.4404	0
ethereum 	Ethereum Classic, Block sizes, BitFinex hack and central banks Part 2 on @ KeiserReport with @ maxkeiser @ stacyherberthttps://www.youtube.com/watch?v=rucC3pQoAqU …	SimonDixonTwitt	9	5	1472327711	769624319140003840	https://twitter.com/SimonDixonTwitt/status/769624319140003840			@ @ @	0.11	-0.4404	0
ethereum 	What advantages and disadvantages does Open # Blockchain have over Ethereum?http://bit.ly/2bv56le	obussmann	4	8	1472310850	769553600867696640	https://twitter.com/obussmann/status/769553600867696640		#		0.36	-0.0516	0
bitcoin 	Hmm is PayPay and ATMs not # Fintech? FinTech could be bigger than ATMs, PayPal, and Bitcoin combined http://read.bi/2bGEii8	davidbrear	4	2	1472324422	769610524690673665	https://twitter.com/davidbrear/status/769610524690673665		#		0.11	0.0	0
	Book Review: Controversial foundation for cryptocurrency isn’t going away. Time to “get it” http://www.bankingexchange.com/blogs-3/books-for-bankers/item/6431-your-guide-to-the-blockchain-revolution … - Excellent summary	wmougayar	6	5	1472254855	769318741213581312	https://twitter.com/wmougayar/status/769318741213581312				0.71	0.1848	0
	"Reading Stephenson's Cryptonomicon. Love this description of New Guinea humidity: ""like breathing Cream O'Wheat direct from a blurping cat."""	mikejcasey	6	1	1472313809	769566009372147712	https://twitter.com/mikejcasey/status/769566009372147712				0.42	0.3859	0
bitcoin 	How A Worried Safaricom Used Backdoor To Shutdown Bitcoin Which Was Set To Neutralize Mpesa Dominance In Kenya http://kenyainsights.com/revealed-how-a-worried-safaricom-used-backdoor-to-shutdown-bitcoin-which-was-set-to-neutralize-mpesa-dominance-in-kenya/ …	jonmatonis	52	62	1472296659	769494078543265792	https://twitter.com/jonmatonis/status/769494078543265792				-0.05	-0.1027	0
	And the rest of crypto isn't...?	DianacBiggs	0	0	1472328674	769628361090097152	https://twitter.com/DianacBiggs/status/769628361090097152				-0.17	0.0	0
bitcoin 	From me? I'm not a journalist, I'm an Executive working in and advising # bitcoin and # blockchain firms	DianacBiggs	0	0	1472301721	769515312022683648	https://twitter.com/DianacBiggs/status/769515312022683648		# #		0.11	0.0	0
bitcoin 	I find the headline misleading as there is no shutting down of Bitcoin & Bitpesa model no different from WorldRemit	DianacBiggs	0	0	1472301626	769514913551249410	https://twitter.com/DianacBiggs/status/769514913551249410				0.20	-0.7269	0
