currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	Planning a trip back to for crypto mining meetups.https://twitter.com/maxcoinbiz/status/881513695809032193 …	maxkeiser	15	5	1499004446	881514656904433664	https://twitter.com/maxkeiser/status/881514656904433664				0.11	0.0	0
bitcoin 	Against a backdrop of bank failures in Italy and skyrocketing global debt, any HF-related Bitcoin sell-off will be brief and then new ATH.	maxkeiser	53	25	1498955062	881307524166803456	https://twitter.com/maxkeiser/status/881307524166803456				-0.04	-0.6705	0
ethereum 	Ethereum Classic?	VinnyLingham	8	0	1498956683	881314323682910208	https://twitter.com/VinnyLingham/status/881314323682910208				0.50	0.0	0
litecoin 	Who's really using Litecoin?	VinnyLingham	18	3	1498956648	881314175858782208	https://twitter.com/VinnyLingham/status/881314175858782208				0.50	0.0	0
bitcoin ethereum 	I'm actually not worried about Ethereum - it will be fine, a single network was never the promise. For Bitcoin, it was.	VinnyLingham	18	3	1498956629	881314098025082880	https://twitter.com/VinnyLingham/status/881314098025082880				-0.09	0.0921	0
bitcoin ethereum 	I'm willing to bet that we will have 3 Ethereum networks within 12 months but I'm hoping that we will only still have 1 Bitcoin network!	VinnyLingham	323	76	1498953425	881300659844206592	https://twitter.com/VinnyLingham/status/881300659844206592				0.04	0.6114	0
litecoin 	BTCC has launched a Litecoin mining pool. Be careful @ f2pool_wangchun, your days at the top are numbered! https://pool.btcc.com pic.twitter.com/mptAyBBFsv	SatoshiLite	325	127	1499012876	881550015352586240	https://twitter.com/SatoshiLite/status/881550015352586240			@	0.21	0.1761	0
litecoin 	Finished a very productive late night meeting with a few Litecoin supporters in China about how to improve the Litecoin brand and marketing.pic.twitter.com/GzFkBN0SL5	SatoshiLite	454	88	1499012703	881549288831991808	https://twitter.com/SatoshiLite/status/881549288831991808				0.22	0.7003	0
litecoin 	Innosilicon is donating 666 LTC to the Litecoin Foundation. Thanks for supporting Litecoin development!pic.twitter.com/W7k5YgcQt5	SatoshiLite	556	107	1499012246	881547373901529088	https://twitter.com/SatoshiLite/status/881547373901529088				0.21	0.3631	0
litecoin 	Had a productive meeting with a most of the Litecoin players in China, including exchanges, ASIC producers, miners, pools, and media.pic.twitter.com/SDa4lQ3MIj	SatoshiLite	591	116	1498972112	881379036223512576	https://twitter.com/SatoshiLite/status/881379036223512576				0.10	0.0	0
bitcoin 	@ avibarrons Enjoyed your Bitcoin article. The company I run, MGT, is the largest Bitcoin Miner in the US. Have a question. DM me please?	officialmcafee	9	2	1498955053	881307486892032001	https://twitter.com/officialmcafee/status/881307486892032001			@	0.16	0.2072	0
bitcoin 	# Bitcoin Nears Bear Market Territory http://fortune.com/2017/07/01/bitcoin-nears-bear-market-territory/ … # crypto # investing # technews # blockchain	BrettKing	1	2	1498956409	881313173239980032	https://twitter.com/BrettKing/status/881313173239980032		# # # # #		0.40	0.0	0
bitcoin 	I was referring specifically to Bitcoin and store of value use case. Not all crypto.	naval	2	2	1498983123	881425221713932289	https://twitter.com/naval/status/881425221713932289				0.07	0.17	0
