currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	India’s Central Bank Head: Central Banks Are Doing More Harm Than Good https://www.cryptocoinsnews.com/indias-central-bank-head-central-banks-harm-good/ …pic.twitter.com/itGOvxtjC2	maxkeiser	19	25	1460990803	722073880794411008	https://twitter.com/maxkeiser/status/722073880794411008				0.15	-0.1604	0
bitcoin 	@ ModernApostate It's http://bitcoin.com  writing click-bait junk, not @ Bitcoin who just tweeted the link	aantonop	4	0	1461009461	722152139062145024	https://twitter.com/aantonop/status/722152139062145024			@ @	0.27	0.0	0
bitcoin 	@ Bitcoin It's a rhetorical point illustrating the need for good design and naming in new tech, not a proposal to rename bitcoin.	aantonop	19	3	1461008119	722146510679457792	https://twitter.com/aantonop/status/722146510679457792			@	0.39	0.4404	0
bitcoin 	Bitcoin: Money as language & the multi-currency future: http://youtu.be/bVEMa7YkefY?a  via @ YouTube	aantonop	53	46	1460938599	721854922887675905	https://twitter.com/aantonop/status/721854922887675905			@	-0.42	0.0	0
bitcoin 	Supporters of 2 MB Bitcoin Blocks Unable to Convince Miners to Hard Fork in Beijing Meeting | Bitcoin Magazinehttp://ow.ly/4mPwa5	TuurDemeester	11	6	1461010408	722156111395176448	https://twitter.com/TuurDemeester/status/722156111395176448				0.05	0.3818	0
	". @ marcdemesel exits # NXT, lowers altcoin exposure. ""only cryptocurrency with real & rising transactions is BTC"" -http://ow.ly/4mOqf5"	TuurDemeester	8	8	1460987740	722061033825808385	https://twitter.com/TuurDemeester/status/722061033825808385		#	@	0.21	-0.0427	0
ripple 	Real-time # payments, in any currency, to anyone, at any time & from anywhere in the world -using @ Ripple! http://www.cgi.com/sites/default/files/brochures/cgi-ripple-enabled-intelligent-gateway-overview.pdf … # fintech	haydentiff	18	9	1460938324	721853768820776961	https://twitter.com/haydentiff/status/721853768820776961		# #	@	0.17	0.0	0
bitcoin 	# TDV # Quotes # Bitcoin http://dollarvigilante.com pic.twitter.com/zIa3JLUyUg	DollarVigilante	7	9	1461001363	722118174406262785	https://twitter.com/DollarVigilante/status/722118174406262785		# # #		0.43	0.0	0
bitcoin 	. @ openbazaar is a finalist for three different @ coindesk awards: http://www.coindesk.com/2016-blockchain-awards-finalist-voting/ … # bitcoin	readDanwrite	1	0	1460989861	722069930066210816	https://twitter.com/readDanwrite/status/722069930066210816		#	@ @	0.33	0.2294	0
bitcoin 	For the Sunday late-night # fintech crowd: Who really owns 'The Internet of Money?' http://finance.yahoo.com/news/bitcoin-world-disputes-uphold-internet-of-money-andreas-antonopoulos-210907255.html … @ aantonop @ UpholdInc # bitcoin	readDanwrite	5	0	1460945670	721884579615870976	https://twitter.com/readDanwrite/status/721884579615870976		# #	@ @	0.19	0.0	0
