currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	Decentralized exchanges can't do fiat. For crypto-crypto, of course the future is decentralized.	VitalikButerin	58	20	1508848331	922802902019608577	https://twitter.com/VitalikButerin/status/922802902019608577				0.00	0.0	0
	Crypto-fiat exchanges, OTOH, have to bow to Caesar quite a bit as part of existing; they are very useful too.	VitalikButerin	11	4	1508803579	922615198430695425	https://twitter.com/VitalikButerin/status/922615198430695425				0.20	0.4927	0
	This is one case where cryptocurrency, and its approach of working outside the system, is definitely valuable.	VitalikButerin	11	3	1508803393	922614420777390081	https://twitter.com/VitalikButerin/status/922614420777390081				0.65	0.7003	0
bitcoin 	The # Bitcoin protocol has amassed enough network intelligence to triumph over any individual or group trying to defeat or ‘compete’ with it.	maxkeiser	439	158	1508853446	922824358548123648	https://twitter.com/maxkeiser/status/922824358548123648		#		-0.04	0.4939	0
bitcoin 	How to make millions with # Bitcoin. “Never get out of the boat” # HODL.https://youtu.be/_4dFDBYWuTc	maxkeiser	119	41	1508851048	922814299734724611	https://twitter.com/maxkeiser/status/922814299734724611		# #		0.13	0.0	0
	Bloq launches alt coin. https://www.coindesk.com/jeff-garzik-startup-bloq-launch-new-cryptocurrency-token-sale/ …pic.twitter.com/sivSzCMGxl	maxkeiser	12	3	1508850871	922813557531729922	https://twitter.com/maxkeiser/status/922813557531729922				0.20	0.0	0
	Do you want your everyday currency to go up (or down) based on manipulation inside and outside the system. Currency needs stability and universal acceptance. Crypto is far from having either.	JimMarous	0	0	1508806640	922628038914920448	https://twitter.com/JimMarous/status/922628038914920448				0.06	0.0775	0
	Crypto will not have universal currency acceptance for decades, if ever. Too many obstacles to move it beyond speculative investment. https://twitter.com/pietrofornara/status/922622918181441536 …	JimMarous	6	5	1508806144	922625956854026241	https://twitter.com/JimMarous/status/922625956854026241				0.38	0.0543	0
bitcoin 	They wouldn't do that unless it's clear that B2X is Bitcoin and without a lot of warning and time. By then it's already too late.	SatoshiLite	9	0	1508853174	922823215222734848	https://twitter.com/SatoshiLite/status/922823215222734848				0.32	0.2813	0
bitcoin 	Coinbase, an NYA signer, will support both coins post-hardfork and refer to the Segwit2x coin as Bitcoin2x (B2X). # toldyou # nailinthecoffinhttps://twitter.com/coinbase/status/922584212263149568 …	SatoshiLite	802	234	1508824833	922704344683655168	https://twitter.com/SatoshiLite/status/922704344683655168		# #		0.27	0.2009	0
