currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
ethereum 	To those who thought that the DAO fork set an unbounded slippery slope and lasting precedent, I encourage you to see the reactions on this thread: https:// github.com/ethereum/EIPs/ issues/866 …	VitalikButerin	811	256	2018-02-16 01:37:40	964297691160170501	https://twitter.com/VitalikButerin/status/964297691160170501				-0.03	0.5106	0
	The GPU shortage created by cryptocurrency mining is apparently making it harder to listen for extraterrestrial life. Perhaps there's life on the moon? http://www. bbc.com/news/technolog y-43056744 …	dtapscott	20	3	2018-02-16 19:58:50	964574809752522752	https://twitter.com/dtapscott/status/964574809752522752				0.26	0.0	0
bitcoin 	What if #Bitcoin is the alien intelligence we’ve been searching for?	maxkeiser	555	125	2018-02-16 20:52:45	964588377436835840	https://twitter.com/maxkeiser/status/964588377436835840		#Bitcoin		0.18	0.4767	0
bitcoin 	The Seven Network Effects of Bitcoin: https:// sputniknews.com/radio_double_d own/201802131061609477-the-seven-network-effects-of-bitcoin/ … via @SputnikInt	maxkeiser	61	31	2018-02-16 03:12:47	964321628015480832	https://twitter.com/maxkeiser/status/964321628015480832			@SputnikInt	-0.08	0.0	0
bitcoin 	"Bullish for #Bitcoin and Gold: ""The Dollar Has Broken Down From A Gigantic Top & And Looks Set To Head Lower Again"" https://www. clivemaund.com/article.php?id =4541 … pic.twitter.com/8Zx0GR6vA5"	maxkeiser	120	44	2018-02-16 00:06:22	964274718328094720	https://twitter.com/maxkeiser/status/964274718328094720		#Bitcoin		0.30	-0.5423	0
litecoin 	That's fine. Just don't call it Litecoin	SatoshiLite	9	6	2018-02-16 22:21:21	964610676382564352	https://twitter.com/SatoshiLite/status/964610676382564352				0.14	0.1012	0
litecoin 	Use this converter to convert the address: https:// litecoin-project.github.io/p2sh-convert/	SatoshiLite	10	6	2018-02-16 22:10:25	964607923388207104	https://twitter.com/SatoshiLite/status/964607923388207104				0.33	0.0	0
bitcoin 	Bitcoin Core supporters have caused BTC to be too expensive for the average person. For years, price was still reasonable. But then BlockstreamCore forced SegShit on us and sabotaged Segwit2x and caused BTC to be too expensive. Thanks to >1mb blocks, price is back to sane levels. pic.twitter.com/eIZChjKxVr	SatoshiLite	2526	706	2018-02-16 19:28:16	964567119668174849	https://twitter.com/SatoshiLite/status/964567119668174849				0.29	0.0463	0
bitcoin litecoin 	Litecoin has always been an alternative to Bitcoin. Were you around in 2012 when it became popular? And what does that have to do with BCH points that I made? Just changing the subject?	SatoshiLite	20	5	2018-02-16 04:52:39	964346762738610176	https://twitter.com/SatoshiLite/status/964346762738610176				0.21	0.1054	0
bitcoin 	Time travel. Go back in time to invent Bitcoin before Satoshi did.	SatoshiLite	20	6	2018-02-16 03:56:46	964332698897498112	https://twitter.com/SatoshiLite/status/964332698897498112				-0.17	0.0	0
bitcoin 	Yes, it is I that don't understand Bitcoin. You are right master.	SatoshiLite	60	3	2018-02-16 03:24:50	964324663428972544	https://twitter.com/SatoshiLite/status/964324663428972544				0.00	0.2009	0
litecoin 	It's a conflict because what makes the price go up short term is not necessarily what's best for Litecoin long term.	SatoshiLite	80	2	2018-02-16 02:15:56	964307323836510208	https://twitter.com/SatoshiLite/status/964307323836510208				0.71	-0.6876	0
bitcoin 	Bitcoin Q&A: Misconceptions about Lightning Network https:// youtu.be/c4TjfaLgzj4	aantonop	749	365	2018-02-16 20:05:13	964576417358008322	https://twitter.com/aantonop/status/964576417358008322				0.00	0.0	0
bitcoin 	"I can kinda do ""the dance"", while talking about bitcoin. Would that help?"	aantonop	23	3	2018-02-16 19:28:59	964567297212874752	https://twitter.com/aantonop/status/964567297212874752				0.00	0.2009	0
	These #crypto developers seem to be increasingly building financial Rube Goldberg machines as they try to teach themselves that economics class they skipped in high school	ummjackson	127	22	2018-02-16 07:25:01	964385105115455488	https://twitter.com/ummjackson/status/964385105115455488		#crypto		0.19	0.0	0
	"Users: ""Hey, it's way too slow and expensive to send these tokens to one another"" Devs: ""Let's write a whitepaper about a complex crypto-economic system where we can curate quality user complaints!"" More devs: ""What if we created a prediction market to *gamble* on user pain?"""	ummjackson	72	13	2018-02-16 07:08:56	964381060229341185	https://twitter.com/ummjackson/status/964381060229341185				0.13	0.125	0
	"I am really not buying into this ""token curated registry"" buzzphrase making the rounds. Such an academic, complicated solution in search of a real-world problem. Convinced that 99% of developers in crypto have never built a product with actual users before."	ummjackson	216	40	2018-02-16 06:59:00	964378557521707009	https://twitter.com/ummjackson/status/964378557521707009				0.20	0.0997	0
bitcoin ethereum 	Official ShapeShift Instagram account: https://www. instagram.com/shapeshift_io #bitcoin #ethereum #Blockchain	ErikVoorhees	34	16	2018-02-16 20:38:47	964584866216988672	https://twitter.com/ErikVoorhees/status/964584866216988672		#bitcoin #ethereum #Blockchain		0.11	0.0	0
bitcoin ethereum 	Big news: Swiss financial regulator issues guidelines for ICOs and securities classification... And they’re pretty reasonable. ‘Crypto nation’ Switzerland issues guidelines to support market https://www. ft.com/content/737b96 34-1303-11e8-8cb6-b9ccc4c4dbbb … via @financialtimes #bitcoin #ethereum #blockchain	ErikVoorhees	1124	678	2018-02-16 16:54:36	964528446159298560	https://twitter.com/ErikVoorhees/status/964528446159298560		#bitcoin #ethereum #blockchain	@financialtimes	0.12	0.5308	0
	Gaming pioneer Atari the latest company to join cryptocurrency craze http://www. telegraph.co.uk/technology/201 8/02/15/gaming-pioneer-atari-becomes-latest-company-join-cryptocurrency/?WT.mc_id=tmg_share_tw … via @telegraphtech	ErikVoorhees	107	46	2018-02-16 16:50:21	964527375865098241	https://twitter.com/ErikVoorhees/status/964527375865098241			@telegraphtech	-0.19	0.1531	0
	Blockchain Week is d10e (Mar 13-14), PuertoCrypto (Mar 14-16) and CoinAgenda (Mar 17-19)	brockpierce	3	0	2018-02-16 18:51:36	964557891301789697	https://twitter.com/brockpierce/status/964557891301789697				0.31	0.0	0
	Bloomberg @crypto is a thing now.	TuurDemeester	148	35	2018-02-16 19:10:12	964562570907709440	https://twitter.com/TuurDemeester/status/964562570907709440			@crypto	0.33	0.0	0
	SEC Suspends Trading in Three Issuers Claiming Involvement in Cryptocurrency and Blockchain Technology https://www. sec.gov/news/press-rel ease/2018-20 …	TuurDemeester	38	30	2018-02-16 17:34:37	964538516205121537	https://twitter.com/TuurDemeester/status/964538516205121537				-0.06	0.0	0
