currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
bitcoin 	Impressed by @ muneeb's passionate case for a new internet, secured by the Bitcoin blockchain:https://www.youtube.com/watch?v=qtOIh93Hvuw …	TuurDemeester	50	21	1480890688	805540049991401472	https://twitter.com/TuurDemeester/status/805540049991401472			@	0.33	0.8481	0
bitcoin 	Can I pay you in Bitcoin? ;-)	TuurDemeester	2	0	1480880932	805499128742576128	https://twitter.com/TuurDemeester/status/805499128742576128				0.00	0.0736	0
bitcoin 	I took flow numbers for ecommerce compared to my estimate of Bitcoin flow, and then multiplied price by same factor.	TuurDemeester	1	0	1480880437	805497054332125186	https://twitter.com/TuurDemeester/status/805497054332125186				0.20	0.0	0
bitcoin 	Interesting to consider dispassionate perspective: take profits on your bitcoin trading position, maintain core position for the long term.https://twitter.com/RaoulGMI/status/805465131840929792 …	TuurDemeester	8	1	1480876587	805480904340537345	https://twitter.com/TuurDemeester/status/805480904340537345				0.42	0.3404	0
bitcoin 	if bitcoin stalls and there's an ETH short squeeze. I took some profits off the table yday with that in mind.	TuurDemeester	1	0	1480866041	805436673567793152	https://twitter.com/TuurDemeester/status/805436673567793152				0.05	0.2202	0
bitcoin 	Sadly, @ Airbnb @ AirbnbHelp needed http://www.bbc.co.uk/news/uk-england-sussex-38161403 … in the form of @ SafeShareGlobal # insurance # blockchain @ leashless @ BitcoinByte	mrmainelli	1	1	1480864989	805432259687972864	https://twitter.com/mrmainelli/status/805432259687972864		# #	@ @ @ @ @	0.19	-0.4215	0
bitcoin 	"I'd like to see ""blockchain"" reserved for the bitcoin blockchain -out of respect to Satoshi. @ OnTheBlockChain @ dgwbirch @ MrDuke67"	haydentiff	3	1	1480842427	805337627931136000	https://twitter.com/haydentiff/status/805337627931136000			@ @ @	0.19	0.3404	0
ripple 	Market makers. @ EdanYago @ MrDuke67 @ dgwbirch @ Ripple	haydentiff	0	0	1480840502	805329551748464640	https://twitter.com/haydentiff/status/805329551748464640			@ @ @ @	0.50	0.0	0
bitcoin 	Maybe in 2017 a 500kbit bitcoin > 1000 CHF.note.https://twitter.com/bobbyclee/status/805232765423620096 …	adam3us	17	7	1480825896	805268291698786304	https://twitter.com/adam3us/status/805268291698786304				-0.22	0.0	0
	Join me on @ Steemit # Crypto # Blockchain https://steemit.com/introduceyourself/@dollarvigilante/the-dollar-vigilante-is-now-on-steemit …pic.twitter.com/Sry1fx9gvo	DollarVigilante	18	14	1480852288	805378988688412672	https://twitter.com/DollarVigilante/status/805378988688412672		# #	@ @dollarvigilante	0.40	0.296	0
bitcoin 	Join us and learn about # Bitcoin # Gold and Silver here--> https://dollarvigilante.com/2tt pic.twitter.com/fYiE5N7rYT	DollarVigilante	17	26	1480844068	805344512407113728	https://twitter.com/DollarVigilante/status/805344512407113728		# #		0.08	0.296	0
bitcoin 	Can Crypto-Currency Overturn Governments? # Bitcoin Subscribe--> https://dollarvigilante.com/2tt pic.twitter.com/CqK8MS0VXX	DollarVigilante	10	2	1480827984	805277050043006976	https://twitter.com/DollarVigilante/status/805277050043006976		#		0.12	0.0	0
bitcoin 	That's why they fight it # Bitcoin is the Beginning of the End of the Nation States # fintech # money https://cointelegraph.com/news/bitcoin-is-the-beginning-of-the-end-of-the-nation-state-says-susanne-tarkowski-tempelhof …pic.twitter.com/fpAJFcgVIt	sbmeunier	8	9	1480881622	805502023638597632	https://twitter.com/sbmeunier/status/805502023638597632		# # #		0.00	-0.3818	0
bitcoin 	# Blockchain Technology Can Enable Real, Sustainable # SharingEconomy https://bitcoinmagazine.com/articles/move-over-uber-blockchain-technology-can-enable-real-sustainable-sharing-economy-1480629178 … # fintechpic.twitter.com/w0bcgw04b7	sbmeunier	10	11	1480871115	805457952329048068	https://twitter.com/sbmeunier/status/805457952329048068		# # #		0.50	0.0	0
ethereum 	Good read What is @ ethereumproject? A Step-by-Step Beginners Guide http://blockgeeks.com/guides/what-is-ethereum-a-step-by-step-beginners-guide/ … # blockchain # fintech by @ Blockgkspic.twitter.com/ztcoUTRcGc	sbmeunier	48	55	1480855937	805394293120700416	https://twitter.com/sbmeunier/status/805394293120700416		# #	@ @	0.56	0.2202	0
bitcoin 	just cracked open r/bitcoin, r/blackmirror, and r/nosleep. tonight is gonna be - any other suggestions? basically i want to never sleep.	Melt_Dem	5	0	1480832141	805294485739601920	https://twitter.com/Melt_Dem/status/805294485739601920				0.29	0.0257	0
bitcoin 	democracy is a result guns, the printing press, and globalization. # bitcoin adds a new factor to the mix - what will the end result be?	Melt_Dem	2	0	1480829374	805282877395128324	https://twitter.com/Melt_Dem/status/805282877395128324		#		0.42	0.0	0
bitcoin 	For Bitcoin to unlock these achievements, it will need to scale. https://twitter.com/desantis/status/805442959315521536 …	el33th4xor	43	27	1480867704	805443648506757121	https://twitter.com/el33th4xor/status/805443648506757121				0.25	0.0	0
bitcoin 	For balance, here's the other side's take on the same issues. https://bitcoincore.org/en/2016/10/28/segwit-costs/ …	el33th4xor	6	1	1480867425	805442475284434944	https://twitter.com/el33th4xor/status/805442475284434944				0.17	0.0	0
bitcoin 	As far as I can tell, the main growth in Bitcoin is happening through parody accounts.	el33th4xor	46	6	1480861847	805419080006168576	https://twitter.com/el33th4xor/status/805419080006168576				-0.06	0.3818	0
bitcoin 	Blockchain Rules of Thumb | Bitcoin & Marketshttp://buff.ly/2gVw6xt	dgwbirch	3	2	1480873882	805469560329699328	https://twitter.com/dgwbirch/status/805469560329699328				0.12	0.0	0
bitcoin 	Did the cops find a) Bitcoin, b) Prepaid SIM cards or c) some form of jam, topping or spread?http://buff.ly/2gUSNBK	dgwbirch	4	2	1480871883	805461174867423236	https://twitter.com/dgwbirch/status/805461174867423236				-0.05	0.0	0
	China's # P2PLending Meets # Blockchain as @ DianrongChina Joins # Hyperledger Project # fintech # lending # crowdlendinghttps://www.cryptocoinsnews.com/china-p2p-blockchain-dianrong-hyperledger/ …	AntonioSelas	1	0	1480844555	805346554697621504	https://twitter.com/AntonioSelas/status/805346554697621504		# # # # # #	@	0.32	0.0	0
ethereum 	Is it contagious? Should we avoid those regions? @ wmougayar @ sytaylor @ ethereumJoseph @ AlexBatlin @ obussmann @triptananda @ ofnumbers	DianacBiggs	3	1	1480888181	805529532249870337	https://twitter.com/DianacBiggs/status/805529532249870337			@ @ @ @ @ @triptananda @	0.48	-0.212	0
bitcoin 	Does block height == chaintip at broadcast time? If so, sent with Bitcoin Core, perhaps?	lopp	0	0	1480883372	805509363121131521	https://twitter.com/lopp/status/805509363121131521				-0.13	-0.2202	0
