currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	Then why can't we use Apache to run a cryptocurrency?	VitalikButerin	5	2	1491744749	851065281791348742	https://twitter.com/VitalikButerin/status/851065281791348742				0.20	0.0	0
bitcoin 	Bitfinex Sues Wells Fargo Over Wire Transfer Suspension - Bitcoin Newshttps://news.bitcoin.com/bitfinex-sues-wells-fargo-over-wire-transfer-suspension/?utm_source=Bitfinex%20Sues%20Wells%20Fargo&utm_medium=telegram&utm_campaign=Telegram%20Channel …	VinnyLingham	45	34	1491768321	851164148280905728	https://twitter.com/VinnyLingham/status/851164148280905728				-0.09	0.25	0
litecoin 	If you support SegWit on Litecoin, talk to your wallets and exchanges about supporting UASF. See http://uasf.co  for more info.https://twitter.com/SatoshiLite/status/851126773349621760 …	SatoshiLite	2201	3108	1491761405	851135138876473344	https://twitter.com/SatoshiLite/status/851135138876473344				0.10	0.2269	0
bitcoin 	The first investor in Snapchat thinks bitcoin could realistically be worth $500,000 by 2030 http://finance.yahoo.com/news/first-investor-snapchat-thinks-bitcoin-090500197.html?soc_src=social-sh&soc_trk=tw … via @ YahooFinance	ErikVoorhees	119	78	1491711076	850924046581673984	https://twitter.com/ErikVoorhees/status/850924046581673984			@	0.22	0.2263	0
ethereum 	Blockchain VC Fund Gets First Investors For New Ethereum-based ICO http://bankinnovation.net/2017/04/blockchain-vc-fund-gets-first-investors-for-new-ethereum-based-ico/ … via @ BankInnovation	brockpierce	5	4	1491765347	851151674068611073	https://twitter.com/brockpierce/status/851151674068611073			@	0.36	0.0	0
bitcoin 	The first investor in Snapchat thinks bitcoin could realistically be worth $500,000 by 2030 http://finance.yahoo.com/news/first-investor-snapchat-thinks-bitcoin-090500197.html?soc_src=social-sh&soc_trk=tw … via @ YahooFinance	brockpierce	131	140	1491760931	851133154454900737	https://twitter.com/brockpierce/status/851133154454900737			@	0.22	0.2263	0
	Crypto has cults & cult leaders IMO, but those are different from government monopolized religions.	TuurDemeester	1	0	1491764647	851148738567516160	https://twitter.com/TuurDemeester/status/851148738567516160				0.07	-0.3291	0
bitcoin 	Bitcoin breaks through $1,200pic.twitter.com/kAsBsb7VK1	TuurDemeester	66	35	1491763198	851142659515265025	https://twitter.com/TuurDemeester/status/851142659515265025				0.00	0.0	0
bitcoin 	The BTC Dev Fund was publicly announced and endorsed by a dozen Bitcoin companies. Seems fair assumption that transparency was expected.	TuurDemeester	6	1	1491757777	851119922348523520	https://twitter.com/TuurDemeester/status/851119922348523520				-0.05	0.2841	0
bitcoin 	Capital controls ramping up in # China. Obvious Bitcoin tailwind.https://twitter.com/Jkylebass/status/850924707524292608 …	TuurDemeester	32	24	1491754296	851105321208729600	https://twitter.com/TuurDemeester/status/851105321208729600		#		0.00	0.0	0
bitcoin 	The goal has always been for there to be no keys to the Bitcoin kingdom.https://twitter.com/brucefenton/status/850880801684287488 …	TuurDemeester	44	18	1491749554	851085434839085056	https://twitter.com/TuurDemeester/status/851085434839085056				0.20	-0.148	0
bitcoin 	Paying With Bitcoin at Bic Camera in Tokyohttps://www.youtube.com/watch?v=qbNG66nQdqA …	TuurDemeester	62	34	1491720762	850964670425047040	https://twitter.com/TuurDemeester/status/850964670425047040				0.25	0.0	0
bitcoin 	I hear claims that the extension blocks proposal team received a grant from the Bitcoin Development Fund. Can you confirm or deny?	TuurDemeester	13	2	1491716313	850946012906696704	https://twitter.com/TuurDemeester/status/850946012906696704				-0.09	-0.0935	0
bitcoin 	Bitcoiners are very independent, buying influence is nearly impossible. That is a good thing. Motivated is making Bitcoin more awesome.	adam3us	40	14	1491744364	851063666040614913	https://twitter.com/adam3us/status/851063666040614913				0.65	0.4175	0
litecoin 	Maybe. It depends if the litecoin community are unanimous and by volume almost all fullnode protected	adam3us	7	0	1491744142	851062732296204289	https://twitter.com/adam3us/status/851062732296204289				0.00	0.1946	0
bitcoin 	takes years to create capacity via optimisation. https://bitcoincore.org/en/2017/03/13/performance-optimizations-1/ … would already have failed at < 1MB without systematic optimisation.	adam3us	3	1	1491733415	851017740685017089	https://twitter.com/adam3us/status/851017740685017089				0.28	-0.0484	0
bitcoin 	fact Bitcoin scaled to today, is due to years of meticulous work on optimisation & complexity. many challenging CS problems - why not help?	adam3us	2	0	1491733162	851016680637681665	https://twitter.com/adam3us/status/851016680637681665				0.33	-0.0691	0
bitcoin 	see the bathtub graph of @ jcp and @ tdryja and talk at scaling # Bitcoin montreal. https://www.youtube.com/watch?v=TgjrS-BPWDQ&t=42m0s … TL;DR it is a tradeoff.	adam3us	2	0	1491732503	851013917996457985	https://twitter.com/adam3us/status/851013917996457985		#	@ @	0.13	0.0	0
bitcoin litecoin 	guess segwit activate on litecoin would show empirically it works fine, clear up some confusion. rational as would might help SW on Bitcoin?	adam3us	77	19	1491731236	851008601002999809	https://twitter.com/adam3us/status/851008601002999809				-0.04	0.3489	0
