currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	sent	vader_sent
	has squandered lead in global crypto; wasting time with sanctions and #RussuaGate hoax. Putin launches new crypto ‘Space Race’ to dominate global finance. @realDonaldTrump needs his JFK moment to get into the game or risk global irrelevancy. @HeisenbergCap @stacyherbert	maxkeiser	214	86	1519572158	967781895214960640	https://twitter.com/maxkeiser/status/967781895214960640		#RussuaGate	@realDonaldTrump @HeisenbergCap @stacyherbert	-0.08	-0.2468
bitcoin 	THE NEW (RACK) SPACE RACE BEGINS. Putin tells ministers to take global lead in crypto to rule global, digital economy. Will America respond? The era of sovereign-subsidized #Bitcoin mining begins. TO THE MOON! https:// youtu.be/-Toso2Cd_30 pic.twitter.com/g67tc0SMqk	maxkeiser	328	167	1519570288	967774049752449024	https://twitter.com/maxkeiser/status/967774049752449024		#Bitcoin		-0.03	0.0
	MUST WATCH: Putin says first country with first-mover advantage in crypto will dominate global economy; instructs ministers to go all-in with crypto. https://www. youtube.com/watch?v=-Toso2 Cd_30&sns=tw … via @youtube	maxkeiser	1280	732	1519569658	967771407257100288	https://twitter.com/maxkeiser/status/967771407257100288			@youtube	0.29	0.064
bitcoin 	#Bitcoin vs. alts pic.twitter.com/JHdcF4k6SX	maxkeiser	277	68	1519520623	967565738780315649	https://twitter.com/maxkeiser/status/967565738780315649		#Bitcoin		0.00	0.0
bitcoin 	You know you’re cypherpunk if #Bitcoin trades under $300 and you couldn’t give a rat’s ass — because it’s always been about the tech. Where we’re going, we don’t need money. https:// youtu.be/-nbq6Ur103Q	maxkeiser	186	63	1519517532	967552777072316416	https://twitter.com/maxkeiser/status/967552777072316416		#Bitcoin		-0.21	-0.1808
bitcoin 	If you’re spending more than a few hours a week as a crypto-investor, you’re doing it wrong. 1. Never have less than 75% of your port in #Bitcoin 2. Dollar cost average 3. Never use margin. 4. Remember, 99% of what you hear from traders is BS.	maxkeiser	881	237	1519515859	967545758680539137	https://twitter.com/maxkeiser/status/967545758680539137		#Bitcoin		0.04	-0.0681
bitcoin 	Bitcoin can’t fail.	VinnyLingham	15	2	1519577204	967803057890254848	https://twitter.com/VinnyLingham/status/967803057890254848				0.00	-0.5423
	Might as well have some fun in times like these! https:// twitter.com/cryptomanran/s tatus/967784227612872704 …	VinnyLingham	149	22	1519572887	967784952531058690	https://twitter.com/VinnyLingham/status/967784952531058690				0.36	0.4008
bitcoin 	This is actually in response to @CobraBitcoin open letter. He is not a BCH man! https:// twitter.com/cobrabitcoin/s tatus/967237696379813888 …	VinnyLingham	4	0	1519530164	967605755925823495	https://twitter.com/VinnyLingham/status/967605755925823495			@CobraBitcoin	0.47	0.0
bitcoin 	Should the Bitcoin community consider changing the proof of work to assist in reducing mining centralization?	VinnyLingham	46	29	1519528831	967600165874941953	https://twitter.com/VinnyLingham/status/967600165874941953				-0.06	0.0
bitcoin 	There are NO true stats. Bitcoin is a pseudonymous system. No one knows who owns all the bitcoin in circulation. No one CAN know the stats you claim. Those who claim they know are lying Just like you can't tell how many people are on the Internet by counting IP addresses.	aantonop	11	5	1519599236	967895465587916800	https://twitter.com/aantonop/status/967895465587916800				0.10	-0.1705
	Bloomberg coverage of blockchain topics is now clickbait driven 100%. They used to be better than this... https:// twitter.com/crypto/status/ 967158147101155334 …	aantonop	919	312	1519526603	967590822735626241	https://twitter.com/aantonop/status/967590822735626241				0.14	0.2202
	Check out my latest #crypto explained video on privacy coins including #Monero and #Zcash https:// youtu.be/_K-tsWRAC2I via @YouTube	ummjackson	100	21	1519595112	967878168148242432	https://twitter.com/ummjackson/status/967878168148242432		#crypto #Monero #Zcash	@YouTube	0.00	0.0
	LIVE NOW: Tune in for #Crypto Weekly: https://www. youtube.com/watch?v=_y7GIj sC5Lk …	ummjackson	4	0	1519588801	967851700076929024	https://twitter.com/ummjackson/status/967851700076929024		#Crypto		0.27	0.0
	#Crypto Weekly is live in just under 2 hours: https://www. youtube.com/watch?v=_y7GIj sC5Lk … Reply with the topics from the past week you want to hear about	ummjackson	16	6	1519582471	967825147573882880	https://twitter.com/ummjackson/status/967825147573882880		#Crypto		0.35	0.0772
ethereum 	My Proof-of-Stake critique got a lot of retweets in the last day. Maybe because of this article about an Ethereum PoS contender? https:// mashable.com/2018/02/24/car dano-hoskinson-interview/#W4nFsM9rlkqU … https:// twitter.com/TuurDemeester/ status/885182655368761345 …	TuurDemeester	68	20	1519581669	967821784119762944	https://twitter.com/TuurDemeester/status/967821784119762944		#W4nFsM9rlkqU		-0.07	0.0427
bitcoin 	Bitcoin	TuurDemeester	5	0	1519574489	967791671378436096	https://twitter.com/TuurDemeester/status/967791671378436096				0.00	0.0
ethereum 	Also related is this thread where I ask about which highly accomplished engineers are involved in Ethereum. (trigger warning) https:// twitter.com/tuurdemeester/ status/963032188626395136 …	TuurDemeester	25	4	1519573104	967785859318796288	https://twitter.com/TuurDemeester/status/967785859318796288				0.52	0.2464
	Part of why I screen cryptocurrency projects for 'world class engineers' (however subjective) is that it's crucial to not just identify the engineering challenges, but even more so to correctly assess the magnitude of those challenges. http://www. metzdowd.com/pipermail/cryp tography/2018-February/033848.html … pic.twitter.com/waGgZvAPNI	TuurDemeester	76	27	1519572733	967784303261372416	https://twitter.com/TuurDemeester/status/967784303261372416				0.22	0.0766
