currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	sent	vader_sent
bitcoin ethereum ripple 	Express summarizes the key points of my 2018 crypto and blockchain predictions quite well. https://www. express.co.uk/finance/city/9 14087/cryptocurrency-predictions-2018-bitcoin-news-blockchain-ethereum-ripple …	dtapscott	48	20	1518632612	963841149571084288	https://twitter.com/dtapscott/status/963841149571084288				0.11	0.1692
bitcoin 	Unlike Charlie Munger, #Bitcoin can die and keep coming back. #TimesUpPops https://www. reuters.com/article/us-dai lyjournal-munger/charlie-munger-urges-regulators-to-ease-off-wells-fargo-blasts-bitcoin-idUSKCN1FY2WE …	maxkeiser	189	42	1518648113	963906166106583040	https://twitter.com/maxkeiser/status/963906166106583040		#Bitcoin #TimesUpPops		0.27	-0.2997
bitcoin 	#Bitcoin : Break through $10,000 will usher in a new burst of news coverage and a fresh wave of buying. pic.twitter.com/hMW2W3hNGk	maxkeiser	1552	440	1518647888	963905224581746691	https://twitter.com/maxkeiser/status/963905224581746691		#Bitcoin		0.10	0.1591
bitcoin 	Walking corpse Charlie Munger asks we all forgive @WellsFargo for their orchestrated mass theft from millions of customers and we should all hate #Bitcoin . Get back on your meds Charlie. #DisgracefulHuman #Pig https://www. reuters.com/article/us-dai lyjournal-munger/charlie-munger-urges-regulators-to-ease-off-wells-fargo-blasts-bitcoin-idUSKCN1FY2WE …	maxkeiser	606	244	1518645955	963897114680946688	https://twitter.com/maxkeiser/status/963897114680946688		#Bitcoin #DisgracefulHuman #Pig	@WellsFargo	0.05	-0.2477
bitcoin 	I see dead bears! As predicted, #Bitcoin experienced a healthy (low volume) pullback in a secular bull market. $28,000 in play. pic.twitter.com/lqho8v2beP	maxkeiser	554	164	1518643161	963885395598594049	https://twitter.com/maxkeiser/status/963885395598594049		#Bitcoin		0.27	0.0155
bitcoin 	The Seven Network Effects of Bitcoin: https:// sputniknews.com/radio_double_d own/201802131061609477-the-seven-network-effects-of-bitcoin/ … via @SputnikInt	maxkeiser	60	29	1518628363	963823330980696065	https://twitter.com/maxkeiser/status/963823330980696065			@SputnikInt	-0.08	0.0
bitcoin 	$28,000 in play. #Bitcoin pic.twitter.com/8qf251iXKa	maxkeiser	572	146	1518614698	963766015497826305	https://twitter.com/maxkeiser/status/963766015497826305		#Bitcoin		0.20	0.17
	I’ll be live in 10 mins @StartupGrind / talking about @civickey and crypto. https:// twitter.com/startupgrind/s tatus/963551837612683264 …	VinnyLingham	74	15	1518565910	963561384368680961	https://twitter.com/VinnyLingham/status/963561384368680961			@StartupGrind @civickey	0.18	0.0
litecoin 	Showing off? That's ridiculous. If you don't want to hear the latest news about Litecoin, please just unfollow.	SatoshiLite	83	9	1518639895	963871699547521024	https://twitter.com/SatoshiLite/status/963871699547521024				0.17	-0.031
litecoin 	1 down, 3 to go! Merchant processor @CommerceCB Popular online wallet Goods trading platform One huge unexpected surprise #PayWithLitecoin https:// twitter.com/SatoshiLite/st atus/943462596929208320 …	SatoshiLite	5982	2041	1518636720	963858382238072832	https://twitter.com/SatoshiLite/status/963858382238072832		#PayWithLitecoin	@CommerceCB	0.43	0.3675
	It's not my decision. 92% goes to the previous owner. 4% goes to @cryptoallstarz and 4% to me.	SatoshiLite	17	1	1518635860	963854775480500224	https://twitter.com/SatoshiLite/status/963854775480500224			@cryptoallstarz	0.22	0.0
bitcoin litecoin 	You can choose not to. Check out our donation button. We only accept Bitcoin and Litecoin. :D	SatoshiLite	19	3	1518635707	963854131751354368	https://twitter.com/SatoshiLite/status/963854131751354368				0.06	0.2231
ethereum 	Move over @CryptoKitties . We now have @CryptoAllStarz to clog the Ethereum network! https:// cryptoallstars.co/marketplace You can even own a SatoshiLite card for a low low price of 11.7953 ETH! (Before it goes up) * 4% of all sales will be donated to @LTCFoundation pic.twitter.com/j1bafJrjnu	SatoshiLite	805	221	1518635494	963853239656497152	https://twitter.com/SatoshiLite/status/963853239656497152			@CryptoKitties @CryptoAllStarz @LTCFoundation	0.27	-0.1353
litecoin 	One more way merchants can accept Litecoin! The @LTCFoundation donation button is already using @CommerceCB . Check it out at https:// litecoin-foundation.org/donation/ #PayWithLitecoin https:// twitter.com/coinbase/statu s/963832338416263173 …	SatoshiLite	1792	589	1518633379	963844367021629440	https://twitter.com/SatoshiLite/status/963844367021629440		#PayWithLitecoin	@LTCFoundation @CommerceCB	0.33	0.1463
bitcoin 	Does a successful LTC make BCH obsolote? Does it not because we don't have Bitcoin in our name? SMH	SatoshiLite	61	8	1518601191	963709363037773825	https://twitter.com/SatoshiLite/status/963709363037773825				0.11	0.0892
bitcoin 	Haha, BCH is Bitcoin!!!	SatoshiLite	121	6	1518573492	963593185518759936	https://twitter.com/SatoshiLite/status/963593185518759936				0.25	0.2775
litecoin 	LTC/BCH has just surpassed 0.02. This is higher than when I sold my litecoins. In other words, LTC has outperformed BTC since that time. Just saying! The market agrees that my efforts on Litecoin adoption is overcoming the negatives. Go Litecoin! #PayWithLitecoin	SatoshiLite	10428	2476	1518573378	963592704310456321	https://twitter.com/SatoshiLite/status/963592704310456321		#PayWithLitecoin		0.26	0.0289
litecoin 	Litecoin is boring in comparison	SatoshiLite	213	1	1518572550	963589233616109568	https://twitter.com/SatoshiLite/status/963589233616109568				-1.00	-0.3182
bitcoin ethereum 	I've been in cryptocurrency for 7 years. There's a FUD every year for why Bitcoin is dead: 2011 MtGox hacked 2012 Pirateat40 ponzi implodes 2013 China bans Bitcoin 2014 MtGox insolvent 2015 Silkroad shuts down 2016 Bitfinex hacked 2017 Ethereum Flippening 2018 Bcash is Bitcoin	SatoshiLite	7992	2472	1518572312	963588235875139584	https://twitter.com/SatoshiLite/status/963588235875139584				0.20	-0.4553
bitcoin 	It actually describes Bitcoin Gold.	SatoshiLite	53	11	1518566402	963563448335400961	https://twitter.com/SatoshiLite/status/963563448335400961				0.00	0.0
bitcoin 	Please remind me where in the white paper it talks about Bitcoin Core. SMH	SatoshiLite	340	4	1518566265	963562871840915456	https://twitter.com/SatoshiLite/status/963562871840915456				0.29	0.0
bitcoin 	What do you mean? That's a software client. The coin and network is still Bitcoin.	SatoshiLite	198	3	1518563618	963551768968753153	https://twitter.com/SatoshiLite/status/963551768968753153				0.13	0.0
bitcoin 	Of course. It's absolutely not possible for Bitcoin to be less than $1,000,000 by the end of 2020. My gut feel is three to four times that.	officialmcafee	11	3	1518643862	963888336036421632	https://twitter.com/officialmcafee/status/963888336036421632				-0.07	0.0
	The No BS Crypto link I posted yesterday has expired. My apologies. I only have three brain cells left after a lifetime of self abuse so perhaps you will excuse me. This link does not expire. Have tons of fun: http:// bit.ly/2EEZOTq	officialmcafee	597	114	1518567515	963568113672388608	https://twitter.com/officialmcafee/status/963568113672388608				0.07	-0.077
bitcoin 	Nobody has perfect foresight, but Bitcoin Core supporters seem to have cloudy hindsight. pic.twitter.com/SsXVVmWbeW	rogerkver	762	222	1518623733	963803911285960704	https://twitter.com/rogerkver/status/963803911285960704				0.79	0.3675
bitcoin 	How to change your Bitcoin Core “store of value” tokens for Bitcoin Cash cryptocurrency in the http:// Bitcoin.com wallet. Via @BTCNewsUpdates thanks to @ShapeShift_io pic.twitter.com/Fr6veNTC6r	rogerkver	720	252	1518565640	963560249880928256	https://twitter.com/rogerkver/status/963560249880928256			@BTCNewsUpdates @ShapeShift_io	0.12	0.2202
	Now I’m a bubble. https:// twitter.com/cryptoallstarz /status/963848556271587328 …	naval	1297	121	1518634808	963850360321228801	https://twitter.com/naval/status/963850360321228801				0.25	0.0
ethereum 	Two more exiting interview videos coming up this week with awesome new companies building on top of #Ethereum	ummjackson	26	0	1518574958	963599333487554560	https://twitter.com/ummjackson/status/963599333487554560		#Ethereum		0.33	0.7096
bitcoin 	Good read: 'Weary Giants of Flesh and Steel,' Meet Bitcoin http:// bit.ly/2o7bpjx via @CoinDesk	ErikVoorhees	82	134	1518617375	963777241267105792	https://twitter.com/ErikVoorhees/status/963777241267105792			@CoinDesk	-0.07	0.2023
bitcoin 	I 100% agree that Bitcoin Cash supporters shouldn't try to pretend Bitcoin isn't Bitcoin. BTC is Bitcoin. It has the most accumulated proof of work originating from the genesis block, and the highest market cap, both by wide margins. Thus it's Bitcoin.	ErikVoorhees	12	4	1518583166	963633759286329344	https://twitter.com/ErikVoorhees/status/963633759286329344				0.17	0.0625
bitcoin 	SegWit2x was a proposal to upgrade Bitcoin itself with SegWit and then a 2MB block. It failed to achieve majority support for the second part of that, thus the second part was called off. It was not a plan to create a pointless minority fork.	ErikVoorhees	3	0	1518583089	963633438199832576	https://twitter.com/ErikVoorhees/status/963633438199832576				-0.13	-0.2664
	Andreas is the man. I'm honored to know him and consider him a friend. One of the best minds and best people in crypto.	ErikVoorhees	277	7	1518582487	963630913304350723	https://twitter.com/ErikVoorhees/status/963630913304350723				1.04	0.5487
bitcoin 	"Does ""folks who use deception as a marketing tool"" include those who refer to the SegWit2x proposal as an ""attack on Bitcoin by evil corporate shills""? That misinformation was pretty damn contagious as well. I wish all the extremists in this debate would cut the propaganda."	ErikVoorhees	125	5	1518582317	963630197437280262	https://twitter.com/ErikVoorhees/status/963630197437280262				0.11	-0.4206
