currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	sent	vader_sent
bitcoin 	“Ask not what #Bitcoin can do for you, but what you can do for Bitcoin”. - J. F. Bitcoin	maxkeiser	899	239	1514745345	947536773382537216	https://twitter.com/maxkeiser/status/947536773382537216		#Bitcoin		0.32	0.0
	And this was the tweet that pushed me over 100k followers! Thanks everyone for putting up with my humor, sarcasm, good and bad calls on crypto and just about everything else that I tweet out! Great way to end the year - Happy New Year! https:// twitter.com/vinnylingham/s tatus/947342200865677313 …	VinnyLingham	317	22	1514727293	947461056254713858	https://twitter.com/VinnyLingham/status/947461056254713858				0.29	0.316
	Crypto: The only sector in the world where you can increase your investment portfolio returns by 20x in a calendar year and still somehow feel like you underperformed!	VinnyLingham	3047	775	1514698956	947342200865677313	https://twitter.com/VinnyLingham/status/947342200865677313				-0.11	0.6239
ripple 	This was a joke, guys! I wouldn’t touch Ripple right now, I’m sure that’s pretty clear!	VinnyLingham	20	0	1514692036	947313178710482944	https://twitter.com/VinnyLingham/status/947313178710482944				0.00	0.5858
ripple 	Ripple on sale!! pic.twitter.com/LTTx90DmdI	VinnyLingham	406	61	1514691365	947310364365955072	https://twitter.com/VinnyLingham/status/947310364365955072				0.25	0.0
litecoin 	Above all else, I'm a X of Litecoin.	SatoshiLite	902	199	1514693696	947320140789555200	https://twitter.com/SatoshiLite/status/947320140789555200				0.00	0.0
	A company is different from a crypto currency. Try to learn the differences.	SatoshiLite	233	7	1514688312	947297558124097536	https://twitter.com/SatoshiLite/status/947297558124097536				-0.23	0.0
litecoin 	People shouldn't need to trust me to use Litecoin.	SatoshiLite	775	28	1514687067	947292336488202240	https://twitter.com/SatoshiLite/status/947292336488202240				0.00	-0.4023
	And so has most other crypto currencies. Your point?	SatoshiLite	560	9	1514683914	947279112476934144	https://twitter.com/SatoshiLite/status/947279112476934144				0.33	0.0
	I am an advisor to @breadapp , but I don't advise their ICO or receive any tokens for compensation. https:// twitter.com/cryptonekoz/st atus/947273905797861376 …	SatoshiLite	599	148	1514683833	947278770553085952	https://twitter.com/SatoshiLite/status/947278770553085952			@breadapp	0.26	0.0
litecoin 	Seeing how people lost trust because I sold makes me more convinced that it was the right move. Litecoin was too centralized and dependent on me. Eventually, for Litecoin to succeed, I need to step away. But I promise I won't do that until I've helped LTC climb back past the ATH.	SatoshiLite	12196	2621	1514682230	947272048090296320	https://twitter.com/SatoshiLite/status/947272048090296320				-0.10	0.3559
	Cryptocurrency is a venture investment, not a value investment. Wrong oracle. https:// twitter.com/techbhurji/sta tus/947312459349495809 …	naval	616	116	1514693277	947318381278924801	https://twitter.com/naval/status/947318381278924801				-0.13	-0.245
	Actually, my perspective isn’t contrarian. That’s the funny thing - ask literally any VC. Only in crypto-land is up down and down up.	naval	63	2	1514677850	947253677588234240	https://twitter.com/naval/status/947253677588234240				0.35	0.1468
bitcoin 	See @wences on how Bitcoin fits in the history of money: https:// youtu.be/r1lqqNU3fQs	TuurDemeester	1	0	1514737675	947504599996551169	https://twitter.com/TuurDemeester/status/947504599996551169			@wences	-0.31	0.0
	2017 Crypto vs Equities: Facebook - 50% Amazon - 61% Apple - 45% DJIA - 26% Crypto: 3200% BTC: 1300% ETH: 8900% XRP : 34600% BCH: 1840% ADA: 14000% MANY HAPPY RETURNS!!!	cryptomanran	158	54	1514723750	947446197404491776	https://twitter.com/cryptomanran/status/947446197404491776				0.41	0.3865
